Achiever,Killer,Explorer
-3820.39785451488,-2249.45135066694,-2834.62902676864
-3829.02925878133,-2254.49224337607,-2841.15454062156
-3837.61563264416,-2259.25682515105,-2847.14253668075
-3846.14014686307,-2264.18052936362,-2853.81147048421
-3853.80874407799,-2268.62485861162,-2860.1003606767
-3862.14205673354,-2272.91128043096,-2865.84972332559
-3870.40713839305,-2277.25167716934,-2871.21700909225
-3878.03727725227,-2281.79704067279,-2876.36625040013
-3884.83259786191,-2286.0413937558,-2881.81864574593
-3891.64051701301,-2290.19725804877,-2886.85309687518
-3898.98534422205,-2294.25548961978,-2892.57520811518
-3905.75349048763,-2297.85725676494,-2897.47511904673
-3911.69509492071,-2301.57695977686,-2902.57683849603
-3918.92017305338,-2305.73609193619,-2907.88985434746
-3925.64487262331,-2309.68359084644,-2912.46177207251
-3932.55606835297,-2313.62383089217,-2917.36350829596
-3938.81144853187,-2317.54420844542,-2922.67477462098
-3946.21286565127,-2321.834656395,-2927.83278724903
-3952.98678086129,-2326.14972422122,-2933.41589726287
-3960.14464952605,-2330.43347794858,-2938.41548094479
-3967.33173622451,-2334.61880602845,-2943.62713219256
-3974.54007558167,-2339.08873845797,-2949.50650084629
-3982.17820350217,-2343.70751491816,-2955.19284724961
-3989.15115642223,-2348.24523782768,-2960.91685789764
-3996.84329062301,-2352.8599991359,-2967.02729180664
-4004.86516339859,-2357.61086909304,-2973.46368614948
-4013.35586826506,-2362.51571838652,-2979.91349501205
-4021.49875043997,-2367.45806964539,-2985.72158543425
-4029.88952621374,-2372.43497653582,-2992.04532319755
-4037.9287368041,-2377.50538882089,-2998.0640841204
-4046.53134517374,-2382.50516945315,-3004.58843846372
-4054.80645591348,-2387.58943495328,-3010.45793332573
-4062.94914776072,-2392.73043371282,-3016.37688982644
-4071.32610247311,-2397.72671136571,-3022.40381996731
-4079.67463794595,-2402.63493020774,-3029.15815593791
-4087.50379160136,-2407.38648293697,-3035.22953645845
-4095.48527939064,-2412.06421798991,-3041.03378260994
-4103.67950499808,-2416.62127600081,-3046.6149605651
-4111.19365927994,-2421.28105340832,-3052.27197073965
-4118.90969858982,-2425.81648200935,-3057.93366469681
-4126.45327458871,-2430.05086343846,-3062.95742140146
-4133.65624526412,-2433.97840645121,-3068.47018638464
-4140.50424799834,-2438.28242316231,-3073.4904710875
-4147.55914789114,-2442.32094306723,-3078.57921796493
-4154.61258839915,-2446.51095064738,-3083.31462003195
-4160.83737452304,-2450.44058683434,-3088.38450636596
-4167.60716315642,-2454.27469250244,-3093.51317995722
-4174.13773063859,-2458.40715269974,-3098.7895073807
-4181.21855609798,-2462.56982372432,-3103.3762873273
-4188.33181685314,-2466.79003881628,-3108.94778885846
-4195.26104315141,-2471.10192713382,-3114.03672777297
-4202.5552102971,-2475.36212378545,-3119.31857511233
-4209.4475471408,-2479.65428483196,-3124.79519958934
-4216.88307419015,-2484.32466704021,-3130.03446946124
-4224.25746144441,-2489.05533018429,-3135.97731725162
-4231.56010737676,-2493.77615440279,-3141.98613185393
-4238.96972060398,-2498.4143431809,-3148.12427857773
-4246.6868990761,-2503.12805477537,-3154.08806271872
-4254.89012153392,-2507.92498214324,-3160.68277071248
-4262.77927473893,-2512.78634154825,-3166.66394226965
-4271.52956227812,-2517.82831550166,-3172.83836601248
-4280.46339493934,-2522.79919813731,-3179.51956406138
-4289.41378638645,-2527.71394335155,-3186.35546584356
-4297.78498969691,-2532.89978442737,-3192.85637371061
-4306.04896680615,-2537.89183419764,-3199.49362219194
-4313.95637592945,-2542.84908573571,-3205.91525153465
-4321.48508918994,-2547.63093630347,-3212.19145185105
-4329.58004993259,-2552.33846702182,-3218.61181296098
-4338.0931845486,-2557.13118963079,-3224.82553195134
-4345.89768679676,-2561.84238504023,-3230.91083726144
-4353.45130337805,-2566.41268351088,-3236.65424110812
-4360.92788152926,-2570.92804071678,-3242.28106388183
-4368.544108626,-2575.30212252773,-3247.63198014208
-4375.69225711161,-2579.48588833018,-3253.46593730619
-4382.91822065374,-2583.47673590127,-3258.706505866
-4390.42102305753,-2587.61210528817,-3263.61679416795
-4397.59972682944,-2591.68246629354,-3268.50891085346
-4404.47645426151,-2595.86891303306,-3273.30244955055
-4411.04800561273,-2599.90226802382,-3278.64286658148
-4417.56543272705,-2603.87987689014,-3283.67004569272
-4423.63610467877,-2607.84194809013,-3288.34156168742
-4429.93560587344,-2611.74617305933,-3293.10519049482
-4437.34259843427,-2615.95079061442,-3298.01793295895
-4444.49292269755,-2619.97433434686,-3303.24699753929
-4451.57386996098,-2624.28951107653,-3308.73172513112
-4458.99760630121,-2628.90466366897,-3313.99124192754
-4466.25171468831,-2633.19573677203,-3319.54474203148
-4473.91191616185,-2637.84016758639,-3324.9060972427
-4481.95215188905,-2642.38884094478,-3330.91589403166
-4490.84615207156,-2647.19039441757,-3337.13207711066
-4499.31253219223,-2652.1300564162,-3343.5409555505
-4507.26572578491,-2657.09950178264,-3350.06031819752
-4515.69587755564,-2662.1514197619,-3356.74526512373
-4523.96825354984,-2667.34744640359,-3363.09091409559
-4532.62784692154,-2672.339856178,-3369.40807242803
-4540.81720138257,-2677.39444280186,-3375.59904055711
-4548.74250883315,-2682.44452948626,-3382.11886230694
-4556.66536730874,-2687.459709759,-3388.40018340901
-4564.918020743,-2692.41472252576,-3394.54735429078
-4572.93071729415,-2697.18885152041,-3400.63546797084
-4580.99899605697,-2701.89305682743,-3406.21908292808
-4589.22139600286,-2706.57581080089,-3412.18819233929
-4596.69895938661,-2711.11155407966,-3418.17136763167
-4604.06046367886,-2715.40644414392,-3423.89456079081
-4611.94938652475,-2719.69712434406,-3429.74742842045
-4619.25182008755,-2723.86573854704,-3435.2933699119
-4626.54095484965,-2727.85911336709,-3440.65986293867
-4633.67435363793,-2731.77659198834,-3445.39704937576
-4640.62604512945,-2735.75799960541,-3450.31166182348
-4647.54945734842,-2739.79972263761,-3455.31779008831
-4654.69919689769,-2743.95525356686,-3460.6528706331
-4661.68790208875,-2748.2132986198,-3465.54629245237
-4669.14115305914,-2752.60353668188,-3470.39535559739
-4675.96303279332,-2756.72014715026,-3475.25453523919
-4682.8250941178,-2760.52333665206,-3480.53562771698
-4689.48193181392,-2764.56845359708,-3486.18370299811
-4697.09142520368,-2769.13976969355,-3491.70359129529
-4704.32466483332,-2773.64059754003,-3497.22705496338
-4711.23222532506,-2778.26850639729,-3503.2197229974
-4718.96120753999,-2782.88671590787,-3509.62341302581
-4726.76082697067,-2787.5261135073,-3516.15693724427
-4735.00023417683,-2792.30319216276,-3522.48126103229
-4742.96094337626,-2797.28224096461,-3528.51075139548
-4751.30667690498,-2802.39977058784,-3534.79503030192
-4759.27503927667,-2807.2877773057,-3541.06324535518
-4767.17088978221,-2812.27633908255,-3547.48907934579
-4775.56547976094,-2817.2913858837,-3553.90540458935
-4783.87380267903,-2822.45307931008,-3560.07752885124
-4792.67171975179,-2827.45337744112,-3566.22416741734
-4800.86429724538,-2832.19937757303,-3572.46821389855
-4809.09194849616,-2836.99435237588,-3578.87985117099
-4816.87614264253,-2841.87988098594,-3584.55823032954
-4825.27709811304,-2846.64208385617,-3590.70273409078
-4833.30473335747,-2850.96167117936,-3596.80203218297
-4840.63364268866,-2855.445243752,-3602.94346774077
-4848.34159700762,-2860.13943258059,-3609.24759065041
-4855.88701865645,-2864.49785172728,-3615.48547778963
-4863.50601097538,-2868.62419891776,-3621.09492237319
-4870.89773193254,-2872.54705796804,-3626.50623130481
-4878.1991049239,-2876.28353892749,-3631.71715479746
-4885.13252119201,-2880.21066750981,-3636.55095698585
-4891.75533623018,-2884.2037480097,-3641.4605461378
-4898.06887391266,-2888.55559223599,-3646.96991632142
-4905.05590481094,-2892.51054923553,-3652.12989660376
-4912.31368306779,-2896.46217862355,-3657.65750865179
-4919.38748304853,-2900.94582493922,-3663.142645607
-4926.72271172816,-2905.49833377186,-3668.44270587387
-4934.08478619074,-2909.92212857595,-3673.92355654155
-4941.50922434877,-2914.32945216655,-3679.50766695243
-4949.06562078799,-2918.68223737737,-3685.27526112226
-4955.91199700782,-2923.08917363849,-3690.55677406812
-4963.19729709965,-2927.58896753223,-3696.45476154606
-4971.4540871112,-2932.34765613446,-3702.26360069041
-4979.35502310877,-2937.05660077458,-3708.13317989958
-4986.86665709427,-2942.10966689907,-3714.3603662513
-4995.02741767616,-2946.97253025781,-3720.58403148327
-5003.355972582,-2951.98011053166,-3726.40622214965
-5011.54742843363,-2956.64046748814,-3732.25751341806
-5020.00611729529,-2961.81141035365,-3738.43098502687
-5028.46480838808,-2966.96229551113,-3744.86024907533
-5037.0703785814,-2972.01458814679,-3750.98232490756
-5045.80746500962,-2976.96836428307,-3757.52488756814
-5053.93931447949,-2982.00437186206,-3763.55617372375
-5061.84938817445,-2986.97522332525,-3769.47875385445
-5070.04730056605,-2991.67818994612,-3775.39640397695
-5078.07286939276,-2996.52543472274,-3781.52472192198
-5086.39059172779,-3001.35865770609,-3786.965461612
-5094.30441166124,-3005.88599907929,-3792.42427268534
-5102.01396328137,-3010.24359743585,-3798.38528850166
-5109.62540051494,-3014.31675834193,-3803.73562263927
-5117.24311354052,-3018.60028892579,-3808.84766531457
-5124.58202587588,-3022.93192967987,-3814.74996987414
-5131.66154424542,-3026.99770945745,-3820.31784854089
-5139.09356640644,-3030.99467997815,-3825.68822759685
-5146.47490746311,-3035.1773048866,-3830.90476617808
-5153.80795686665,-3039.1770658097,-3835.7085645155
-5161.06822813207,-3043.27896875505,-3840.48349363267
-5167.43241023427,-3047.46289393026,-3845.55801597132
-5174.44338128686,-3051.93843659188,-3850.76326529757
-5181.60834582926,-3056.33120430489,-3856.63740145062
-5189.05086947412,-3060.72096856734,-3862.28166007966
-5196.73285013415,-3065.36776784242,-3867.97427441243
-5204.46244674601,-3070.00624066335,-3874.08452634593
-5212.47366645728,-3075.02983160315,-3879.84865886547
-5220.70585895616,-3079.82689049581,-3885.95667152796
-5228.37318353256,-3084.61699146917,-3891.9565497588
-5236.76964246701,-3089.42053344729,-3898.16724677012
-5245.05226284613,-3093.88861659261,-3904.86748201483
-5252.93357595217,-3098.63204954002,-3911.56534098252
-5261.43249280763,-3103.53766428462,-3917.99564381962
-5269.81313100901,-3108.38630427412,-3923.61619381303
-5278.39783745969,-3113.42191406745,-3930.11875745668
-5286.65363924116,-3118.51821130192,-3936.97870808066
-5295.50230351671,-3123.64656918671,-3943.69753696886
-5304.17043308891,-3128.65077756145,-3950.14818383776
-5304.90256361764,-3129.50873034469,-3950.37527142372
-5303.63258585753,-3128.77031563492,-3949.32880658325
-5304.19102755468,-3128.88912616271,-3949.09001574903
-5305.36097049688,-3129.68217169701,-3950.48652954942
-5309.26049571386,-3131.29769804286,-3953.20609041548
-5310.14410164444,-3130.98181860899,-3953.08647358449
-5311.94641615654,-3131.84116547686,-3954.76267758957
-5316.02489406209,-3134.01929850776,-3957.52750693123
-5320.88579781878,-3137.25631868658,-3961.32337425965
-5326.78615984878,-3140.76886907654,-3965.89558163001
-5333.45522919815,-3144.57838524088,-3970.94405855553
-5340.94200083291,-3148.68199366136,-3976.24790614847
-5342.02430674888,-3149.47036876662,-3976.77881224337
-5344.53921491507,-3151.0527383425,-3979.27833924089
-5349.3937452968,-3154.25600984846,-3983.17615697438
-5355.79051845959,-3157.84328123317,-3988.10611096802
-5363.03684339233,-3162.0191040126,-3993.92212486207
-5371.0718657925,-3166.66835961561,-3999.90906124812
-5378.75323267102,-3171.14693889384,-4005.64214469849
-5380.63969242637,-3172.22974346018,-4006.75906308898
-5384.39868148907,-3174.3410071843,-4009.24603891599
-5390.42087814409,-3177.94069615964,-4013.63149731824
-5397.60143427288,-3182.41855110292,-4019.33439538417
-5405.72108907303,-3187.14900336864,-4025.10218905285
-5413.86687653018,-3192.28847918025,-4031.35278143695
-5422.67597371038,-3197.33766132716,-4037.74732748646
-5425.51443317241,-3198.98495580712,-4039.62612618001
-5430.15346663573,-3201.65896126052,-4041.92173889096
-5436.71375610682,-3205.51695000531,-4046.56884713559
-5444.47371847924,-3210.01532872736,-4052.5543198286
-5452.63511028321,-3214.91511875252,-4058.75617788761
-5461.10916203849,-3220.06166346496,-4064.96409295678
-5469.34961294846,-3225.29882592448,-4071.57598549948
-5471.51409120841,-3226.60408149589,-4073.60515244175
-5475.15126808101,-3228.71612950373,-4076.31735384249
-5481.12154198311,-3231.85672595753,-4080.91931661274
-5488.09411837368,-3235.57792178002,-4086.12490328701
-5495.45431489698,-3239.49590394832,-4091.87531019118
-5503.02267184033,-3244.01014161678,-4097.59705976461
-5511.07449773238,-3248.77737771312,-4103.11442976607
-5512.11813543636,-3249.35800872316,-4104.00385373304
-5515.46396870316,-3251.13687092825,-4105.74828562696
-5520.77093597103,-3254.21552041715,-4109.72832002954
-5526.85441678714,-3257.94011242872,-4114.74854043311
-5534.32339868851,-3262.00295471802,-4120.14282915806
-5541.87313989903,-3266.4598592615,-4126.02516417251
-5549.66310674863,-3271.14690014896,-4131.4927069875
-5550.27330393844,-3272.00922835494,-4132.69770240152
-5553.72928768617,-3273.92560168629,-4135.29398014566
-5559.29872099445,-3276.95439137129,-4140.23490359072
-5566.32497219751,-3280.87748145721,-4145.26952957108
-5573.74247969975,-3285.42204694981,-4150.8068811556
-5581.53855240779,-3290.27295092788,-4157.10959745976
-5589.76745036111,-3295.29766340187,-4163.15645131954
-5596.73563468761,-3299.40706006241,-4167.92240247257
-5603.28384361629,-3303.62979374121,-4173.17256897849
-5610.37968797202,-3308.38768550355,-4178.79739222128
-5618.24517128488,-3313.198694406,-4184.64194651859
-5625.97397091262,-3317.92258863316,-4190.68249709457
-5634.12537161504,-3322.8108534803,-4197.02142217605
-5642.61898182416,-3327.81747561533,-4203.4364861331
-5650.83657881437,-3332.5943956484,-4209.08180454814
-5659.14048199394,-3337.44794174977,-4215.08129752212
-5666.40703699855,-3342.25276900711,-4221.01478899368
-5673.9528884773,-3347.04372610998,-4226.84226799083
-5681.4634739456,-3351.94053885847,-4232.69659550261
-5689.41684663572,-3356.72269715675,-4238.67807593971
-5697.0524918928,-3361.26220484734,-4244.16312475581
-5704.92423245771,-3365.51819611854,-4249.86281477747
-5712.48906672021,-3369.68419169708,-4255.16845125208
-5719.86784171618,-3373.98504947284,-4260.33033782192
-5727.20352994089,-3378.17700390697,-4266.04223840282
-5734.69304642519,-3382.30918608045,-4271.17882712321
-5742.15698290796,-3386.4658042018,-4276.69057350565
-5749.57123172778,-3390.42524138936,-4282.23570561574
-5756.47744754316,-3394.10841287125,-4287.64614230516
-5763.33111393999,-3398.03400062111,-4292.63814599977
-5770.65299196816,-3402.39032835834,-4297.1775612198
-5777.86354229481,-3406.55617038541,-4302.44762331063
-5785.08247591507,-3410.86621560972,-4307.61022273308
-5792.49674150182,-3415.03730573502,-4313.41788714911
-5800.02400972829,-3419.36261598925,-4319.06781305036
-5807.43129004676,-3423.80367833948,-4324.44988014302
-5814.86922187937,-3428.18161070938,-4330.0488938999
-5822.13213012179,-3432.37756857492,-4335.56722181513
-5830.04914305181,-3436.86243117366,-4341.04224098571
-5837.79865391652,-3441.48778210453,-4346.63849672721
-5845.77919167772,-3446.22076470776,-4352.54662197858
-5853.96465532222,-3451.11924804993,-4358.2937364924
-5861.93643192764,-3455.82684286655,-4364.02888129176
-5870.1152877039,-3460.31502166587,-4370.25724455264
-5877.83696414203,-3465.11338023835,-4376.2830781398
-5885.69443018125,-3470.14307772145,-4382.32823375871
-5893.84182425427,-3474.93618725579,-4388.70661502055
-5901.30149117613,-3479.80615054989,-4394.81392056642
-5909.41139740652,-3484.65353947138,-4400.33555333994
-5917.57752115235,-3489.34259756577,-4406.22256516145
-5925.60695724658,-3493.95024562443,-4412.11275763134
-5933.61874079559,-3498.62820839502,-4418.16711334552
-5940.99582499222,-3502.94066697353,-4423.61749907109
-5948.8622972999,-3507.43275887937,-4429.07184114003
-5956.20594304455,-3511.83880844015,-4434.64942341189
-5963.51132509921,-3516.04836409453,-4440.49010416716
-5970.37581742234,-3520.04798827237,-4445.72291950854
-5977.53767446083,-3523.95726940377,-4451.19404286076
-5984.54382500785,-3527.9865644882,-4456.8543494104
-5991.73930377563,-3532.11809932313,-4461.93690497286
-5998.66457337092,-3536.27016242827,-4466.97588016667
-6005.63763386776,-3540.32395642681,-4472.25725518466
-6012.09049047733,-3544.46062118385,-4477.90335649745
-6019.08076112467,-3548.80099906376,-4483.2451447024
-6026.25752457513,-3553.06927488893,-4488.24145715818
-6032.98655172602,-3557.07900997686,-4492.947548536
-6039.96971560028,-3561.25389279053,-4498.01347372073
-6047.59184773317,-3565.84879744528,-4503.71518191935
-6055.53809530566,-3570.25524854706,-4508.96618765352
-6063.11443521981,-3574.61214164477,-4514.33527215976
-6070.49511601954,-3579.10773891164,-4520.00105772684
-6078.04988084341,-3583.73449449055,-4525.91360656733
-6085.99275553128,-3588.53131025537,-4532.17780649467
-6093.83622886033,-3593.3532862914,-4538.58387388459
-6101.43205239994,-3597.9299418437,-4544.76500182321
-6108.99679153325,-3602.76493110167,-4551.14784571566
-6116.66337158516,-3607.64163204369,-4557.433237061
-6125.08803499741,-3612.54610157827,-4563.48866369789
-6132.88354147671,-3617.54566837782,-4569.805903989
-6141.26318553754,-3622.52589743515,-4575.77514820041
-6149.27678386278,-3627.36078561199,-4581.67671510592
-6157.54991748749,-3631.97678479532,-4587.7528960042
-6165.58699981948,-3636.68811116937,-4593.86109813096
-6173.05711233887,-3640.90419456543,-4599.65379677317
-6180.75226514992,-3645.41047253496,-4605.56151496736
-6188.12131773995,-3649.80235964451,-4611.53064642319
-6195.45275199248,-3653.97210679035,-4616.74301288067
-6202.93811414234,-3658.17494152447,-4622.74254428087
-6210.39113498042,-3662.31260133243,-4628.29769859118
-6217.98899276812,-3666.4216554908,-4633.7349517215
-6224.86294955997,-3670.3475616278,-4639.40581804429
-6231.92088124788,-3674.44966237788,-4644.58826458567
-6239.24304264217,-3678.50471778605,-4649.50780632826
-6246.06615907786,-3682.62205121006,-4654.836675622
-6253.25489400339,-3686.59883187269,-4660.38081035943
-6260.56290167211,-3690.66948357726,-4666.33420058296
-6267.17705119156,-3694.87386882123,-4671.77118448036
-6274.29721748798,-3698.93336942824,-4677.30598656993
-6281.61827456161,-3703.30507214056,-4683.39256594701
-6288.69679898311,-3707.43241945667,-4689.24695932867
-6296.16107910223,-3711.98394059098,-4694.84110854494
-6303.58484951855,-3716.49504890366,-4700.24704661742
-6310.77479224966,-3721.00440453415,-4705.88257153183
-6318.22809873171,-3725.5774092334,-4711.21392139093
-6325.79145443353,-3730.32836168126,-4716.83570740417
-6333.66671337692,-3735.09393197873,-4722.45201668833
-6341.53898486621,-3739.88303981797,-4728.53966521276
-6349.67174556376,-3744.79280858865,-4734.29119904189
-6357.89009981598,-3749.60341525174,-4739.94540707931
-6366.11455720766,-3754.46509884571,-4745.87444567041
-6374.20260391655,-3759.26033391939,-4751.80905597582
-6382.55989738771,-3764.0497522934,-4757.72027724543
-6390.41066042182,-3768.88053563842,-4763.7278155501
-6398.73954238046,-3773.51220886942,-4769.76319319893
-6407.07593218756,-3778.18313992483,-4775.5676998864
-6415.26003872471,-3782.97195313271,-4781.43370589335
-6423.00648773147,-3787.49263391796,-4786.98360025739
-6430.80106466511,-3792.08483735793,-4792.59034679239
-6438.71030864576,-3796.63371020516,-4798.04216088386
-6446.21558875932,-3801.00642342572,-4803.76215254479
-6454.14541963886,-3805.3521742612,-4809.139933029
-6461.32993162885,-3809.53241817002,-4814.45638073645
-6468.79620279454,-3813.6783843547,-4819.76612595979
-6475.8062796335,-3817.74416547983,-4825.31935755202
-6482.39881019588,-3821.67325992745,-4831.04190174651
-6489.26787716591,-3825.82135096422,-4836.58393548835
-6495.93495669024,-3829.83323890579,-4841.3788308655
-6502.92490010276,-3833.97818295642,-4846.56597246106
-6510.08645851616,-3838.07660551603,-4851.92652953813
-6517.58022608409,-3842.38812641849,-4857.0705905937
-6524.941765708,-3846.94744240071,-4862.58260947627
-6532.89903713931,-3851.25397421157,-4868.12030683965
-6540.27314175547,-3855.53383825162,-4873.20192396933
-6547.08282276002,-3860.26157074085,-4878.62963430421
-6554.47500576944,-3864.8602064967,-4884.19691182943
-6562.25725317728,-3869.20839963242,-4890.01440950863
-6570.43909322632,-3873.74308839597,-4895.77593141406
-6578.93107973385,-3878.26864925834,-4901.2476824735
-6586.53904751508,-3882.95051193506,-4907.47323483978
-6594.26567478585,-3887.85181209858,-4913.11637687686
-6602.37664770104,-3892.8551500039,-4918.47064934661
-6611.02102941225,-3897.65453697325,-4924.28372563451
-6619.05604504337,-3902.54640681335,-4930.07683656688
-6627.52069129892,-3907.33577798098,-4935.79457338554
-6635.62745901524,-3911.82245396194,-4941.12102147193
-6643.71663289396,-3916.4293424612,-4947.60296516177
-6650.85571715488,-3921.17614471865,-4953.81118978478
-6658.67443368461,-3925.7796092407,-4959.60366373701
-6666.47574159805,-3930.19582276831,-4964.93866557075
-6673.59404238065,-3934.58698687347,-4970.64018951274
-6681.75323207899,-3938.90012339274,-4976.40332768475
-6689.00803137876,-3943.15643028818,-4981.93713143706
-6696.22139801319,-3947.13753644615,-4987.59874566345
-6703.94464292328,-3951.48333984165,-4993.01144247235
-6711.03511526811,-3955.62838685425,-4998.60843160956
-6718.1727814988,-3959.97982307899,-5003.91779256608
-6725.39163457219,-3964.17247566494,-5009.29251541395
-6732.58125774423,-3968.55290747548,-5015.0134436996
-6740.48133819397,-3972.90246482463,-5020.43108026997
-6747.34897149553,-3976.90244177711,-5026.15937107837
-6754.83390557952,-3981.03572350991,-5032.12414013939
-6762.20532295195,-3985.15707614705,-5037.58580789958
-6770.04048420075,-3989.68916557191,-5042.52446234401
-6777.45753610594,-3994.01721297261,-5048.13472732774
-6785.03885385935,-3998.59826797367,-5053.33160284171
-6792.73001690499,-4003.09806472014,-5059.1249209202
-6800.25392071662,-4007.5225767695,-5064.6942231356
-6808.30994077534,-4011.96944722282,-5069.81833058711
-6815.78819647376,-4016.74709051948,-5075.59792992985
-6823.53021416302,-4021.48036993344,-5081.71523902351
-6831.51849178098,-4026.29214317681,-5087.77663605322
-6838.91418395141,-4031.16705832365,-5093.53892607924
-6846.66995412443,-4036.07870090922,-5099.96774592957
-6854.98029355814,-4041.11002354272,-5106.35279069723
-6862.60370884613,-4046.13471354498,-5112.2628079668
-6870.61469011395,-4051.07954118035,-5118.2341936673
-6878.92876857911,-4055.65338176875,-5125.00567175276
-6887.55734671038,-4060.13459434376,-5131.44535536026
-6895.73426746495,-4064.66901424731,-5137.93027162668
-6903.32637685478,-4069.60355321079,-5143.91877798771
-6910.9501283299,-4074.18582389635,-5149.69157674378
-6918.64703787645,-4078.72512711319,-5155.47613557636
-6925.77266320134,-4083.1550807848,-5161.36698244928
-6933.62104610221,-4087.34843972278,-5166.83228563019
-6941.11592662095,-4091.28484658169,-5172.30489813407
-6948.54652273969,-4095.3455087183,-5177.37676110767
-6956.04435647188,-4099.38660875328,-5182.35252188922
-6963.49116986393,-4103.70915868047,-5188.00274292544
-6971.06243500406,-4107.95350245461,-5193.69384907804
-6978.20822819283,-4112.10808180452,-5199.54530301605
-6985.44705017318,-4116.27628161123,-5205.4446611648
-6992.7594429036,-4120.42062747899,-5210.85527440924
-7000.26798341466,-4124.84884378427,-5216.29989471562
-7007.39117929167,-4129.13354580324,-5222.34241357298
-7014.73166015708,-4133.46060365724,-5228.03365194872
-7021.95370915084,-4137.60021051908,-5233.55316207201
-7028.98626214637,-4141.97135179689,-5239.40694577182
-7035.97418848099,-4146.57353021602,-5245.3052345102
-7043.62476099618,-4151.13332166389,-5251.26884428366
-7051.97351372014,-4155.94458508108,-5257.30725403883
-7060.13372097009,-4160.65180391476,-5263.09329823696
-7068.16959917552,-4165.30384242968,-5269.11925450872
-7076.58677871404,-4169.9147519086,-5275.21677989494
-7084.83468826461,-4174.58249370478,-5281.09246189271
-7092.94538762004,-4179.44551912636,-5286.59078987297
-7101.02546953681,-4184.30701153698,-5292.05245541033
-7108.9154586724,-4189.12727857485,-5297.60195174278
-7116.87733207508,-4193.92753915473,-5303.63939336401
-7124.76119195092,-4198.43476287571,-5310.0843232603
-7132.31024765789,-4202.95907716029,-5316.11084068191
-7139.9298664625,-4207.59280116244,-5322.29602539731
-7147.49195275122,-4212.24611752313,-5327.95996423791
-7155.41322456171,-4216.92490400048,-5333.85915566892
-7163.58767791792,-4221.25828972198,-5339.59944077127
-7171.17560152471,-4225.52439766708,-5345.33722021504
-7178.52988657292,-4229.8723273382,-5351.18232931492
-7186.46730843043,-4233.94668881814,-5356.35766954355
-7194.32491632683,-4238.12933096462,-5361.55805303837
-7201.96959548644,-4242.17496918762,-5366.7808717364
-7209.20922623146,-4246.33941362989,-5372.37350587814
-7216.41306814622,-4250.6310252362,-5378.0145785042
-7224.25447938494,-4254.84519880587,-5383.78941648529
-7231.27431897776,-4259.10349322166,-5389.59024970916
-7238.7600818577,-4263.62539642367,-5395.33138505339
-7246.55420935101,-4267.90763444303,-5401.03195279042
-7254.2514940655,-4272.22333482532,-5406.64699019728
-7261.71416288918,-4276.53298151469,-5412.07487443163
-7268.67533866263,-4280.91021554597,-5417.49041815713
-7276.41604628536,-4285.38961507122,-5423.18801156503
-7283.62562127288,-4289.63974653271,-5428.94981849754
-7291.07364444471,-4294.15304332524,-5434.37629614868
-7298.50830321252,-4298.76750763646,-5440.4101100831
-7306.7360304634,-4303.3255277757,-5446.61137678779
-7314.78882153776,-4308.04229671869,-5452.71121153008
-7322.43726793311,-4312.66677204182,-5458.55997469412
-7330.59604742243,-4317.42290194465,-5464.59217440758
-7338.63191686921,-4322.38519709877,-5470.55138003672
-7346.70719547264,-4327.05690735164,-5475.97931399847
-7354.85241644269,-4331.83204852822,-5482.03437125759
-7362.66931622199,-4336.62014791954,-5488.09724412451
-7371.11470956551,-4341.25768745941,-5494.192966965
-7379.36270455528,-4345.73819505037,-5500.13232331011
-7387.41166073053,-4350.41744238247,-5505.8830294783
-7395.20554808929,-4355.31273653281,-5512.18291288904
-7403.58308747719,-4360.03139565339,-5518.41036003374
-7411.08210371399,-4364.59355252502,-5524.39336107547
-7418.88963480178,-4369.2473790367,-5530.17147030879
-7427.32492771668,-4373.47833639259,-5535.78052725226
-7435.48036583757,-4377.76627464033,-5541.0612942485
-7443.2716651132,-4382.08175922397,-5546.69395619415
-7451.09448357894,-4386.45642183722,-5552.55489386003
-7458.20035803421,-4390.84801747496,-5558.37207033153
-7465.49266076287,-4395.12211760882,-5564.24786756568
-7472.62006137149,-4399.31025740147,-5570.09391187022
-7479.79614065291,-4403.68720715133,-5575.67977039486
-7487.02801162378,-4407.94070021042,-5581.20602653086
-7495.25748918768,-4412.43117447333,-5586.86245277417
-7503.14997153703,-4416.91552507755,-5592.60939305265
-7510.51380860463,-4421.21627917737,-5598.14237907268
-7518.19637779443,-4425.79779818169,-5603.44408370386
-7525.44476933427,-4430.30819178075,-5609.22212740364
-7532.65004251588,-4434.69010904521,-5614.61669059355
-7540.30159248186,-4439.49121115735,-5620.05244497775
-7547.90123997077,-4444.06146087328,-5625.70791966037
-7555.44921127006,-4448.87096488656,-5631.56112791829
-7563.00963949551,-4453.62502542928,-5637.42109477034
-7570.77243061963,-4458.39005141283,-5643.56285856096
-7578.39607979696,-4463.13116997148,-5649.55446464821
-7585.82749365556,-4467.98906064581,-5655.70914566083
-7593.63454295063,-4472.84420899132,-5661.3861930032
-7601.48166723207,-4477.65302824711,-5667.29161305671
-7609.56147056062,-4482.39751576868,-5673.19889764159
-7617.39540986899,-4487.02505628852,-5678.53117942769
-7625.46222920594,-4491.68313670462,-5683.93383279977
-7633.82062353099,-4496.52435569053,-5689.57118862711
-7641.79511936761,-4501.33297336454,-5695.33748461043
