Achiever,Killer,Explorer,Socializer
-3513.36334195593,-2078.97987264536,-2630.43249506239,-1781.23880263366
-3522.98584249803,-2084.52463911842,-2637.60268666511,-1785.92744688678
-3526.22609004669,-2086.27105133233,-2640.02214001004,-1787.52784376568
-3530.87373455982,-2089.00730255028,-2643.60701321365,-1789.82505122744
-3538.08827270754,-2092.9335017643,-2648.81000177819,-1793.49713062885
-3546.26864187422,-2097.99256575729,-2655.0617842659,-1797.76536922507
-3555.0750159904,-2103.37686258325,-2661.63973033767,-1802.12835587325
-3564.26700788924,-2108.96236255341,-2668.58703785823,-1806.81438776127
-3573.95237399597,-2114.68393834124,-2675.72585075924,-1811.5228382867
-3576.86081495912,-2116.64216099971,-2677.97373918712,-1813.12947229888
-3581.55791175701,-2119.47413378848,-2681.54593211707,-1815.62773669208
-3588.62157594531,-2123.53869601766,-2686.86848129787,-1819.33016042228
-3597.14838329569,-2128.60128642128,-2693.11529423033,-1823.63820746507
-3606.29062172971,-2134.26167409563,-2700.06959192767,-1828.04256589898
-3615.54737884827,-2139.93558116753,-2707.18568169472,-1832.75742880288
-3625.43608099482,-2145.42875863151,-2714.57132242292,-1837.64895459299
-3634.08512287302,-2150.1548749712,-2720.76088706417,-1841.92025816539
-3642.81192726791,-2155.29091822749,-2727.2387466722,-1846.12612123365
-3651.88529333794,-2160.58290314944,-2734.03417964689,-1850.43589225432
-3661.27838173147,-2166.04681962924,-2741.06581225553,-1855.13522866172
-3670.63042564795,-2171.60281108954,-2748.11948261628,-1859.93754347955
-3680.1674626752,-2177.16544064731,-2755.18812645536,-1864.77930713641
-3689.41872163085,-2182.9076880826,-2762.26361005472,-1869.63965468029
-3698.55916782051,-2188.11398365767,-2769.18823529386,-1874.36556171706
-3707.20679495019,-2193.53994745247,-2776.01541376545,-1879.10593976373
-3716.57757407989,-2198.95389304612,-2783.08787738092,-1883.69730853029
-3726.06895568318,-2204.41713360825,-2790.10308739837,-1888.41176062202
-3735.61383969777,-2209.74683048164,-2797.13215607198,-1893.27487344669
-3744.69494641934,-2215.08561619398,-2804.18670635736,-1898.12536465813
-3754.12503255703,-2220.8193451925,-2811.23853108627,-1902.94819730231
-3763.96923212861,-2226.49670928356,-2818.31967421244,-1907.5223756465
-3773.33539907782,-2232.0113361148,-2825.3649341957,-1912.2303302023
-3781.94278487978,-2237.45927814757,-2832.41788977999,-1917.16297235514
-3791.30422273191,-2242.81975068125,-2839.51298124119,-1921.77355058648
-3800.63603497551,-2248.37388098213,-2846.61012236316,-1926.49001914181
-3809.95022926064,-2253.90090756016,-2853.43536687089,-1931.27467778903
-3819.37991051409,-2259.39812580652,-2860.3712762337,-1935.91371069405
-3828.62929583751,-2265.06436170556,-2867.33183238743,-1940.56963295167
-3837.93309182735,-2270.40298538257,-2874.2714159172,-1945.07309162862
-3847.45818634935,-2275.70375798874,-2881.26806387436,-1949.5710449867
-3856.55273086257,-2280.92309132839,-2888.16582438889,-1954.15029845325
-3866.02220635346,-2286.48712591738,-2894.97053973745,-1958.93205680839
-3875.14279923811,-2292.09796937384,-2901.78054618717,-1963.71280423922
-3884.23456647384,-2297.84616739618,-2908.75696191045,-1968.47388215862
-3893.37023073926,-2303.26641272523,-2915.6474172739,-1973.04315808052
-3902.48745765147,-2308.64267497637,-2922.51680181534,-1977.7553693745
-3911.36478985018,-2314.03099845591,-2929.53698754664,-1982.40186163414
-3920.25534869371,-2319.69409263535,-2936.54914939038,-1987.06896243257
-3929.42744150235,-2325.1865789333,-2943.41644286334,-1991.88951976524
-3938.81484020099,-2330.79529686035,-2950.36256835709,-1996.52260361446
-3948.34045071245,-2336.49261727408,-2957.46643375163,-2001.55726455594
-3957.70847890411,-2342.06554109083,-2964.5096329847,-2006.42955413277
-3967.02328940725,-2347.54802730885,-2971.59468352516,-2011.27748685177
-3976.15832878914,-2353.07554082564,-2978.47595924059,-2015.95740341815
-3985.24535217577,-2358.48694657917,-2985.71046535484,-2020.42406918625
-3994.60894249283,-2363.97754753894,-2992.73310871835,-2025.18925840735
-4003.98526501066,-2369.70996401355,-2999.5649075238,-2029.9843397563
-4013.5246598836,-2375.50420918895,-3006.5843850054,-2034.8402630151
-4022.74271196627,-2380.90654572985,-3013.65998340403,-2039.6074245816
-4031.97744482218,-2386.58701300844,-3020.75329807901,-2044.44765257733
-4041.28951901527,-2392.00999324888,-3027.72672276517,-2049.10652177105
-4050.30350263151,-2397.32823503839,-3034.6295441486,-2053.74363898214
-4059.45883944671,-2403.00240172429,-3041.65228490191,-2058.42410677178
-4068.96248396767,-2408.58555194538,-3048.48554671845,-2063.20330120512
-4078.62447534586,-2414.26216615108,-3055.33840596122,-2068.11701239297
-4088.15220333908,-2419.96747369695,-3062.05988257361,-2073.13630226247
-4097.4248877887,-2425.36181356896,-3069.06968422077,-2078.01931945137
-4106.92757918908,-2430.70508937073,-3075.99707966169,-2082.69853521488
-4116.09194759163,-2436.0309944783,-3082.71937028323,-2087.22305581629
-4125.37684319894,-2441.49420274142,-3089.63077052909,-2091.83319454742
-4134.67237845613,-2446.81810663831,-3096.59404937961,-2096.55586850248
-4143.94346352675,-2452.16234697192,-3103.54669115953,-2101.21154653127
-4153.15140208748,-2457.65011415021,-3110.40078902974,-2105.65885761905
-4162.50057703564,-2463.39068125468,-3117.14539175997,-2110.25869440826
-4172.04416268985,-2469.08639347068,-3124.06831130289,-2114.87941302237
-4181.56527198808,-2474.56372417723,-3131.14242601396,-2119.45378793061
-4190.96721267553,-2480.12677160889,-3137.93270043633,-2124.33300912619
-4200.19097769781,-2485.50279998484,-3144.76882702982,-2129.07028821726
-4209.47020732383,-2490.96182771722,-3151.65530609963,-2133.8461419105
-4218.74576165261,-2496.56204255776,-3158.57873044695,-2138.71867250292
-4227.99154414778,-2502.26741019721,-3165.57550422512,-2143.38176274982
-4237.5562076185,-2507.85478491521,-3172.58077573758,-2147.99053631074
-4246.93810323438,-2513.38764823021,-3179.58823931917,-2152.87049124068
-4256.62316056936,-2519.0045000236,-3186.65642237924,-2157.73044982543
-4266.01021519425,-2524.61094461354,-3193.63396549899,-2162.51979291226
-4275.51792452619,-2530.4154520951,-3200.56689930526,-2167.21647011227
-4285.03353808488,-2535.92779926508,-3207.62321180572,-2171.90269790699
-4294.60932903952,-2541.37204978223,-3214.5110418368,-2176.43996764573
-4304.29115739894,-2546.95797694703,-3221.59365475592,-2181.14212252881
-4313.67729333512,-2552.61405772731,-3228.62681858954,-2185.76183879408
-4323.21637726712,-2558.16230345933,-3235.74413876987,-2190.4409061498
-4332.29640145703,-2563.81146396502,-3242.90013838686,-2195.213637994
-4341.66242803508,-2569.46069997575,-3249.90665766026,-2200.07344398309
-4350.92491111174,-2575.09180691893,-3256.88233006476,-2204.82248813767
-4360.09401469074,-2580.83545728206,-3264.08650210401,-2209.66151001704
-4369.48882802877,-2586.50654123155,-3271.12637133521,-2214.48032328761
-4378.82074588076,-2591.98282428123,-3278.26717279992,-2219.04642337929
-4388.24098514803,-2597.58783674474,-3285.29061491589,-2223.82911947476
-4397.68501799375,-2603.07856590357,-3292.24597852024,-2228.46751546314
-4406.74124256396,-2608.62538888173,-3299.34379702495,-2233.07258476309
-4416.2206170555,-2614.065973347,-3306.5303232977,-2237.75855864525
-4425.48894158315,-2619.40445525539,-3313.43680989368,-2242.38189268397
-4434.7989536673,-2624.91531322066,-3320.45963143539,-2247.19622682839
-4443.81458326022,-2630.36031308624,-3327.41930005379,-2251.90238045352
-4452.97200423181,-2636.05254399632,-3334.29915147809,-2256.60697703701
-4462.51143503671,-2641.60229586829,-3341.32778627483,-2261.32259920883
-4471.63365322469,-2647.27216546445,-3348.28731986481,-2266.20299352242
-4480.88319271615,-2652.77440050546,-3355.28882432912,-2271.07595860371
-4489.85627723391,-2658.28507199049,-3362.20117254283,-2275.84951739262
-4498.78984824697,-2663.75719749073,-3369.14769658787,-2280.47625786716
-4508.16129077872,-2669.28926111919,-3376.19422234343,-2285.20579978689
-4517.52724976809,-2674.82240912536,-3383.2085319817,-2290.04844182576
-4527.07365963692,-2680.2234506249,-3390.29821286144,-2294.97545171345
-4536.40544017555,-2685.77925496855,-3397.14630868004,-2299.70753168393
-4545.67689543995,-2691.35259628829,-3404.2476290041,-2304.38189168727
-4555.33265898361,-2696.92500274224,-3411.44191531219,-2309.21103445843
-4565.11122101908,-2702.38800443776,-3418.57402981865,-2314.07613781807
-4574.53543847828,-2708.00553940867,-3425.64283446107,-2318.9960975244
-4584.10229673137,-2713.73391497912,-3432.83117914745,-2323.86098879024
-4594.04207712758,-2719.42515761486,-3439.96869694958,-2328.54281422381
-4603.20285681669,-2725.18716515897,-3447.0562300244,-2333.34081223975
-4612.31815162877,-2730.67058478581,-3454.16057048509,-2338.07219991373
-4621.93307862366,-2736.1895205175,-3461.32294358797,-2342.90029876814
-4631.3657183276,-2741.70121305741,-3468.51859753281,-2347.85158308492
-4640.46145814287,-2747.19368537204,-3475.82318479307,-2352.64452381279
-4649.72827378506,-2752.43086883748,-3482.82444784582,-2357.6167569612
-4659.35747955238,-2758.01892541996,-3489.75571524497,-2362.59618566081
-4668.903092417,-2763.72174435718,-3496.63340498132,-2367.35310953526
-4678.20711693942,-2769.49466529778,-3503.39478174576,-2372.13198769004
-4687.56974034943,-2774.97768892865,-3510.33009198648,-2376.78361310904
-4696.55926059034,-2780.59302545086,-3517.35908672531,-2381.55363980615
-4705.69423520008,-2786.10927946625,-3524.30366383131,-2386.22801496143
-4715.15409196752,-2791.73776508993,-3531.24460155272,-2391.00217903597
-4724.73550099608,-2797.21288683926,-3538.2830182412,-2395.86428398731
-4734.06427279026,-2802.86290959684,-3545.23022207208,-2400.76483433191
-4743.16485588042,-2808.59974934906,-3552.20909457426,-2405.59349473953
-4752.43568715194,-2814.01850114752,-3559.31564033867,-2410.21615862454
-4762.08403122643,-2819.36366448406,-3566.17210099944,-2414.79207220946
-4771.3471658565,-2824.74363482641,-3573.23624326017,-2419.26835172161
-4780.67551329284,-2830.34921881237,-3580.22959680384,-2424.10840897208
-4790.06312617564,-2835.94844194071,-3587.0740554123,-2428.75834229221
-4799.18815042343,-2841.58006854953,-3594.19806582632,-2433.55279166042
-4808.4543194041,-2847.20131448872,-3601.05065719823,-2438.31178148625
-4818.02356045668,-2852.72970148655,-3607.99509101134,-2443.10725254685
-4827.64111756744,-2858.36862784374,-3615.00333331492,-2447.76706163366
-4836.94865604608,-2863.82908304226,-3622.27788780142,-2452.47294585328
-4846.75587611211,-2869.27533050205,-3629.24245265033,-2457.23803904821
-4856.34829485636,-2874.63779275072,-3636.23030331917,-2461.7538246062
-4865.85817523813,-2880.01068682817,-3643.29584932884,-2466.60320293479
-4875.37299922248,-2885.38756545824,-3650.38404317121,-2471.38900326136
-4884.72966188001,-2890.71624455808,-3657.65069869478,-2476.09202564655
-4893.91276534122,-2896.31311056971,-3664.88752638373,-2480.97364014602
-4903.2052256082,-2901.86040851833,-3672.058540899,-2485.71210047435
-4912.67526744975,-2907.42935608582,-3679.06038542329,-2490.41607266673
-4922.16937596514,-2913.10169033161,-3686.18837224814,-2495.10696656323
-4931.463721327,-2918.50783015598,-3693.26583701405,-2499.80921794716
-4941.0932095253,-2923.84514090844,-3700.42679323788,-2504.54235697981
-4950.67579257674,-2929.20584164988,-3707.69018390883,-2509.4378122161
-4959.7333599375,-2934.80471482666,-3714.6946206512,-2514.33134744728
-4968.78775695674,-2940.42413537045,-3721.87061573656,-2519.20722221167
-4978.21338635379,-2945.97980588661,-3728.78844381936,-2524.06305692812
-4987.39972816194,-2951.56422452033,-3735.89531139208,-2528.92113511426
-4996.88044594904,-2957.10212862074,-3743.100240468,-2533.76780099432
-5006.33502644122,-2962.74250718201,-3750.19919427576,-2538.44016635069
-5015.86455237684,-2968.38057426768,-3757.25865878375,-2543.09342140894
-5025.26384408156,-2974.08993435648,-3764.25992245431,-2547.82212084296
-5034.40285806041,-2979.6704924677,-3771.03811219848,-2552.70492245665
-5043.80409184349,-2985.42940457198,-3778.03972786203,-2557.56126638184
-5053.15593097532,-2991.1189465655,-3785.02673685204,-2562.03265118193
-5062.60520561785,-2996.91734103022,-3791.93351962949,-2566.69870095932
-5072.55428854158,-3002.31699675947,-3798.89045632276,-2571.5544814065
-5082.1139436379,-3007.56128139114,-3805.76366327602,-2576.63143809768
-5091.31532256576,-3012.94860983439,-3812.83129822806,-2581.34987569041
-5100.59835596678,-3018.56024944255,-3819.81829087161,-2586.04553498047
-5110.16891613667,-3024.1046125458,-3826.74215573185,-2590.75732726233
-5119.40910360507,-3029.57930239336,-3833.82733531738,-2595.40782609657
-5128.8199653023,-3035.08058210501,-3840.65009328039,-2600.07130771594
-5138.13453427677,-3040.64435593467,-3847.67323080329,-2604.91379462648
-5147.51631804602,-3046.14409921062,-3854.78234378858,-2609.74711268255
-5156.74543661866,-3051.85353577167,-3861.62150142081,-2614.57400447263
-5165.94328507251,-3057.49014617299,-3868.5601815086,-2619.41750001296
-5175.67242545921,-3063.25786556712,-3875.38703548861,-2624.08125821812
-5185.17220473414,-3068.99025315915,-3882.34633074587,-2628.94937126927
-5194.85070826222,-3074.79845980846,-3889.54158436576,-2633.70234974719
-5204.23983493266,-3080.49428063324,-3896.50328818405,-2638.44190290938
-5213.77136060629,-3085.8774001778,-3903.54556452484,-2643.23302640851
-5223.29671659853,-3091.43531633649,-3910.36747811325,-2647.98126522286
-5232.74629078519,-3096.94215095913,-3917.47200687046,-2652.75954438614
-5242.19039952391,-3102.66597162422,-3924.56774357445,-2657.58446925877
-5251.29384832971,-3108.22081152928,-3931.412482735,-2662.45219250798
-5260.6791220902,-3113.82222980096,-3938.3088568477,-2667.24856106389
-5270.11989780282,-3119.32881723555,-3945.31209622964,-2672.21890263128
-5279.70876275334,-3124.84406325213,-3952.41474264325,-2677.02276520263
-5289.32807660748,-3130.49957571848,-3959.50971193359,-2681.94565576404
-5299.07844156315,-3136.37461173991,-3966.69996803318,-2686.90331572149
-5308.59622480852,-3141.93905966953,-3973.62210931097,-2691.72888835715
-5318.11438412815,-3147.60240688609,-3980.70592776383,-2696.70258366216
-5327.50392299276,-3153.35807356476,-3987.79042630846,-2701.41224642781
-5336.92165491453,-3158.95898862194,-3995.0024537131,-2706.38667541269
-5346.35873026019,-3164.69330302501,-4002.10295965723,-2711.32788516638
-5356.04283138653,-3170.21667608571,-4009.10556031173,-2716.15914751276
-5365.42432851912,-3175.96481221151,-4016.16406330789,-2721.00490988927
-5374.90843601816,-3181.73683193982,-4023.20660784082,-2725.79759654083
-5384.42903661725,-3187.51847447623,-4030.38548768853,-2730.5257513993
-5394.18968630971,-3193.16062508976,-4037.47403429355,-2735.29556865508
-5403.45233234671,-3198.90007090421,-4044.4250769129,-2740.00830584736
-5413.0069675893,-3204.66412920864,-4051.30070244044,-2744.59079078939
-5422.6604303662,-3210.28636167867,-4058.34559196523,-2749.25247841508
-5432.05790643792,-3215.8417637982,-4065.19401966411,-2753.98933822967
-5441.42861291573,-3221.44888156559,-4072.53294300059,-2758.74824541191
-5450.96965952045,-3227.24754383562,-4079.57229111169,-2763.52703810467
-5460.48861102982,-3232.8404038651,-4086.63485802468,-2768.17607466466
-5469.82421451867,-3238.52144702313,-4093.70599446548,-2772.98400545888
-5479.69120763142,-3244.33452932673,-4100.54426907588,-2777.59089681408
-5489.0585813133,-3250.13123811314,-4107.3992139116,-2782.37229577805
-5498.48232713829,-3255.51831761735,-4114.27980696135,-2787.10747102608
-5508.02134346346,-3260.85011601051,-4121.52796184606,-2792.00359778864
-5517.30537252354,-3266.12301081043,-4128.71160500972,-2796.86509598051
-5526.91534846307,-3271.70685209373,-4135.89674060218,-2801.62234481308
-5536.59469117057,-3277.13067466138,-4143.02698645737,-2806.41587674951
-5545.95178081964,-3282.85094080775,-4150.37674686972,-2811.08823016852
-5555.29607233949,-3288.56143994419,-4157.58154066671,-2815.86424186037
-5564.86248060774,-3293.91329177098,-4164.88448135472,-2820.74165407088
-5574.33511536958,-3299.34365748914,-4172.20255738287,-2825.51651584655
-5584.08250287131,-3305.07457185664,-4179.27168326527,-2830.26220594678
-5593.96886041944,-3310.6222905757,-4186.40734253194,-2835.06452695713
-5603.66108854807,-3316.11239051671,-4193.5052011902,-2839.8080293692
-5613.55678572734,-3321.68875154054,-4200.59804009835,-2844.53075032688
-5622.97141985305,-3327.18768826052,-4207.47891770716,-2849.24402637093
-5632.60680358263,-3332.8647224516,-4214.56132781877,-2854.08782572944
-5642.21915478822,-3338.24141249512,-4221.66571970702,-2858.87905521021
-5651.49520665715,-3343.89942993963,-4228.6402114753,-2863.75438451596
-5660.82968216005,-3349.38864145804,-4235.82041378111,-2868.49824482556
-5670.38447683254,-3355.00554641169,-4242.73651372297,-2873.1201081053
-5679.66121598396,-3360.74999634177,-4249.68453651503,-2877.78322568162
-5689.10454539658,-3366.35722439801,-4256.66544465217,-2882.57520379054
-5698.49927230855,-3371.89119183104,-4263.63506645212,-2887.28961873791
-5707.91403881114,-3377.49290255166,-4270.57532415495,-2892.03978579344
-5717.38143652809,-3382.96451737293,-4277.46278405648,-2896.86416813428
-5727.19442480069,-3388.33568587405,-4284.49859313684,-2901.55059964482
-5736.79487851053,-3394.01975735915,-4291.30254754607,-2906.4018154826
-5746.44952650145,-3399.37379875827,-4298.31710840425,-2911.28915864929
-5755.79791304785,-3405.04431773836,-4305.35128017365,-2915.93961791347
-5765.03981436863,-3410.61284053186,-4312.50873228177,-2920.67292751734
-5774.73879205824,-3416.30172404291,-4319.58541838974,-2925.58280635884
-5784.38002530664,-3422.04919577394,-4326.46756233989,-2930.36292959267
-5794.06480214025,-3427.50047366736,-4333.42878761598,-2935.13666726993
-5803.3451951264,-3433.01725550873,-4340.42429669545,-2940.02451889591
-5813.01017100815,-3438.55756556876,-4347.43136567592,-2944.93255693512
-5822.92091800352,-3443.89313035659,-4354.25941975927,-2949.8678972649
-5832.25419109492,-3449.12969159373,-4361.40756092402,-2954.82728770936
-5841.75367437246,-3454.90590676104,-4368.65144534475,-2959.78217888138
-5851.38572543359,-3460.54879056372,-4375.70962441933,-2964.58697166666
-5860.8381241458,-3466.10545689163,-4382.66508785767,-2969.34979883467
-5870.4154259097,-3471.76396034328,-4389.85474354322,-2974.17767620113
-5879.58001886247,-3477.33805984775,-4397.02345642746,-2978.92777019403
-5889.18181571444,-3482.89510692714,-4404.0094588298,-2983.63145486859
-5898.71297070962,-3488.51999639008,-4410.82332779883,-2988.34573198048
-5908.30308697351,-3494.12936499765,-4417.86286590925,-2993.05628375024
-5917.63772693558,-3499.83197146142,-4424.83744679324,-2998.00578666726
-5927.26887128968,-3505.79640561343,-4431.87420651117,-3002.67971181243
-5936.6627668038,-3511.48897436386,-4439.06609274383,-3007.46073006991
-5945.96208064134,-3517.16086213762,-4446.13736211043,-3012.38779371918
-5955.5429367776,-3522.85519877707,-4453.13387387749,-3017.25592897259
-5965.06063238906,-3528.45136562235,-4460.01763541775,-3022.0962211126
-5974.46500097689,-3534.17964922642,-4467.10211475143,-3026.99076827901
-5983.79552401688,-3539.76126541977,-4474.25185013254,-3031.76738589914
-5993.38706700655,-3545.30340051527,-4481.36768647434,-3036.54553743218
-6003.02439170193,-3550.97864207434,-4488.54814209459,-3041.28434952721
-6012.46272515994,-3556.63435017801,-4495.62399092511,-3045.94069264673
-6021.87073494247,-3562.01022481899,-4502.89622231708,-3050.80197159725
-6031.41323011899,-3567.28850652688,-4509.82007411885,-3055.63772182979
-6041.13753901083,-3572.62983543861,-4516.82433713431,-3060.40380841527
-6050.93310876955,-3578.37520149297,-4523.88963549825,-3065.07638152978
-6060.51835303065,-3583.83062378258,-4530.75683248386,-3069.85660251823
-6069.9142754615,-3589.32601374282,-4537.6660887319,-3074.69338679249
-6079.21073061111,-3594.69164208345,-4544.79820675857,-3079.6557911629
-6088.85949615748,-3600.46178656749,-4552.12791581575,-3084.46224358233
-6097.99368518471,-3606.03040594647,-4559.15530271055,-3089.24244543617
-6107.34257236923,-3611.46250108674,-4566.30965454184,-3093.99788032531
-6116.59626149074,-3616.84484419242,-4573.24370350693,-3098.95925184031
-6126.03387919458,-3622.44042871529,-4580.35608530716,-3103.78206918527
-6135.5724408949,-3628.18386584985,-4587.29155834194,-3108.47908841241
-6145.07597718323,-3633.78415529717,-4594.31312480463,-3113.41487460624
-6154.69114129927,-3639.33714527655,-4601.33615231576,-3118.26758233101
-6164.3232552449,-3644.97144853829,-4608.31710632925,-3123.34356575126
-6173.75292739279,-3650.77796456233,-4615.436439725,-3128.16469928796
-6183.0784779534,-3656.44635137838,-4622.44576709887,-3132.93804894628
-6192.01343012129,-3662.2455254048,-4629.34995060388,-3137.75976472216
-6201.12102771175,-3667.9475165714,-4636.43154689262,-3142.71260854719
-6210.5240036445,-3673.53486435516,-4643.52732057371,-3147.71078424863
-6220.29168336978,-3678.95317934575,-4650.48136030511,-3152.56910178183
-6230.14350083125,-3684.75965812401,-4657.48231375637,-3157.68086924239
-6239.64124881288,-3690.56863076518,-4664.4447933402,-3162.41166993858
-6249.24634020134,-3696.1426940054,-4671.32270407584,-3167.25182266374
-6258.83917942975,-3701.90220206312,-4678.40237379316,-3172.32382750992
-6268.42110034984,-3707.44691671797,-4685.56499583716,-3177.22018025364
-6278.27012478609,-3713.2239648276,-4692.7101921516,-3182.22204910352
-6288.16808058873,-3718.88945411213,-4699.77406034708,-3186.91827579002
-6297.64065120327,-3724.71012019271,-4706.8762705522,-3191.79679997724
-6307.38376760682,-3730.56520819761,-4714.09050588876,-3196.64143334186
-6317.19401410742,-3736.29188371179,-4721.13402630086,-3201.52399538411
-6327.0705367652,-3741.92493673416,-4728.3640480099,-3206.10018047049
-6336.64058077467,-3747.51745357281,-4735.35791618024,-3211.08698686159
-6346.1645167385,-3753.14899293462,-4742.5415245054,-3216.07097283644
-6355.4303050614,-3758.65309613288,-4749.51264335529,-3221.12492362054
-6365.12417607442,-3764.20033099502,-4756.71478011343,-3226.11597307583
-6374.28961006103,-3769.9023108484,-4763.85233249118,-3231.01209968093
-6383.7957470103,-3775.7393811193,-4771.12973268313,-3235.88696586455
-6393.33370225127,-3781.35831925815,-4778.0329689571,-3240.51710569896
-6402.9002714949,-3787.05025376501,-4784.9468684109,-3245.05018575692
-6412.56602976592,-3792.85703746947,-4791.99935055493,-3249.83271729888
-6422.15454989134,-3798.43244139488,-4799.18893179644,-3254.69129091977
-6431.49578409619,-3804.13307853052,-4806.41872089999,-3259.53475837991
-6440.94134869065,-3809.71320329233,-4813.57678132037,-3264.35624683359
-6450.71447314603,-3815.54256879178,-4820.62603381431,-3269.38513777721
-6460.38926177017,-3821.37988872038,-4827.8435216126,-3274.22570273317
-6469.77386434512,-3826.96450404659,-4835.07643398813,-3279.14103687762
-6478.99187194985,-3832.79312993414,-4842.13349561216,-3283.87277657687
-6488.58315702426,-3838.62963110609,-4849.167329905,-3288.76824475982
-6497.8081578835,-3844.24835689393,-4856.40075581545,-3293.90020418804
-6507.28442913873,-3850.02715116636,-4863.5657459451,-3298.74763140801
-6516.56014980412,-3856.0742152691,-4870.76039236932,-3303.71553719713
-6526.22511724142,-3861.86912702841,-4877.9148040231,-3308.77450160008
-6535.71122811751,-3867.57039510192,-4885.06378369178,-3313.62531688128
-6545.41473272686,-3873.4066585048,-4892.31668452743,-3318.61994333782
-6547.6904415559,-3874.44127176058,-4893.9791658438,-3319.8220794
-6547.56299490763,-3874.20071194706,-4893.78334877561,-3319.55202749383
-6548.23395218196,-3874.90209337624,-4894.44583572782,-3320.07621381197
-6551.00028859085,-3876.75721029844,-4896.33396763924,-3321.43966822113
-6555.82814491825,-3879.6967947983,-4899.60159179162,-3323.95385357359
-6557.53676924444,-3880.80955917945,-4900.61505355716,-3324.80876158122
-6560.74354528567,-3882.73342788064,-4902.92338964301,-3326.6474052485
-6566.08032827397,-3886.02445921838,-4907.528939757,-3329.38657219607
-6573.04990976498,-3890.23449893649,-4912.95476545172,-3333.10076049977
-6581.28799907707,-3894.93157229369,-4919.09274616031,-3337.04173535716
-6590.1264575991,-3900.08744207516,-4925.6969312703,-3341.43375959592
-6599.72018066961,-3905.36021525453,-4932.63123349411,-3345.98366407669
-6603.18845012371,-3906.92556395374,-4934.75666653644,-3347.59367224288
-6608.2426618361,-3910.16755695173,-4938.24154631885,-3350.08946021849
-6614.95845184085,-3914.35435307693,-4943.79031737767,-3353.66569901375
-6623.03886503374,-3919.2846496676,-4950.1162515468,-3357.75204643012
-6631.9582780062,-3924.3892475015,-4956.83780220391,-3362.32661386132
-6641.22124381131,-3929.9705017908,-4963.72349286162,-3367.06343964073
-6650.51169055037,-3935.76599474774,-4970.78196000546,-3371.94927272933
-6654.16081492967,-3937.55306403589,-4972.85632741632,-3373.51860780725
-6658.9920043976,-3940.50477075817,-4976.1730697474,-3375.82185314354
-6666.21057252874,-3944.70270016906,-4981.46972665173,-3379.36546283553
-6674.6493155627,-3949.88236247078,-4987.90242088278,-3383.86041185347
-6683.5088880333,-3955.07283202576,-4994.62037795693,-3388.5529612834
-6692.65660466798,-3960.64183959281,-5001.73602084597,-3393.51149366021
-6701.91271629661,-3966.40341543746,-5008.93871054323,-3398.34824359761
-6705.01071864651,-3968.45516130477,-5011.38949039248,-3400.02849332846
-6709.73347816654,-3971.28983955704,-5015.12335847015,-3402.70496890702
-6717.00928197169,-3975.66642376162,-5020.56488868096,-3406.44376671405
-6725.63763440971,-3980.6007267941,-5026.69555177163,-3410.74123208881
-6734.90035065314,-3986.05978961616,-5033.27605641797,-3415.21816366815
-6744.24647156143,-3991.69415160222,-5040.47030782466,-3419.9436480421
-6753.95617032909,-3997.1402713268,-5047.71935602112,-3424.77468161817
-6757.26743159916,-3998.93793868406,-5050.12980751255,-3426.37300862263
-6761.81779144293,-4001.73067866181,-5053.88573179418,-3428.91499420297
-6769.18922139422,-4006.09013005679,-5059.29067450038,-3432.3962601412
-6777.63807059693,-4011.12494199242,-5065.43213192679,-3436.62004565527
-6786.44113068766,-4016.53043991906,-5072.21871808895,-3441.16859208898
-6795.65255418562,-4022.2994875341,-5079.31480898049,-3445.93245728091
-6805.2079700553,-4027.85272209848,-5086.44276991558,-3450.72385186753
-6808.36577926789,-4029.39616842216,-5088.79790828632,-3452.12539351923
-6813.34622455671,-4032.21703602207,-5092.53591904686,-3454.71487674857
-6820.84337252026,-4036.70961181202,-5097.85830463377,-3458.24738416605
-6829.28353420841,-4041.68318705275,-5104.02788724999,-3462.57036550649
-6838.50250706098,-4047.0777106287,-5110.87011783014,-3467.08902873422
-6847.82186345703,-4052.73434969504,-5118.04961927097,-3471.82123151826
-6857.37678053696,-4058.28184676513,-5125.41819033659,-3476.60150458965
-6860.61871972891,-4060.04484623168,-5127.77888111373,-3478.34380587435
-6865.41955591019,-4063.09607239798,-5131.14029126633,-3480.95697148872
-6872.58857284087,-4067.27831630607,-5136.41334232445,-3484.41789536336
-6880.96126437948,-4072.15115409881,-5142.63965779582,-3488.62199496592
-6890.25401623848,-4077.56920475522,-5149.4636509402,-3493.18574416909
-6899.87334118849,-4082.94452068482,-5156.48658703815,-3497.88655647225
-6909.3552419893,-4088.3970930451,-5163.79634407455,-3502.63496572596
-6917.50358871411,-4093.29339013338,-5169.64529552359,-3506.65335946991
-6925.98264350499,-4098.31341448783,-5175.90410950437,-3510.69476812895
-6934.99487479324,-4103.58370299797,-5182.59638277924,-3515.05944191363
-6944.44785216521,-4109.09452600968,-5189.5098310092,-3519.5835333532
-6953.68157388474,-4114.61998518064,-5196.58585272343,-3524.42399098474
-6962.83894742789,-4120.14220112071,-5203.82005004636,-3529.35989345471
-6972.45480666244,-4126.01773608092,-5211.05723809357,-3534.18123471652
-6981.44411585298,-4131.40759723692,-5217.83946550936,-3538.94416820247
