Achiever,Killer,Explorer,Socializer
-729.504569065356,-434.429746650102,-547.450244476082,-371.057197552622
-738.549753735363,-439.860040775964,-553.899833927331,-375.446056714184
-747.22627461241,-445.316080992833,-560.29250223229,-379.937771851772
-755.792192384964,-450.250345373337,-566.805132463557,-384.19677596337
-764.398369897151,-454.877138630056,-573.18004016202,-388.514833263787
-773.076444030655,-459.82671597537,-579.568296443365,-392.846378912997
-781.353391915227,-464.744198975962,-585.86339212034,-397.11646645784
-789.851491118422,-469.627960671932,-592.020576513793,-401.149623475457
-798.304248470793,-474.460710223605,-598.366630299294,-405.241040105057
-806.572430717311,-479.421351115763,-604.715381315322,-409.523413952925
-815.206950948611,-484.502630072012,-611.216373687399,-413.813805042336
-823.647559767236,-489.781228230382,-617.734453689147,-418.21910905258
-832.206613341724,-494.800737801393,-624.322265594631,-422.526560991982
-840.849292996653,-499.998553758387,-630.938985145433,-427.017914281764
-849.760493487556,-505.411676051947,-637.571232284212,-431.730222634743
-858.796506143381,-510.775578020771,-644.3751823177,-436.261933988673
-868.162660840308,-516.413824553017,-651.302513355727,-441.147203744871
-877.242341492999,-522.064587405689,-658.2972127918,-445.765957597393
-886.900135658532,-527.668954041648,-665.190136625033,-450.495005398123
-896.450690912153,-533.243872606411,-672.180180712546,-455.246222549606
-905.94729564515,-538.919181750496,-679.221063803174,-460.190346794267
-915.708679315942,-544.697627289006,-686.195001955949,-465.173652532303
-925.579114360873,-550.3704987519,-693.419832150925,-470.024019570839
-935.270762540378,-556.251562747966,-700.682640159239,-474.894567007032
-945.18397494123,-562.21612530028,-708.013012318953,-479.972319969877
-955.152481049764,-567.917565140074,-715.468967404498,-484.987101039121
-965.121437624843,-573.763783593224,-722.981628379013,-489.976303376809
-975.341277895535,-579.775770895089,-730.343539949433,-495.148314908366
-985.370653279176,-585.854280873085,-737.706760020161,-500.126540392261
-995.631909206169,-591.862544204839,-745.316715851185,-505.151993761477
-1005.57091789232,-597.480202670375,-752.723208080398,-510.070060143704
-1015.47745722395,-603.206262382311,-760.044046189767,-514.960518308554
-1025.36353285471,-608.797244880615,-767.101920440927,-519.809444444046
-1034.88416677687,-614.250971775849,-774.09271779919,-524.65997540299
-1044.19691232538,-619.764554776535,-780.948212165448,-529.362540506326
-1053.45900701041,-625.011375150546,-787.774810441243,-534.063249591436
-1062.65323976639,-630.220609212335,-794.483591131009,-538.71399148134
-1071.41613100618,-635.161208309539,-800.83713690372,-542.975463685474
-1080.18494970296,-640.095741311784,-807.267815855202,-547.216466052945
-1088.89140254425,-645.144356673591,-813.626472524958,-551.39574055898
-1097.45485360522,-650.173787868305,-820.057784504937,-555.781986028059
-1106.06204711786,-655.153777604303,-826.307760865826,-560.178910965245
-1114.8772536123,-660.31420923884,-832.828210557205,-564.663337205109
-1123.50853906882,-665.573457400659,-839.357970384048,-569.305970276006
-1132.27180590776,-670.536100169217,-845.777300882738,-573.695274387705
-1140.99220997977,-675.520966055663,-852.327371028829,-578.115536802546
-1150.06519571406,-680.736673329013,-858.853222358345,-582.675826523989
-1159.19311501959,-685.962383822246,-865.543514394184,-587.199492436748
-1168.41417872348,-691.21755668349,-872.503787263798,-591.866248300549
-1177.61671199959,-696.741404800121,-879.456236778339,-596.622622031798
-1187.010371629,-702.213445156318,-886.511647740579,-601.396583205069
-1196.39418372809,-707.768701189447,-893.444212903984,-606.049511795425
-1205.86180875833,-713.27369835766,-900.541145642127,-610.724360381281
-1215.48294838912,-718.921121658032,-907.567246144337,-615.624201592024
-1224.88137725301,-724.728715724872,-914.787944146137,-620.170495989009
-1234.33308695131,-730.269389781018,-922.018626343148,-625.133964542839
-1244.00376075897,-736.122346293741,-929.345987334866,-630.036905353848
-1253.94177023579,-741.754989255914,-936.707488939715,-634.914860665577
-1263.68418140281,-747.817325963513,-944.154151623979,-639.836678320491
-1273.48372103294,-753.862567088844,-951.736205762976,-644.811103654298
-1283.297191307,-759.642507149288,-959.35987614424,-649.856331007737
-1293.09507501035,-765.561464880024,-966.665228381314,-654.836543589115
-1303.10675483548,-771.460272864569,-974.082129713896,-659.842329644261
-1312.96618972941,-777.343371342807,-981.505228076883,-664.81166924791
-1322.51463790176,-783.154447735771,-988.678447546292,-669.712509870753
-1332.01171405285,-788.858143276764,-995.573522000237,-674.777999757654
-1341.56895974601,-794.644634005897,-1002.48252957609,-679.852440979174
-1350.97175672868,-800.094155220157,-1009.44802046397,-684.833215024268
-1360.31200723756,-805.351856119501,-1016.45368932442,-689.481775609536
-1369.72063331628,-810.732942430872,-1023.27567364105,-694.1561766743
-1378.72586605203,-815.991497109788,-1030.05990694366,-698.881344846462
-1387.65006923491,-821.244110043812,-1036.48334934883,-703.632621660066
-1396.98001499029,-826.205265036369,-1043.22659268085,-708.083496991867
-1405.92465055601,-831.360281535948,-1049.81861046848,-712.55924838751
-1414.68185301306,-836.486860834947,-1056.56395276645,-717.234770631287
-1423.37230588045,-841.566040597835,-1063.09461440715,-721.704778013589
-1432.33056127841,-846.768697433562,-1069.41016456551,-726.155386571763
-1441.32578372802,-852.116515720274,-1076.04242234028,-730.6040359784
-1450.44453733073,-857.336502306601,-1082.88591266441,-735.031791680232
-1459.7672298694,-862.706146780032,-1089.64080279603,-739.417138416682
-1469.0316767698,-868.104237332138,-1096.38926101274,-743.997589931396
-1478.26134679113,-873.563315858668,-1103.19481411328,-748.673053115516
-1487.46955830284,-879.102515256716,-1110.26825300725,-753.274860129334
-1496.52839742238,-884.421201892499,-1117.31085903736,-758.083363235602
-1505.82998287616,-890.000789771093,-1124.2401630669,-762.960772442009
-1515.26476268169,-895.705874986475,-1131.25292972313,-767.857472162264
-1524.56257845594,-901.421412666728,-1138.31577163832,-772.710794226414
-1533.94664726813,-907.264437799613,-1145.3360121063,-777.439650744913
-1543.6249313507,-913.113037083833,-1152.67036884283,-782.132918564576
-1553.49735180485,-918.845886997628,-1159.79687319324,-786.955396823134
-1563.3791992335,-924.513392597898,-1167.1273985339,-791.816823305643
-1573.20898199822,-930.218082529569,-1174.46996147302,-796.74704398223
-1583.00045844645,-936.00653614602,-1181.9373564358,-801.569757746799
-1592.76808936681,-942.034099014291,-1189.28777114399,-806.611948978939
-1602.29867235199,-948.053152668613,-1196.57322224657,-811.558035941126
-1612.36272080838,-953.834942935875,-1203.93332786199,-816.5799767479
-1622.07505107481,-959.526216821577,-1211.23681583089,-821.563233384195
-1632.05451720454,-965.264007182734,-1218.51606764827,-826.417388468147
-1642.1314304084,-970.945151085458,-1225.79271837757,-831.406333737024
-1651.89370149278,-976.658384418971,-1232.98800697794,-836.29046423414
-1661.38229966745,-981.960215625506,-1239.98678114327,-841.256304102553
-1670.99522471608,-987.347132057745,-1246.95560143682,-846.132747620963
-1680.3193772796,-992.690304499999,-1253.8523139331,-850.901163228148
-1689.99607944892,-997.805643740259,-1260.74231392555,-855.731934328642
-1699.3678289369,-1003.12427078789,-1267.55361857658,-860.424227420805
-1708.49097462837,-1008.31035852259,-1274.44633046653,-865.23574347001
-1717.65355488839,-1013.56371306122,-1281.30306603104,-869.769462085304
-1726.82910957688,-1018.8051240948,-1288.14281050028,-874.385079141479
-1735.86172219118,-1024.04968702629,-1294.96776757951,-879.075765406309
-1744.97184748147,-1029.57438605393,-1301.9160348878,-883.791669476644
-1754.0130962664,-1034.96643715117,-1308.67348711927,-888.459706969678
-1762.98264623545,-1040.23482740946,-1315.46221729383,-892.865451554102
-1771.70966245151,-1045.78748267483,-1322.35603886492,-897.595294783244
-1780.40509020842,-1051.19190455896,-1328.9551231573,-902.28284791324
-1789.35057906374,-1056.50938449779,-1335.67346792685,-906.789204187382
-1798.29245165655,-1061.89269201425,-1342.56460035366,-911.527029209797
-1807.62463523362,-1067.1719330165,-1349.37036858588,-916.373501262426
-1816.7295718967,-1072.52058976662,-1356.27927515327,-921.059264228821
-1826.04068401385,-1078.13311225145,-1363.44122701374,-925.87197514092
-1835.44416437771,-1083.77429656407,-1370.77496317387,-930.709814146936
-1844.94386241898,-1089.33224848282,-1377.8860508638,-935.464756003582
-1854.64431392817,-1095.04531352676,-1385.20896651462,-940.038842455416
-1864.23076890635,-1100.68846675061,-1392.39797261179,-944.775759949279
-1873.88600494449,-1106.53342944918,-1399.60174156704,-949.627051076165
-1883.58945789377,-1112.38337728022,-1406.94533166562,-954.377788010737
-1892.88252249844,-1117.98596838188,-1414.38086858986,-959.330878198145
-1902.13041551534,-1123.52303290208,-1421.6878615043,-964.135113821971
-1911.44061245156,-1129.23735262115,-1428.98203793793,-968.950638652507
-1921.12790625467,-1135.24883088377,-1436.02547514729,-973.65426804052
-1930.87909926317,-1141.11486384378,-1443.35740696171,-978.628264902958
-1940.47977070123,-1146.94792624569,-1450.65784000931,-983.527187640794
-1949.84811312706,-1152.8664818254,-1457.93075124602,-988.312423347108
-1959.39333688662,-1158.68018893029,-1465.18036461048,-993.208759081662
-1968.77060542077,-1164.69464368347,-1472.44719754436,-997.996672733515
-1978.09593918,-1170.21553006811,-1479.58618773788,-1002.86781328744
-1987.35130054323,-1175.75018056418,-1486.51532662117,-1007.68065519729
-1996.40604872893,-1181.14721091483,-1493.43911772164,-1012.25655247099
-2005.6535850166,-1186.37795554109,-1500.34205799248,-1016.9332606005
-2015.07410563269,-1191.84442811306,-1507.1989137983,-1021.57759566823
-2024.45769373469,-1197.33307774918,-1513.92340195306,-1026.05737016921
-2033.7218782893,-1202.56234092813,-1520.79728871552,-1030.73271338593
-2042.89668651895,-1207.97266764917,-1527.67159805524,-1035.46838430675
-2052.22249454801,-1213.18074636813,-1534.36923364395,-1039.90656034516
-2061.40439754717,-1218.48009924496,-1541.22014121912,-1044.62139906588
-2070.91821069518,-1223.79906443602,-1548.01772112187,-1049.38274997876
-2079.97022565848,-1229.0923232986,-1554.86483694395,-1054.13557767617
-2088.99815497165,-1234.49414711158,-1561.73378316384,-1058.77093408566
-2098.09209878772,-1240.09310125763,-1568.87630267023,-1063.36682918057
-2106.93646553397,-1245.6225658692,-1575.7113037065,-1067.78652807149
-2115.75540908508,-1251.15157206148,-1582.74124731022,-1072.33613289045
-2124.99934991164,-1256.5072078939,-1589.86770219162,-1077.1934263864
-2134.63427838891,-1262.15905135475,-1596.8719982872,-1082.1581837972
-2144.20778647609,-1267.75696621522,-1603.98088897436,-1087.00582679981
-2153.70998668053,-1273.56584156402,-1611.08526032518,-1091.71420917848
-2163.2003344829,-1279.37706879222,-1618.27847783944,-1096.41037224394
-2172.77019408719,-1284.99305872357,-1625.47464524989,-1101.2301108325
-2182.07178408917,-1290.7910122727,-1632.61787111205,-1106.05877456978
-2191.72350148737,-1296.72167570962,-1639.85971488195,-1111.06241651961
-2201.37644490001,-1302.58827489435,-1647.0786488647,-1115.8843537937
-2210.87999697495,-1308.54269364659,-1654.42021651575,-1120.85025721394
-2220.58911351768,-1314.40352985287,-1661.65809100329,-1125.86361759361
-2230.38728610177,-1320.23992032503,-1668.95227545668,-1130.88234537024
-2240.0050669102,-1326.24857420965,-1676.23365459939,-1135.96146429219
-2249.56911676506,-1331.90466146941,-1683.33535343304,-1141.10905337199
-2259.11867569892,-1337.80108396012,-1690.55240249415,-1145.93361525378
-2268.85305215648,-1343.62810492209,-1697.7616244352,-1150.78323536144
-2278.28691864671,-1349.38767743815,-1704.9123556845,-1155.80724219573
-2287.55970510222,-1355.07090747557,-1712.18746738848,-1160.93984078409
-2296.86975416061,-1360.65256277286,-1719.13533738897,-1165.61374705002
-2306.35770295721,-1366.02320937075,-1726.25971072069,-1170.50769271683
-2315.46500653269,-1371.70203109402,-1733.30928268324,-1175.3614833717
-2324.92395164187,-1376.96663121006,-1740.23425294662,-1179.83018892441
-2334.4028809357,-1382.31523539289,-1747.01750555006,-1184.25291550071
-2343.81632390709,-1387.61678145038,-1753.85065709452,-1188.8855363026
-2353.14511137934,-1393.01098144499,-1760.56086690934,-1193.4636586
-2362.2367768366,-1398.28168254758,-1767.29484149669,-1198.02633901791
-2371.61829759478,-1403.80825958608,-1774.20921115131,-1202.71004456259
-2380.93716417467,-1409.34904412077,-1781.03346803121,-1207.19613238065
-2390.36499663387,-1414.78829076665,-1787.86610668202,-1211.78992421472
-2399.33975506562,-1420.49931401366,-1794.77421841666,-1216.38074534988
-2408.68903771771,-1426.0148690865,-1801.83329912901,-1220.99341681245
-2418.1440549794,-1431.57502712507,-1808.86515372443,-1225.65222512045
-2427.1886311632,-1436.9966143413,-1815.95445735258,-1230.28985636271
-2436.48094283932,-1442.38959972236,-1822.82161512074,-1234.91735272815
-2445.75059573088,-1447.69468464643,-1829.71136137177,-1239.40922087068
-2454.83962846917,-1453.34249985714,-1836.98848511333,-1243.98556627736
-2464.23423743106,-1458.77416847717,-1844.24516871033,-1248.73124590868
-2473.83699898231,-1464.42961564628,-1851.38227541246,-1253.64083333701
-2483.34242556743,-1470.32089612071,-1858.39677502484,-1258.20820387023
-2492.5857473048,-1476.02285604436,-1865.48795768812,-1262.93156868414
-2502.3713479886,-1481.70083626204,-1872.6209045917,-1267.70652228957
-2512.33851906799,-1487.44916180135,-1879.84022625012,-1272.55855011249
-2521.97387915846,-1493.11196439571,-1887.20201975674,-1277.51023017802
-2531.46162886418,-1498.90115736329,-1894.44776111432,-1282.4059966454
-2540.98552669763,-1504.6779140426,-1901.60671769384,-1287.28733227638
-2550.6282602782,-1510.56779294397,-1908.87554307598,-1292.29683762446
-2560.10190610695,-1516.57849913011,-1916.42337255622,-1297.3728918301
-2569.69844078898,-1522.35548841892,-1923.73564328585,-1302.49084547844
-2579.47954166777,-1528.12851658556,-1931.0209008117,-1307.4871531243
-2589.14785375483,-1533.93771012261,-1938.45007051138,-1312.43364468415
-2598.73015401067,-1539.69168659546,-1945.6665355899,-1317.32820071506
-2608.10569702073,-1545.400343375,-1952.83472933414,-1322.21725571659
-2617.68980248735,-1551.25847292358,-1960.00088538985,-1327.12259567702
-2626.98562397997,-1557.07291623861,-1967.28632508506,-1331.94414835305
-2636.54801695076,-1562.89495934225,-1974.52106697211,-1336.76573144685
-2645.85933727835,-1568.44850728555,-1981.62453017871,-1341.48867406533
-2655.3977747165,-1574.06375097235,-1988.82816246762,-1346.29965518286
-2665.05545686856,-1579.62877374193,-1996.02595785375,-1351.03350480624
-2674.76437069443,-1585.15419162127,-2002.96943550229,-1355.68990719697
-2683.96110832277,-1590.64901590409,-2010.03197726044,-1360.59612971147
-2693.45136535863,-1595.98315702087,-2017.09145125202,-1365.54352522073
-2702.59193615974,-1601.5092165579,-2024.06030075969,-1370.29202195703
-2711.80127257338,-1606.8593932792,-2030.93285530402,-1374.98841186616
-2721.01995506477,-1612.20692783847,-2037.96403268632,-1379.80999019435
-2730.07009518378,-1617.86625894373,-2044.81312625864,-1384.6141407832
-2738.91223036671,-1623.53207379151,-2051.64323979419,-1389.33096098301
-2748.05822834918,-1629.25066960174,-2058.64939383046,-1393.89399842445
-2757.73065298324,-1634.91923691703,-2065.79195926096,-1398.78344657579
-2766.93346660505,-1640.55108571461,-2072.85499085918,-1403.6242949299
-2776.37404563129,-1646.06412523289,-2080.00679654849,-1408.24844534874
-2785.8374207539,-1651.7738786461,-2087.10243762134,-1412.93038984364
-2794.92691267176,-1657.26282313421,-2094.20340333723,-1417.65561810445
-2804.60945245357,-1662.59586018341,-2101.39580952037,-1422.46390090315
-2813.8078313524,-1668.3520385622,-2108.71782879206,-1427.31244531189
-2823.13194339802,-1674.03614186885,-2116.09666118325,-1432.1775699618
-2832.86426016402,-1679.63148639326,-2123.19327766011,-1437.00140530982
-2842.74416441797,-1685.39791604092,-2130.53240325398,-1441.86917206914
-2852.14878900716,-1691.05818791683,-2137.6520931212,-1446.91669853381
-2861.79819596421,-1696.80604892973,-2145.07670464258,-1451.93622721023
-2871.46193719133,-1702.44340085709,-2152.22840937417,-1456.72634808243
-2881.20069916942,-1708.27630904121,-2159.35778464699,-1461.58793925466
-2890.846784235,-1713.82451650535,-2166.58019788702,-1466.54318835902
-2900.51719743138,-1719.48618260819,-2173.70074607333,-1471.46615390801
-2910.25130437075,-1725.06642994966,-2180.83520484667,-1476.25634059008
-2919.5293046717,-1730.60357948329,-2187.82048684224,-1481.09835887891
-2929.49557933735,-1736.05286603844,-2195.10494095527,-1485.92152149831
-2939.08307231214,-1741.56391380207,-2202.08555705072,-1490.86591767687
-2948.91645931454,-1747.1025254524,-2209.14731198026,-1495.72995029395
-2958.04143603457,-1752.47994494907,-2216.17505097926,-1500.68933835403
-2967.46948413209,-1757.86198186932,-2223.26143838035,-1505.63034371659
-2976.58957206531,-1763.07833350865,-2230.1101759703,-1510.56395255904
-2986.14122380312,-1768.42651454872,-2237.13639608704,-1515.4453624592
-2995.37205755903,-1773.71408805965,-2244.14125726994,-1520.23292189429
-3004.57918310736,-1779.15520758799,-2251.29644100428,-1524.88092891712
-3014.38205187812,-1784.68213439283,-2258.61344919181,-1529.60936003076
-3023.91472159126,-1790.06625632165,-2265.63204662233,-1534.22574229315
-3033.62993415265,-1795.50963255026,-2272.65962947897,-1538.9820831162
-3042.99598391462,-1801.01032160774,-2279.85781154598,-1543.67728749103
-3051.99286158182,-1806.54715364079,-2286.95452078692,-1548.50676215578
-3061.44312267673,-1812.2852764972,-2294.27204904114,-1553.35129672068
-3070.69210959065,-1818.04869252063,-2301.28983646304,-1558.19451037924
-3079.95542304918,-1823.84783579112,-2308.3906046375,-1562.76569099637
-3089.40334922474,-1829.63768128482,-2315.64049652563,-1567.38958303126
-3099.05230358351,-1835.394426744,-2322.7705068011,-1572.17051734752
-3108.6447611614,-1841.26188728517,-2329.88723584247,-1576.94873291138
-3118.12251285965,-1846.95342274067,-2337.04197289519,-1581.85104130132
-3127.84634582495,-1852.57879713536,-2344.0975355514,-1586.53344537381
-3137.24378244152,-1858.36474581499,-2351.21019534181,-1591.30328559782
-3146.80274070293,-1864.18915379182,-2358.30576333647,-1596.02453816036
-3156.45907159766,-1869.98569839647,-2365.42589538424,-1600.74643621494
-3166.33969202515,-1875.72161740924,-2372.54708513261,-1605.66642875464
-3176.17650567836,-1881.15989037586,-2379.77231229495,-1610.49811373237
-3185.83381238236,-1886.80363504937,-2386.90362432107,-1615.44702203642
-3195.70443036109,-1892.49626878186,-2394.20847466992,-1620.131514703
-3205.41228987288,-1898.01827553103,-2401.23219537993,-1624.75638817975
-3215.16291691861,-1903.61551203061,-2408.49596325914,-1629.46230586686
-3224.68573145949,-1909.35811318689,-2415.68110003605,-1634.37839730605
-3234.29325378795,-1915.04109287192,-2422.8441575191,-1639.31842607278
-3243.7561865344,-1920.65495661578,-2429.75436842865,-1644.34352942166
-3253.04073802681,-1926.22836957005,-2436.88260471381,-1649.32547853546
-3254.97497129215,-1927.34847944194,-2438.25982174703,-1650.39694702483
-3254.2128136822,-1926.99322210541,-2437.99864876036,-1650.40884988389
-3255.00144361501,-1926.98816789796,-2438.60539294176,-1650.8564479192
-3258.1932833535,-1928.39891625485,-2440.69374330277,-1652.57788846258
-3262.56504634536,-1931.22039518166,-2444.17299311885,-1654.83264494725
-3268.94894502746,-1934.83343026,-2448.77360377601,-1658.01242673471
-3271.12457581187,-1936.07209985726,-2449.95149629613,-1659.07338795631
-3274.87677179063,-1938.12780102088,-2452.53475217501,-1661.1103627295
-3280.68407229715,-1941.82747630393,-2456.92150319705,-1663.88631633583
-3288.09026912223,-1946.20328262895,-2462.49029146476,-1667.6739729006
-3296.19313016794,-1951.18143011789,-2468.85622602299,-1672.02951425815
-3305.0161355519,-1956.60835389836,-2475.70541630782,-1676.6277887701
-3314.26902078285,-1962.15558233321,-2482.75484767658,-1681.36266296228
-3317.29172289171,-1964.03296443034,-2485.03765258121,-1683.20768634984
-3322.13873593487,-1966.80342243907,-2488.59188032022,-1685.39533179499
-3329.38958312542,-1971.02182110587,-2494.06090229861,-1688.77741456688
-3337.87750884307,-1976.02399470715,-2500.27406490909,-1692.9279955352
-3346.83396405221,-1981.42553442502,-2507.04728757819,-1697.48210507074
-3356.43665713711,-1986.99395745224,-2514.08525350478,-1702.12400946822
-3366.25739937197,-1992.81658742256,-2521.36302851624,-1706.90951852987
-3369.19078544545,-1994.47801461559,-2523.53137473644,-1708.37465856283
-3374.37162291174,-1997.37779260215,-2527.06903735912,-1710.75740085306
-3381.94846153321,-2001.94673004645,-2532.50163803073,-1714.56617924697
-3390.52333476669,-2006.88976907774,-2538.85500751366,-1719.08824466872
-3399.77906944417,-2012.33411694736,-2545.57242616426,-1723.64260263134
-3409.30352028738,-2017.90988386089,-2552.72334949531,-1728.31584220739
-3419.13440995511,-2023.80108217818,-2560.06813557788,-1733.15115705714
-3422.40756206477,-2025.52572844613,-2562.42499244566,-1734.92220225244
-3427.39228086719,-2028.2353037896,-2566.30381890728,-1737.58103248682
-3434.71971624703,-2032.42118700549,-2571.78297415034,-1741.30573531672
-3443.3612441147,-2037.56020622334,-2578.2194639743,-1745.54809265885
-3452.35352854809,-2042.99909428255,-2585.03119081413,-1750.19971916554
-3461.69382635438,-2048.57254407988,-2592.17093259721,-1754.97262003983
-3471.39335179292,-2054.24558005889,-2599.36195139723,-1760.0154621042
-3474.82706566824,-2056.26791843928,-2601.75746031104,-1761.92201471564
-3479.81893595633,-2059.31555252157,-2605.33590780233,-1764.43458321246
-3486.83917033899,-2063.50559675916,-2610.62596483581,-1767.94766565226
-3495.07004943094,-2068.21241160819,-2616.91266354293,-1772.04012206563
-3503.94309315349,-2073.48873207494,-2623.4271539912,-1776.44783492062
