Hardcore,Midcore,Casual
-111.786728565381,-142.679070357285,-188.091858501241
-112.858435772179,-144.238286936513,-190.452348272858
-115.387906163685,-147.433280982169,-194.20510307368
-119.792033490942,-152.16749335313,-199.60757733811
-125.371634515161,-157.891281385312,-205.931138429085
-131.572671793635,-164.378322251213,-212.812824825972
-138.1148378108,-170.938488952445,-220.057351019514
-144.880346188055,-177.761155397853,-227.499578616539
-146.818129244134,-179.86984085416,-230.15972483155
-149.647126609724,-183.24402886798,-233.960064862731
-154.623058026232,-188.31209935518,-239.62707765138
-160.56904493285,-194.467125707299,-246.292971692465
-167.155305579045,-201.228882316951,-253.48082323247
-173.863277964845,-208.29157739264,-261.000207733493
-180.982517181187,-215.554190153586,-268.729611366131
-187.214754508622,-222.008469507191,-275.608864643934
-193.853374060226,-228.408882467166,-282.547462332724
-200.270358709154,-234.849135887672,-289.725209587783
-206.91561271715,-241.736732657072,-296.984317670549
-213.729725783508,-248.690878808419,-304.360010635936
-215.176788172008,-253.431295644668,-311.299221548385
-215.263338666178,-256.816182464104,-317.845113517708
-215.778223724718,-259.570691236661,-323.696537743996
-217.639049890456,-262.722448333843,-329.539501698146
-220.168512561361,-266.273824482126,-335.347707045037
-223.196781528876,-270.371476608061,-341.054208681278
-227.142118292708,-274.797805304401,-346.999430546596
-231.357438784137,-279.400919000687,-353.039202124938
-235.857786465379,-284.37777897342,-359.161109385529
-240.468901660785,-289.548264163783,-365.284134369415
-245.116543639567,-294.975178312258,-371.440725683141
-249.956638709419,-300.631809710123,-377.69885294773
-255.42325527903,-306.180121170032,-384.024220580478
-260.826570547418,-312.002747566063,-390.281749147393
-266.590210997414,-318.060282049177,-396.795083816692
-272.453367318498,-324.148564127437,-403.53965858373
-278.484037545482,-330.152982892824,-410.194076540738
-284.383640112374,-336.16954338479,-416.82903518714
-290.300597169169,-342.005363588232,-423.593549405044
-296.465791608173,-348.211246136771,-430.481629602277
-302.768410775453,-354.517064578034,-437.366813564718
-309.170206840487,-361.112383180496,-444.475609497861
-315.390413369212,-367.686739085997,-451.597087458829
-321.790431722415,-374.109092808679,-458.764747523258
-328.216899528537,-380.809494078747,-465.939743598179
-334.858424475758,-387.548119102505,-473.211043110409
-341.214817787325,-394.404677605017,-480.44219150886
-347.678487215302,-401.248068229901,-487.734713836015
-354.376986370427,-408.070079590925,-495.243787938553
-361.161879896133,-415.080661019748,-502.726040730896
-367.838769474697,-421.96447781391,-510.201621213271
-370.783294421453,-427.849363975014,-517.529717072484
-371.346253244153,-432.364851625919,-524.603050784515
-371.80911770307,-435.970167978446,-531.45127862485
-372.986728451017,-439.771374927772,-538.115793410187
-375.542111979109,-443.288221093697,-544.617658997813
-378.809794520411,-447.129139181432,-551.033670159861
-382.127229378769,-451.014102662001,-557.340376200951
-386.044230795808,-455.188004413,-563.555649694791
-390.149905823418,-459.694832494256,-569.85235743982
-394.405689597338,-464.389242562629,-576.001191447967
-399.264030899995,-469.503179464093,-582.09574803286
-404.367060549393,-474.906149976423,-588.25950188386
-409.662647780224,-480.497100573083,-594.43834454782
-415.165845468889,-486.161918319391,-600.7875827573
-420.392669296311,-491.88266712893,-607.154389230029
-425.795337024731,-497.719807287348,-613.514331880059
-431.74134842677,-503.752073530142,-619.969798678897
-437.603036564594,-509.717055936286,-626.571080639275
-443.594411509207,-515.828189890848,-633.231456685201
-449.630746360985,-522.306583855378,-640.130634105484
-455.532211240691,-528.776549828245,-646.946229211204
-461.644262578937,-535.215080198363,-653.864670980817
-467.854918770974,-541.686006860015,-660.797355273442
-474.276889785306,-548.258939418063,-667.790749872429
-480.693342296175,-555.012626313881,-674.842724750913
-487.120042819881,-561.668474720039,-681.981538614478
-493.444728351583,-568.328768315679,-689.135089789747
-500.063747828516,-574.968259060989,-696.419491248969
-506.666838757386,-581.789208657648,-703.711098600202
-513.144364733259,-588.63465403815,-711.047263930685
-519.779420091382,-595.524190792471,-718.440729250529
-524.302794813306,-601.812122647615,-725.767903475711
-526.694949606104,-607.240417773815,-733.246927493715
-527.372900116892,-612.056764905086,-740.479206330932
-528.930798060925,-616.221069094007,-747.682671153471
-530.92225499838,-620.368046853939,-754.741219891254
-533.313069430871,-624.171266010713,-761.663660334083
-535.905592356702,-628.273594609432,-768.46617071686
-539.609276323585,-632.137103579655,-775.197659644473
-543.760291375807,-636.415124481893,-781.849112670169
-547.694411075569,-641.042316683537,-788.136944736687
-552.136755517907,-645.993959642179,-794.453389988545
-556.501325863366,-650.918773828854,-800.73468042055
-561.551769520744,-656.225273945645,-807.046587412505
-566.718380560581,-661.77784748782,-813.286641742949
-571.970756327486,-667.385050788364,-819.734237632819
-577.598094218022,-672.966441213931,-826.188847628933
-583.221211240091,-678.587334295683,-832.530715061587
-588.8553366113,-684.69281814836,-838.926300845145
-594.75391967508,-690.850422050394,-845.458948864588
-600.777568807986,-697.01271849388,-852.06766065679
-606.820237676466,-703.233310575248,-858.8404841243
-613.215389060894,-709.649549107541,-865.669124879473
-619.223001031309,-716.14292835791,-872.578584120362
-625.600735435244,-722.505147738897,-879.427938483004
-631.897799265091,-728.89194960743,-886.359818056624
-638.595796530603,-735.477767803396,-893.363036736019
-644.981713938327,-741.962185527925,-900.360625224051
-651.434290072322,-748.638865808891,-907.402025618464
-658.090964991323,-755.510246006681,-914.578307722819
-664.661185748959,-762.404552679998,-921.787197616369
-671.216948541081,-769.113167124293,-929.06975867596
-676.520113406849,-775.784600367915,-936.427992590757
-680.225788992075,-781.937503119873,-943.77256010463
-681.575712356247,-787.706743377425,-950.994519221319
-683.410807363834,-792.661012544479,-958.313095853304
-685.206756703503,-797.124269991755,-965.589806665481
-687.083523304082,-801.01494620619,-972.666224976117
-689.927216106097,-804.888814250096,-979.625955785084
-693.281425318929,-809.129044442413,-986.621547248779
-696.991920963911,-813.165346387106,-993.528774292796
-700.975022591356,-817.828624998852,-1000.34513880571
-705.281467992283,-822.417346628485,-1007.1275317458
-709.848176167587,-827.264552242822,-1013.78856786466
-714.803958533723,-832.267887975697,-1020.28498412059
-719.955036941356,-837.631389474873,-1026.90268972835
-725.19505351678,-843.094887511014,-1033.407336436
-730.566669924902,-848.817255108644,-1039.96285212336
-735.746905951914,-854.493834961915,-1046.36897299278
-741.412183954803,-860.229965264024,-1052.76610712472
-747.296695227338,-866.187839967763,-1059.32826060426
-753.165017781137,-872.23970216412,-1065.98022520727
-759.26509454445,-878.129064390117,-1072.66138962031
-765.43889705633,-884.505799815284,-1079.36625064166
-771.559405095687,-890.979431117283,-1086.11443639035
-777.741005537479,-897.285452770541,-1092.96966261726
-783.999240224307,-903.487055310971,-1099.77561464036
-790.577766982256,-909.925738515534,-1106.64895543243
-797.140188156764,-916.68545070436,-1113.61320742423
-803.732885792488,-923.610931397509,-1120.56068117376
-810.449855582205,-930.336416483838,-1127.51069077917
-817.216297025995,-937.139850474408,-1134.65346173965
-824.109686662874,-944.073110829106,-1141.75758381977
-829.714594684011,-950.814567235695,-1148.9438613949
-833.817695001165,-957.351305120851,-1156.14192680178
-836.534320908989,-963.718378064256,-1163.37846283599
-838.196653909001,-969.422637808021,-1170.64230559922
-839.840974637651,-974.663391542517,-1177.80583379981
-842.266123542592,-979.383192925129,-1185.09522673071
-845.124795272837,-983.601176499472,-1192.25706677373
-848.052515235762,-987.860720187462,-1199.4557338955
-851.808611966152,-992.129999475865,-1206.68988951052
-855.812527157864,-996.552051108801,-1213.80461472486
-860.068429091908,-1000.99014721778,-1220.71675795984
-864.939422756692,-1005.5917277555,-1227.64425424472
-869.635165760533,-1010.27270456762,-1234.44819155869
-874.720069150264,-1015.43816244043,-1241.30174267438
-880.006670151331,-1020.54849895278,-1248.06337552584
-885.201293967803,-1025.88207025338,-1254.79923019165
-890.837512716414,-1031.48052390348,-1261.49158838993
-896.776580541696,-1037.20172972092,-1268.19240550502
-902.708902574326,-1043.06580009872,-1274.86802509843
-908.797007227585,-1049.07404340925,-1281.66652049491
-914.815642107273,-1055.17249533521,-1288.33811509952
-921.133899359182,-1061.28925212096,-1294.937530043
-927.31953142169,-1067.60826380001,-1301.63238958121
-933.563851836469,-1073.87627838002,-1308.16414242815
-939.75502900014,-1080.09658990331,-1314.75543021435
-946.129576371446,-1086.6567403027,-1321.47037705327
-952.847815456647,-1093.41190199929,-1328.24113662628
-959.553833928393,-1100.16579125361,-1334.98571849426
-966.178605092591,-1106.86026568989,-1341.95193484198
-972.932303541387,-1113.73229869316,-1349.02020794565
-979.542032154048,-1120.41414778204,-1355.98898107984
-985.667330202831,-1127.32916585703,-1363.08698418797
-990.468610512586,-1133.96070850797,-1370.1198871673
-993.749208008814,-1140.28591279008,-1377.23076437405
-996.414988083082,-1146.38150409242,-1384.39366358878
-998.800418199179,-1152.00399693502,-1391.49237656023
-1000.88786427224,-1157.40971682011,-1398.48928601274
-1003.07594015905,-1161.96247795269,-1405.52852942532
-1005.94327105394,-1166.5314413925,-1412.58337783675
-1009.2265594402,-1171.07318133613,-1419.79513086923
-1013.03582860745,-1175.38881167245,-1426.93986233224
-1017.00776302314,-1179.90359384504,-1434.01431689929
-1021.11778479867,-1184.37959509029,-1441.12130874672
-1025.83369527297,-1188.87797316101,-1448.2126859514
-1031.14629891668,-1193.66600765743,-1455.16694304882
-1036.27981558073,-1198.46850362137,-1462.01010174946
-1041.61680002808,-1203.74417374752,-1468.73818857203
-1047.13691799419,-1209.15362621774,-1475.49083713574
-1052.65796014278,-1214.47371940392,-1482.3001146806
-1057.96006647707,-1220.22970647318,-1489.02056334726
-1063.70957971297,-1225.92108560383,-1495.76451261863
-1069.85036937693,-1232.01429688492,-1502.53066694877
-1075.99793302163,-1237.96312843637,-1509.16977168796
-1082.2778872172,-1244.14202710297,-1515.90459184414
-1088.53843735036,-1250.47814533034,-1522.70572719903
-1094.82854460115,-1256.87613805488,-1529.41467789439
-1101.18704148175,-1263.18845215484,-1536.12529300417
-1107.84928921623,-1269.68775447192,-1542.99223150643
-1114.50921943723,-1276.29287809842,-1549.63041113939
-1121.1153065069,-1283.01111740008,-1556.36659527002
-1127.66405252929,-1289.53840834269,-1563.26526301318
-1134.19651192447,-1296.33738499645,-1570.27498896029
-1140.53488017713,-1303.17832160529,-1577.28347840849
-1146.04441330731,-1309.79147942064,-1584.28596636421
-1150.62288657372,-1316.44264680979,-1591.32077016575
-1154.2309886346,-1322.87411694222,-1598.36279334042
-1156.62086917342,-1328.85981756781,-1605.35457788072
-1159.18258391278,-1334.54069318937,-1612.52270086389
-1161.37912988132,-1339.6772210121,-1619.63791052142
-1164.61599822709,-1344.81063397934,-1626.81059332658
-1167.55307707393,-1349.33618205182,-1633.97975539248
-1171.15294525868,-1353.74492025269,-1641.1894708521
-1175.10761727456,-1358.2508171284,-1648.39334807399
-1179.53609432543,-1363.10231297485,-1655.46042776431
-1184.16730434361,-1367.90625814875,-1662.55670206076
-1188.98660987837,-1372.82782219636,-1669.68465781884
-1194.16020185036,-1377.39077360147,-1676.73818388951
-1199.51311416851,-1382.23173101172,-1683.811963914
-1204.74760953632,-1387.02446637362,-1690.65901835176
-1210.13763883409,-1392.45557828247,-1697.62236547496
-1215.66383848508,-1398.012902444,-1704.51394981982
-1221.7633315508,-1403.32527595372,-1711.29342187656
-1227.62002471579,-1408.87305813885,-1718.02538515832
-1233.68168162062,-1414.70156233523,-1724.79204702398
-1239.89499097014,-1420.49927742339,-1731.49481721819
-1246.14677209049,-1426.54118588486,-1738.12814652082
-1252.24359818083,-1432.70977132327,-1744.96986642366
-1258.35506102473,-1438.90495154796,-1751.72702608692
-1264.68978941057,-1445.09066834035,-1758.5141425796
-1271.20347582987,-1451.49370069873,-1765.27525964206
-1278.08154848237,-1458.02862485176,-1772.15488959926
-1284.95890448165,-1464.61313003704,-1779.06374923868
-1291.63181306354,-1471.18275301584,-1785.8734160063
-1298.01826360859,-1477.7027157507,-1792.64139464484
-1303.78529279899,-1484.27521598557,-1799.37381576085
-1308.40142801765,-1490.88619885432,-1806.30052549961
-1312.25171275707,-1497.34028901241,-1813.28145264044
-1315.51929074531,-1503.66369314197,-1820.32958094884
-1318.28119811395,-1509.75053650213,-1827.28494177245
-1320.93366758488,-1515.37690224474,-1834.20599967636
-1323.51952203489,-1520.80928130301,-1841.27459092976
-1326.26340293614,-1525.8004796695,-1848.4470601544
-1329.52722494113,-1530.68268808306,-1855.60463413759
-1333.16384621677,-1535.35168844663,-1862.6923244516
-1337.26355617754,-1540.0959953572,-1869.74763372059
-1341.60678437068,-1545.00246604107,-1876.91872069415
-1346.42887327766,-1549.90791600757,-1884.19954097521
-1351.53573626642,-1554.74053510472,-1891.37740894451
-1356.75842478205,-1559.60261167479,-1898.56431523768
-1362.39389182121,-1564.69635064639,-1905.78229717643
-1367.88414175198,-1569.71478994719,-1912.87327075792
-1373.41256239992,-1575.13022811058,-1919.88751676775
-1379.38439843871,-1580.36760396597,-1926.978339385
-1385.23294277794,-1585.925539769,-1934.02936387969
-1391.31533910598,-1591.66084318142,-1941.12229381687
-1397.62368456164,-1597.6830473299,-1948.03791365819
-1404.11075876793,-1603.75399916064,-1955.07407912257
-1410.61318584416,-1609.80750180447,-1962.11275811877
-1417.07533962338,-1615.97015368693,-1969.03708419629
-1423.60726089096,-1622.39483995062,-1975.93162288199
-1430.25008289888,-1628.9509038337,-1982.87170833225
-1436.88855675802,-1635.62007965059,-1989.69181858873
-1443.25953391935,-1642.41427281159,-1996.44761261535
-1450.07290886999,-1649.02332587332,-2003.29316429545
-1456.82826727614,-1655.67112765428,-2010.0761762567
-1462.88409386479,-1662.38755906125,-2016.78884516675
-1468.19658486815,-1668.81046406115,-2023.62652169445
-1472.79001875203,-1675.51819918338,-2030.69172235503
-1476.5012306672,-1682.0338609074,-2037.60035693218
-1479.65581187318,-1688.32657744519,-2044.54110369377
-1482.38300225769,-1694.31025711086,-2051.50882031358
-1485.13891709428,-1700.16502181171,-2058.36119077365
-1488.04912222781,-1705.51483848197,-2065.3757673059
-1491.52943659931,-1710.77685972506,-2072.41398972019
-1494.99790166296,-1715.82116123212,-2079.49505077777
-1498.76128173662,-1720.486697136,-2086.53043412484
-1502.70771226093,-1725.51207013863,-2093.73839314767
-1506.96819187199,-1730.54562513107,-2100.75899501238
-1511.50787657385,-1735.44351900714,-2107.97293951002
-1516.27812669623,-1740.33479536632,-2115.01670294048
-1521.33388706742,-1745.25985213922,-2122.11575553683
-1526.79114501411,-1750.25610914335,-2129.19848577996
-1532.23193491078,-1755.39181263626,-2136.25886002251
-1537.90281916204,-1760.91246135479,-2143.30167607258
-1543.63861666991,-1766.38663549892,-2150.17897453166
-1549.65654212999,-1771.96748447847,-2157.32037378604
-1555.9823781697,-1777.50376339373,-2164.28088330327
-1562.37917492062,-1783.30206630188,-2171.32233496388
-1568.46781404169,-1789.23310808721,-2178.17466726069
-1574.72752146465,-1795.29734987919,-2185.11883918805
-1581.24508391298,-1801.54610948999,-2191.86287641087
-1587.83466421188,-1807.99090068157,-2198.79406604605
-1594.33255963426,-1814.46093078754,-2205.61488252323
-1600.81819743696,-1820.90756827877,-2212.49468786451
-1607.35365311519,-1827.55291636423,-2219.60862236504
-1614.05679684094,-1834.11113064407,-2226.49132959262
-1620.60373674312,-1840.76030005728,-2233.45533080114
-1626.54560854494,-1847.4027999843,-2240.40857956589
-1631.37213087077,-1854.25944820063,-2247.26482988657
-1635.41780040885,-1860.99527383532,-2254.35547096402
-1638.86989602811,-1867.41627792381,-2261.27963126949
-1641.9592362369,-1873.5266244102,-2268.19926193132
-1645.28948204244,-1879.79298772811,-2275.23109413032
-1648.41731306894,-1885.63131477815,-2282.28185632501
-1651.56672310347,-1891.16937600704,-2289.33309414154
-1654.58657405091,-1896.31690444669,-2296.36471719321
-1657.86687875768,-1901.30577462851,-2303.36119326162
-1661.754671369,-1906.00686864927,-2310.34984034002
-1666.43408118076,-1910.71138816754,-2317.36682286035
-1671.38388709603,-1915.63949938841,-2324.41167931157
-1676.3467925049,-1920.68173932337,-2331.53342778335
-1681.44953166456,-1925.48269192357,-2338.61996034511
-1686.8361593682,-1930.60417411204,-2345.68323683327
-1692.21939723263,-1935.62729380602,-2352.82914943475
-1697.93330391127,-1940.68820198404,-2359.78026016815
-1703.93677975241,-1946.02758546773,-2366.86844148954
-1709.81199495492,-1951.50624943514,-2373.93452941229
-1715.72208766042,-1957.2466792709,-2381.00479401542
-1721.75430472822,-1962.93106949564,-2387.93987467821
-1727.97607456949,-1968.91362911493,-2394.90927883953
-1728.19036846115,-1969.14811669847,-2396.31529772105
-1727.32818973576,-1968.37212682265,-2395.97053923172
-1727.41072725217,-1968.36278957247,-2396.48307700989
-1729.06847113173,-1970.09750517466,-2398.6414267006
-1732.25874788153,-1973.09073205677,-2401.99247202847
-1736.47695294749,-1977.67655358271,-2406.57747178918
-1737.15915710676,-1978.73079465197,-2407.97566672584
-1739.40964412829,-1981.11851372952,-2410.63848986967
-1743.00784085603,-1985.24862451086,-2414.94492587548
-1747.01086322221,-1990.64357653566,-2420.41013236672
-1751.14259979479,-1996.89435899525,-2426.57404837388
-1755.29505176424,-2003.48213265537,-2433.22695459599
-1758.89595687895,-2010.12440157456,-2440.10770095308
-1757.24233941826,-2011.97460613671,-2442.41185607347
-1757.07369919192,-2014.59979771136,-2445.88277819604
-1758.89483452255,-2018.78091900888,-2451.1706732034
-1761.54229780983,-2023.63697701084,-2457.32789310551
-1765.12314700669,-2028.68020277798,-2463.96778898032
-1769.38850416812,-2033.89924233803,-2470.91173142172
-1774.15834333572,-2039.38871611526,-2478.07583438764
-1774.2028619177,-2040.2925545643,-2480.20610474469
-1775.91421227997,-2042.00432475736,-2483.80485830228
-1779.60695849643,-2045.53716804815,-2489.29084772128
-1784.56803368452,-2049.78981629745,-2495.58209301461
-1790.2293937684,-2054.79555026612,-2502.27557720228
-1796.19393681115,-2060.16708414876,-2509.2551420667
-1802.36547915414,-2065.81065278145,-2516.4703278037
-1803.40903855822,-2067.00917108308,-2518.82290173918
-1806.2555364853,-2069.37237560361,-2522.53346193703
-1810.59289873912,-2073.58828540459,-2527.89862919593
-1816.11510545454,-2078.6745472214,-2534.22436442003
-1822.4290838891,-2084.42128508009,-2540.91246921302
-1829.16126033719,-2090.43174604884,-2547.86223499019
-1835.95985260843,-2096.89729458038,-2554.98192349418
-1838.01991423443,-2098.69314921094,-2557.46423909335
-1841.72789476943,-2101.96714115461,-2561.0854654648
-1846.84297134371,-2106.84916883247,-2566.26430079111
-1852.91365302802,-2112.65285631128,-2572.33019972635
-1859.44125959051,-2119.01494024182,-2578.79542650063
-1865.88460283006,-2125.69124794613,-2585.69667764772
-1872.11742840328,-2132.65069844072,-2592.70415795014
-1872.53832957523,-2135.08143840947,-2595.04846950526
-1873.60526672257,-2138.44926399932,-2598.4995571027
-1875.70142825943,-2143.48332071576,-2603.66904723458
-1878.39611700846,-2149.18449169655,-2609.80224892822
-1881.56813805248,-2155.37386738845,-2616.28942630154
-1885.14673862583,-2161.76089915027,-2623.11182045608
-1888.88518506222,-2168.07082103303,-2630.15551275495
-1887.69022820608,-2169.23670676663,-2632.39053318179
-1887.847217085,-2171.41580912464,-2635.900522024
-1890.39734234248,-2175.38590625439,-2641.11451055596
-1894.35945931323,-2180.01575129505,-2647.33339203575
-1899.07263380185,-2185.00823908588,-2654.11014736315
-1904.24530835246,-2190.18399465101,-2661.03816930471
-1909.93415359474,-2195.53852515985,-2668.22351396482
-1913.94485910951,-2199.59344619895,-2674.38104642843
-1918.81557324724,-2203.91809713766,-2680.73658781751
-1924.14459624869,-2208.63902104843,-2687.34979833126
-1929.74568007005,-2213.77361972535,-2694.23452883684
-1935.76528046467,-2219.29518128771,-2701.15350864243
-1942.00357233848,-2224.88156036879,-2708.12962804499
-1948.00139186249,-2230.57312238202,-2715.07754809651
-1953.99641319606,-2236.0940942782,-2721.8189150605
-1960.12252694115,-2241.66724257136,-2728.4473705171
-1966.50375614737,-2247.27637659331,-2735.31580303433
-1972.84097910784,-2253.1178980329,-2742.21900781251
-1979.18094949173,-2259.30814123212,-2749.14329323437
-1985.79217837422,-2265.72785827393,-2755.97037019691
-1992.34675078664,-2272.22488894185,-2762.94159658909
-1998.84126434785,-2278.50757555104,-2769.96633309862
-2005.12261873124,-2284.80620773343,-2776.86096775552
-2010.98670900188,-2291.3672608725,-2783.61186068685
-2016.28236138277,-2297.64872906192,-2790.48151463204
-2020.87402909162,-2304.23715103478,-2797.39819542198
-2024.99086599555,-2310.76343501322,-2804.20551736835
-2028.77051082429,-2317.25388967952,-2811.05414424943
-2032.19956780184,-2323.46459359346,-2817.90414383284
-2035.11598220069,-2329.60923406957,-2824.67308254035
-2038.13334844177,-2335.57851851872,-2831.50912929476
-2041.30460231045,-2341.37783877604,-2838.20490025622
-2044.60545342328,-2347.08346847413,-2845.04558542916
-2048.36257748222,-2352.63732728183,-2851.8159514837
-2052.2499529842,-2357.83565910976,-2858.66932102229
-2056.36762782109,-2362.81853349026,-2865.40519304862
-2060.73460886841,-2367.54908053215,-2872.14581852029
-2065.52012425016,-2372.2405566108,-2878.88393180209
-2070.27812644145,-2377.05268286889,-2885.67387912222
-2075.15243166308,-2381.9113496487,-2892.4661208888
-2080.62443285712,-2386.89214417958,-2899.32780601526
-2086.17871665631,-2392.05293080235,-2906.37402918477
-2091.8364109672,-2397.04269850102,-2913.30782750776
-2097.57417917815,-2401.99812389635,-2920.22639340632
-2103.4466787608,-2407.19095821542,-2926.99695827912
-2109.46943214289,-2412.55801535532,-2933.84431190659
-2115.66682582314,-2418.11025324749,-2940.73495352477
-2121.69223526798,-2423.45551911579,-2947.59740040793
-2127.89353912732,-2429.19716220842,-2954.59703736711
-2134.04389027721,-2434.98154845583,-2961.46080416562
-2140.25702185586,-2441.00741641116,-2968.3978189898
-2146.80192325949,-2447.03426410928,-2975.22528259269
-2153.05964580872,-2453.1697588974,-2981.93229754997
-2159.17717397962,-2459.32254211238,-2988.79212052092
-2165.1749398912,-2465.64495468646,-2995.65543936949
-2170.89349789535,-2472.06577036516,-3002.60392010336
-2175.68297935787,-2478.48202731795,-3009.49083368185
-2179.87742560702,-2484.82654366615,-3016.35920840952
-2183.49159504156,-2491.07797931097,-3023.20120548198
-2186.52411423422,-2497.20568968405,-3029.84940808503
-2189.54898088104,-2503.24872433336,-3036.64328884668
-2192.68720773623,-2509.59251570632,-3043.45664682793
-2195.64569326437,-2515.60893823068,-3050.25158348471
-2198.77079179132,-2521.39953917466,-3056.97922737802
-2201.98668467361,-2526.93634198168,-3063.76587948237
-2205.56852419823,-2532.19354172933,-3070.66714952534
-2210.00171422202,-2537.45142087612,-3077.57912842144
-2214.39138870529,-2542.56059185561,-3084.41544140183
-2219.07205054385,-2547.578074431,-3091.17132188112
-2223.79788435164,-2552.68891489129,-3097.98238872978
-2228.98128535522,-2557.58031252146,-3104.85004580427
-2234.51198810981,-2562.64238171629,-3111.72239761022
-2239.77156207825,-2567.56282565666,-3118.64143812377
-2245.33416494403,-2572.4057251441,-3125.55793694894
-2251.07147291675,-2577.5066273303,-3132.58085582423
-2256.67800554613,-2582.62741647131,-3139.48295293267
-2262.4221412101,-2588.12424678431,-3146.41281068127
-2268.3857726662,-2593.40666749676,-3153.34226604453
-2274.56805323154,-2598.86275757011,-3160.17722815845
-2280.57692804694,-2604.60144744043,-3167.17178268625
-2286.96890707061,-2610.39492750691,-3174.07520872075
-2293.47279397701,-2616.25005432982,-3181.04041693287
-2299.4649033699,-2622.00476109898,-3187.95011843441
-2305.63986563958,-2628.15291094576,-3194.87947726709
-2311.93138263096,-2633.98038185309,-3201.74918529862
-2318.01082039643,-2640.17338723634,-3208.72790263909
-2323.84267618005,-2646.6436310758,-3215.67426950817
-2329.13073692985,-2653.05483537483,-3222.56852561228
-2333.55404699204,-2659.24464437245,-3229.49587019847
-2337.53381859321,-2665.46833719208,-3236.35461653785
-2341.00801703188,-2671.6520823861,-3243.18676693931
-2344.27479961103,-2677.96691132731,-3250.14912022292
-2347.24870598807,-2684.24288146823,-3256.91750802521
-2350.11823777444,-2690.30924131302,-3263.80818492305
-2353.02755358949,-2696.32754936831,-3270.57379324431
-2356.43576663629,-2702.08652297076,-3277.38237098664
-2360.65813894429,-2707.74587354018,-3284.31769331902
-2364.65929378407,-2713.27338425329,-3291.17857752684
-2369.06989444817,-2718.49961283035,-3298.0553915002
-2373.48463846999,-2723.72359767577,-3304.81516112714
-2378.02931503227,-2728.84485827449,-3311.54698486574
-2382.89330398844,-2733.87041555142,-3318.45028640334
-2388.18284720443,-2738.63512565916,-3325.35933595714
-2393.2523472297,-2743.60496081225,-3332.3330639091
-2398.54578966277,-2748.62195680307,-3339.14961095056
-2404.22601042641,-2753.67454110457,-3346.04995786557
-2409.86298060756,-2758.57824923191,-3353.10503863727
-2415.92023823279,-2763.53551174679,-3360.14984963354
-2421.91618340262,-2768.97417993748,-3367.1236028348
-2428.21869190064,-2774.47026742733,-3374.18955293965
-2434.29065705467,-2780.01102170212,-3381.28137527251
-2440.49323393391,-2785.46447831074,-3388.2057519247
-2446.89623510578,-2791.20570767698,-3395.06560552326
-2453.19401387702,-2797.16597655994,-3402.08841880919
-2459.71219427809,-2803.16501858477,-3409.10361732663
-2466.25232416548,-2809.29697453232,-3416.05451292944
-2472.1999301535,-2815.50311954935,-3422.90620865635
-2478.25743975117,-2821.71553080016,-3429.87572377218
-2483.90824505809,-2828.12609901801,-3436.78426639811
-2488.57995446281,-2834.46239871527,-3443.60507988487
-2493.08031631028,-2840.89961998268,-3450.43771448757
-2497.3345805203,-2847.4232923496,-3457.26743656102
