Hardcore,Casual
-2415.62177337873,-3595.20271488536
-2418.96004912344,-3599.99566879724
-2422.19896458437,-3604.84682269213
-2425.5732146487,-3609.59121794559
-2429.12983173092,-3614.46106615177
-2432.97962517612,-3619.09621179568
-2436.86937008221,-3623.82815944982
-2440.49995999573,-3628.61198652389
-2444.44272866327,-3633.34084259792
-2448.06633868341,-3637.95781800868
-2451.75092838044,-3642.56562607479
-2455.11986384506,-3647.24338680182
-2459.04498794496,-3651.99626968887
-2462.44062072593,-3656.63764928095
-2465.5306785967,-3661.28635961035
-2469.19311410975,-3666.16384455208
-2472.3438027327,-3670.87028214065
-2474.5181748712,-3675.63287348293
-2477.51660306914,-3680.42759310791
-2479.96593045208,-3685.14098171992
-2482.47113757525,-3689.76817881319
-2485.20998365283,-3694.56369013146
-2487.99450001383,-3699.37645517568
-2490.0194381308,-3704.3275408538
-2492.83630177034,-3709.14535684327
-2494.76003325385,-3713.79575159639
-2497.29538565065,-3718.45938088814
-2499.71782739432,-3723.25054642017
-2502.6241228297,-3727.99605820839
-2505.60441217073,-3732.7077356483
-2508.7102713884,-3737.3991026229
-2511.92753322068,-3742.20046461529
-2515.97344689901,-3746.83502705175
-2519.8243160859,-3751.68957085218
-2524.01247046102,-3756.33987205669
-2527.5398678193,-3761.03235392801
-2531.29958753692,-3765.68628223048
-2535.01237000356,-3770.31655869303
-2538.65521248186,-3774.9615250054
-2542.80500716735,-3779.57607855795
-2546.75278907002,-3784.47363532533
-2550.53763159887,-3789.27691595141
-2554.332282543,-3793.97062035473
-2557.46533691018,-3798.7032450038
-2560.78701688032,-3803.55723591247
-2564.09371459813,-3808.20303040244
-2567.49288945004,-3812.70862869775
-2570.53882867389,-3817.24099828301
-2573.73246304639,-3822.13811634582
-2576.52758031886,-3826.97017338059
-2579.00155798846,-3831.71424092968
-2581.68193005605,-3836.46349827063
-2584.40403568532,-3841.27803740334
-2587.43658600383,-3846.09718155987
-2589.85224088816,-3851.04647393526
-2592.5498302563,-3856.048343657
-2595.52363362154,-3860.82570304423
-2598.40623660776,-3865.63813254611
-2601.35309651074,-3870.55869291685
-2604.14549137964,-3875.37015304379
-2606.74946786582,-3880.08545413081
-2609.7455648959,-3884.86097759737
-2612.77980035244,-3889.60861659154
-2615.97002379184,-3894.38971939895
-2619.52332742212,-3899.30495547068
-2622.97577582468,-3904.1960893871
-2626.56536042707,-3908.85607553443
-2630.30713006047,-3913.61382858534
-2633.49389426883,-3918.37291080388
-2637.01570174041,-3923.06070430602
-2640.72657144836,-3927.73148070176
-2644.73805329318,-3932.29465718341
-2648.79413180885,-3936.81844057539
-2652.36760852411,-3941.39734961551
-2656.53462217257,-3946.09465490065
-2660.23217053028,-3950.836807555
-2663.799020458,-3955.54739404171
-2666.94478958911,-3960.32893897751
-2669.85892638021,-3965.08482383294
-2672.7644455395,-3970.06244949001
-2675.26089272918,-3975.11856482795
-2677.91390941677,-3980.1715223779
-2680.53233558745,-3984.8917819314
-2683.28841010239,-3989.76878847895
-2686.16037672396,-3994.68760900598
-2688.50138640151,-3999.67004736961
-2690.58940001309,-4004.502735327
-2693.14811012365,-4009.328525029
-2695.90413861505,-4014.20177531436
-2698.70286994164,-4018.94287772706
-2700.74746134836,-4023.68952967217
-2703.20803251716,-4028.4693126375
-2706.08981373685,-4033.25899434888
-2709.13658135813,-4038.21443852593
-2712.68738759976,-4042.95288079591
-2716.1085451608,-4047.87761355935
-2719.30143906383,-4052.7631335914
-2723.20979174823,-4057.48670063296
-2726.57818728618,-4062.27831442896
-2730.7834303416,-4067.0751749791
-2734.50595161355,-4072.04430449498
-2738.24079545993,-4076.67515714788
-2741.9928347951,-4081.44427551434
-2745.76056371818,-4086.42602412632
-2749.55990313661,-4091.24934390573
-2752.84469022028,-4096.03269742893
-2756.33618398834,-4100.88563459358
-2759.72279799564,-4105.50932933367
-2762.81260410249,-4110.30325276317
-2765.95167792962,-4114.93415622598
-2769.07358898243,-4119.70899102485
-2771.56065841418,-4124.59757217261
-2774.68291442221,-4129.45276724987
-2777.24175776838,-4134.19343118468
-2779.58825110391,-4138.89151048749
-2782.09061733422,-4143.85897019643
-2784.54246148828,-4148.67305663708
-2786.78283395015,-4153.52886505993
-2789.58593724094,-4158.04733916166
-2792.16102875265,-4162.80403709424
-2794.87349103121,-4167.56977108011
-2797.76806978691,-4172.45533878002
-2800.65275279098,-4177.34646650947
-2803.28760784982,-4182.25778670521
-2806.82699159094,-4187.01237084132
-2810.53852748982,-4191.86301360603
-2813.95866276299,-4196.59777032694
-2817.09588116041,-4201.41316276157
-2820.64001555266,-4206.13358231922
-2824.20037244262,-4210.91599620133
-2827.95111508309,-4215.70051972202
-2831.68809461495,-4220.35027842034
-2835.5253809951,-4225.0682718525
-2839.06739124658,-4229.92698436371
-2843.49631728828,-4234.80919399367
-2847.14435532563,-4239.57035174791
-2850.9603559102,-4244.48209212748
-2854.73129371831,-4249.40100198332
-2858.27036376699,-4254.06083444374
-2861.60382771279,-4258.68108741356
-2865.03041945838,-4263.45469500985
-2868.12868207393,-4268.08949232927
-2871.50896939169,-4272.93493025586
-2874.89249949697,-4277.61394226535
-2877.4917129211,-4282.37602983844
-2880.32871023181,-4287.32196692385
-2882.88785615017,-4292.18526785768
-2885.59232319933,-4297.00394900251
-2888.38642381293,-4301.675391699
-2890.71497878268,-4306.13430229463
-2893.32114201098,-4310.84468408136
-2896.0190487523,-4315.52421858161
-2898.13088779681,-4320.18883126498
-2901.09102548776,-4325.02883431111
-2904.16083109529,-4329.77810294231
-2906.899130373,-4334.36152210796
-2910.16983896407,-4338.90866076475
-2913.64029460308,-4343.82095944946
-2917.11983099782,-4348.89828794118
-2920.70412545573,-4353.63106826297
-2924.06725798,-4358.35046112561
-2927.273060543,-4363.05570451882
-2930.81676770182,-4367.70415459897
-2934.69380436106,-4372.47036145649
-2938.8215879535,-4377.0619760099
-2942.45080961078,-4381.83276972993
-2946.05738139358,-4386.58177692964
-2950.1142173665,-4391.30385896698
-2954.06503710729,-4396.04232835248
-2958.26471961802,-4400.69698407849
-2962.2627089348,-4405.42626089123
-2965.87393823093,-4410.32165804937
-2969.56933814504,-4415.15728320659
-2972.98939247528,-4419.91261816148
-2976.27909569074,-4424.68931688985
-2978.71742443996,-4429.41765773472
-2981.63382650892,-4434.23657472429
-2984.2610890996,-4438.94879824331
-2986.97333175126,-4443.63343094301
-2989.37149659087,-4448.43579488297
-2991.55517749056,-4453.18972985512
-2993.97355451415,-4457.86265248509
-2996.74744127469,-4462.60709441222
-2999.00739154514,-4467.67450047027
-3001.27405610792,-4472.68265445962
-3004.39353588967,-4477.55834328213
-3007.281232125,-4482.3885400024
-3010.37645667736,-4487.3165924811
-3013.80730031547,-4492.24412854929
-3017.17711768058,-4497.1599882568
-3020.63885066614,-4501.98642812456
-3024.07432885886,-4506.78217953167
-3027.71690080001,-4511.71862753143
-3031.53611720185,-4516.67536213627
-3035.39575428702,-4521.49676441468
-3039.20606378329,-4526.24467092039
-3043.16347893243,-4531.09635536275
-3047.30263294883,-4535.76295411318
-3051.0911236424,-4540.60691968689
-3054.73418103687,-4545.4747736731
-3058.44409320905,-4550.28941566064
-3062.56153170094,-4555.11873502995
-3066.59548358953,-4560.06907117201
-3070.02558060988,-4564.94636654832
-3073.21593863797,-4569.79234621406
-3076.58973878135,-4574.44814946514
-3079.69660536415,-4579.08174130911
-3082.98091400385,-4583.8203820512
-3085.81918944177,-4588.70208300127
-3088.71552307495,-4593.44312261481
-3091.47583200982,-4598.14304998593
-3094.16430351154,-4602.82064180963
-3096.85859483822,-4607.47780777987
-3099.44694599447,-4612.09657166817
-3102.0893054401,-4616.9977342138
-3104.61516365298,-4621.89952938832
-3107.10118076835,-4626.56887804272
-3109.24403021147,-4631.33695104865
-3111.99779943395,-4636.29277617318
-3115.01101223041,-4641.32672787109
-3118.07745651651,-4646.21741223971
-3121.68596310632,-4651.21542600357
-3125.66740342231,-4656.15917441241
-3129.42382592995,-4660.83535468869
-3133.09961173844,-4665.39811189902
-3136.84895239438,-4670.18609214108
-3140.84093341233,-4674.96832710936
-3144.73387605683,-4679.64095866523
-3148.65217178585,-4684.38452360809
-3152.63061542859,-4689.29709882869
-3156.02904293976,-4694.02944501482
-3160.03780877892,-4698.82456866006
-3163.96294009143,-4703.80333738528
-3167.88369249559,-4708.62331823782
-3171.52059952214,-4713.4711527112
-3174.3466011968,-4718.14418432469
-3177.89756726359,-4722.96255332095
-3181.28782078496,-4727.82429936745
-3184.69006961192,-4732.77498543139
-3187.7817839736,-4737.39157247368
-3190.65494273775,-4742.11551673202
-3193.34759340677,-4747.00937318531
-3196.07618319523,-4751.82115594768
-3198.53531903845,-4756.61678852331
-3200.99757585875,-4761.38513617838
-3203.93086081626,-4766.1889567531
-3206.98496774413,-4771.04999636069
-3210.08708638502,-4775.90373444288
-3213.09942414938,-4780.70852919881
-3216.19177715387,-4785.46353815184
-3219.51433801311,-4790.32186036038
-3222.68451858909,-4795.15776602274
-3226.00471763414,-4799.94648416606
-3229.69380133825,-4804.76344262913
-3233.26744245582,-4809.66760145552
-3236.89961377627,-4814.58215424514
-3240.66102048431,-4819.43515440362
-3244.47151826453,-4824.30190103591
-3248.17517654606,-4829.1882780902
-3252.23860832638,-4834.06477768124
-3256.28342438423,-4838.82286008839
-3260.24453509181,-4843.79784359252
-3264.1802974393,-4848.77833654967
-3267.89781540685,-4853.6021531907
-3271.87175346646,-4858.48671115572
-3275.49288226657,-4863.38535769666
-3278.82861641346,-4867.98062904141
-3282.15695224407,-4872.86280586504
-3284.95656989476,-4877.77618881714
-3288.32452230087,-4882.68483571427
-3291.75594880866,-4887.34273563791
-3295.08193412891,-4892.28284505478
-3297.23124522934,-4897.20272539423
-3300.36637400852,-4902.16387738668
-3303.25339170058,-4907.08415936321
-3305.62771743507,-4911.97151830177
-3308.11474748666,-4916.86620764436
-3310.93195514531,-4921.89664414112
-3314.1949137053,-4926.79378729804
-3316.96072155975,-4931.45960483518
-3319.42012701676,-4936.43412593886
-3322.2653492573,-4941.12706133777
-3324.71233408537,-4945.93542329813
-3327.76296744809,-4950.71555950918
-3331.02506997648,-4955.62960039554
-3334.62078866909,-4960.44626517644
-3338.39832976569,-4965.06355227622
-3342.29482122177,-4969.82059278528
-3346.17871061224,-4974.82374739099
-3349.94400642667,-4979.90608758946
-3353.65260198849,-4985.06147504274
-3357.81550895319,-4989.88228301972
-3358.24947841167,-4990.93281307788
-3357.9963324097,-4990.95527113338
-3357.49785792312,-4991.62839827826
-3358.17646233562,-4993.16429432699
-3358.00288321213,-4993.87282512059
-3357.79185109662,-4994.97729220736
-3359.48912693849,-4997.35884533109
-3361.85299238712,-5000.58695821137
-3364.6595216903,-5004.40707414776
-3367.21304259858,-5008.9326228852
-3370.14244638595,-5013.54029807398
-3369.89736824139,-5014.96324783778
-3370.76347318962,-5017.61097458397
-3372.90448219535,-5021.10546854005
-3375.42622458236,-5025.13614194553
-3377.9940431874,-5029.6198228827
-3380.93310961764,-5034.44242266637
-3383.98179735206,-5039.18302341865
-3384.23447932219,-5040.75288996643
-3384.85375241304,-5043.09024530623
-3387.03530131074,-5046.82730289103
-3389.77822594651,-5051.16275010031
-3393.22014030504,-5055.87833512315
-3396.67544053995,-5060.78011555867
-3400.50333601817,-5065.72593487954
-3401.74308161485,-5067.32373011492
-3403.43573246085,-5069.82381296554
-3406.46837859069,-5073.56334793618
-3410.1061459394,-5077.81868748088
-3413.7446169875,-5082.36549991175
-3417.51003190679,-5087.21789486132
-3421.27339509732,-5092.15062979511
-3422.70066639722,-5093.95177487037
-3423.82008354079,-5096.44855658861
-3426.87489813972,-5100.04869040485
-3430.42126934308,-5104.11979477465
-3434.12234990587,-5108.64522591627
-3438.01332280067,-5113.29710855429
-3441.69192521079,-5118.28412022297
-3442.12661498866,-5119.91373936636
-3443.62928451499,-5122.35240690293
-3446.18398043372,-5125.95655094091
-3448.55171951998,-5130.00746823266
-3451.47830070493,-5134.51565295686
-3454.43330356664,-5139.26979096894
-3457.59295910837,-5144.24516521513
-3458.14677701836,-5145.93682922149
-3458.93096312922,-5148.24860068648
-3460.76584823573,-5151.95576951914
-3463.2621041183,-5156.10622959101
-3465.85846063559,-5160.62524798954
-3468.41395613665,-5165.39991977876
-3471.65629468685,-5170.40550578149
-3473.67469342329,-5174.12345101243
-3476.38825196395,-5178.11649812527
-3479.19783560137,-5182.43389974855
-3482.4032728162,-5187.06997415598
-3486.09780698084,-5191.76760858315
-3489.98847954816,-5196.39310378116
-3493.72535501503,-5201.39184062099
-3497.20706005837,-5206.04258755297
-3500.5790897685,-5210.72012172122
-3504.04214854935,-5215.46030521856
-3508.11417260781,-5220.48556678149
-3512.05542128768,-5225.38962688528
-3516.20238099483,-5230.09469555998
-3520.24905003311,-5234.8815369164
-3523.4084686565,-5239.58707581972
-3526.34038399434,-5244.19557006459
-3529.25672621124,-5248.84389535338
-3532.24741038473,-5253.7716928396
-3535.402318828,-5258.43466251264
-3538.40978772801,-5263.04471749077
-3541.81339335937,-5267.70088925952
-3544.51978834749,-5272.56930261411
-3547.32886117826,-5277.1600167748
-3550.44720155823,-5281.94897529196
-3553.2055913155,-5286.74399945332
-3555.83766161754,-5291.43349105321
-3558.06587571272,-5296.15104259871
-3561.12875627733,-5300.81910685055
-3564.2046881908,-5305.43691301347
-3566.99101436763,-5310.18216220397
-3569.80523141785,-5314.86232229049
-3572.89001491929,-5319.45614558582
-3575.76767885811,-5324.01191574092
-3579.06581462813,-5328.84588297687
-3582.31693762953,-5333.4734099397
-3585.7660128152,-5338.00619087376
-3589.09051940188,-5342.78170331863
-3592.20882342263,-5347.56225266252
-3595.87493045174,-5352.28465594067
-3599.87777403635,-5357.21042351996
-3603.64609777184,-5362.12480336112
-3607.5548023967,-5366.93228885985
-3611.09763547083,-5371.81422290486
-3614.51679082657,-5376.70558709593
-3618.17852009347,-5381.4765444413
-3621.94931520759,-5385.99049892372
-3625.06423389559,-5390.7562249027
-3628.93964057785,-5395.61568808286
-3632.27684586327,-5400.38793974763
-3635.84520631264,-5405.18192914032
-3639.21819557877,-5409.92173910465
-3642.22880605755,-5414.83949089026
-3645.04071610091,-5419.58016848476
-3647.74205852763,-5424.31746923327
-3650.25675826057,-5429.05249471956
-3652.49104353354,-5433.70291395577
-3655.32350056329,-5438.2735348636
-3657.75162984551,-5442.82047824501
-3660.40378751775,-5447.75103729928
-3662.8290370121,-5452.40743869204
-3665.15537344944,-5457.1429823816
-3667.64762650954,-5461.74326232558
-3670.14947201378,-5466.4453202264
-3673.30056725935,-5471.07651032547
-3676.35212695618,-5475.81175969333
-3679.01836122989,-5480.52843673506
-3681.83798547752,-5485.25930297885
-3685.27269711787,-5490.10877660098
-3688.70389741809,-5494.80336372134
-3692.51407070755,-5499.49899166388
-3696.51584405195,-5504.25665518054
-3700.44322899162,-5508.95329722657
-3704.36988018131,-5513.85515146216
-3708.15800233452,-5518.58051804678
-3712.0205403312,-5523.42431338873
-3716.02765621714,-5528.34973631424
-3719.90894118744,-5533.07703205139
-3723.1913741058,-5537.95532962809
-3726.75446198363,-5542.82151869949
-3730.27302914911,-5547.65705008506
-3733.72763311581,-5552.4157035122
-3736.48504838811,-5557.24140400565
-3739.66531788554,-5561.9994864111
-3742.95451366214,-5566.63300379413
-3745.39675947323,-5571.49586589888
-3748.36992477173,-5576.05375392237
-3751.47160496313,-5580.75492194155
-3754.54747983981,-5585.38164478847
-3757.26419931546,-5590.1257329395
-3759.81912783812,-5594.8125645774
-3762.13209952678,-5599.54119753256
-3765.011166447,-5604.35379637601
-3767.45471525157,-5608.987593725
-3770.52499001333,-5613.60661013922
-3773.39297843701,-5618.43758522562
-3776.04638990373,-5623.36646747266
-3779.10682776398,-5628.0517914114
-3782.47891801078,-5632.78350237938
-3785.05998070186,-5637.70160779704
-3788.60107822077,-5642.36273758278
-3792.18355225628,-5647.16420764132
-3795.60580713227,-5651.89034692804
-3799.1891340203,-5656.68462029137
-3802.7191486701,-5661.16221486232
-3806.64810429453,-5665.70896976111
-3810.56635854216,-5670.62558380991
-3814.46229481658,-5675.42431609396
-3818.14836129611,-5680.26671095322
-3822.02987446145,-5685.04693568657
-3825.43126249959,-5689.89056141764
-3828.59279664774,-5694.7539472688
-3831.73388130602,-5699.45586386106
-3834.96346432675,-5704.24025037608
-3838.22330081576,-5709.10896442602
-3841.39054591567,-5713.83374439837
-3844.17887699812,-5718.61139705298
-3846.65763749805,-5723.44864587119
-3849.79786330788,-5728.21049331349
-3852.45266568849,-5732.98292184504
-3855.63403511672,-5737.75914524905
-3858.42363784159,-5742.47194943584
-3860.56483332289,-5747.276821852
-3863.33226683452,-5752.09701500636
-3866.09960696204,-5756.81231860032
-3868.48826219573,-5761.59917884386
-3871.44214180948,-5766.34265949873
-3874.37495287948,-5771.06696453709
-3877.35193143973,-5775.73642112676
-3880.50508918348,-5780.54086301478
-3883.7650578513,-5785.31470306714
-3887.0112432905,-5790.11077109138
-3890.4393961494,-5794.85632415053
-3893.96030899652,-5799.65443422798
-3897.23590269881,-5804.27686426887
-3900.61909399147,-5809.09428347549
-3904.25505775008,-5814.03280405917
-3907.97124991001,-5818.65630363385
-3911.23248267369,-5823.31526903037
-3914.55562426528,-5828.00451309558
-3918.46923199743,-5832.83239421737
-3921.97905399988,-5837.55966714917
-3925.06321791629,-5842.46615350367
-3928.72276448766,-5847.26847460323
-3931.76638122911,-5851.71522977411
-3935.32465618069,-5856.3994215882
-3938.93305104203,-5861.20211284642
-3942.10259610053,-5866.06969069462
-3945.61105747343,-5870.84458456592
-3948.5634259511,-5875.50398767025
-3951.8701916984,-5880.22347152512
-3954.81808188159,-5885.11953176206
-3957.56472761044,-5889.76669647982
-3959.87141971969,-5894.34136582972
-3963.15072862591,-5898.83749546883
-3965.80123268261,-5903.52316031916
-3968.48998483273,-5908.3789362345
-3971.45189543425,-5913.23311334134
-3973.97618769884,-5917.89108525368
-3976.59340051805,-5922.67574134666
-3979.51080978049,-5927.32229876104
-3982.46045890925,-5932.07358668092
-3985.93717566525,-5937.00208347349
-3989.4959023476,-5941.73153975935
-3993.25036751087,-5946.55043477679
-3996.76754758325,-5951.37112905204
-3999.86563235904,-5956.21300900412
-4003.7110701745,-5961.00460844216
-4007.7499469625,-5965.79958310443
-4011.52275183241,-5970.67828639572
-4015.4189849777,-5975.55011587567
-4019.44194101021,-5980.43659548033
-4023.36833152824,-5985.41557308768
-4026.68846568317,-5990.2786411983
-4030.31048367801,-5995.14159002085
-4033.08719398794,-6000.05384631965
-4036.3338213109,-6005.02101250819
-4039.83901081894,-6009.92456525345
-4043.36289293159,-6014.78470994173
-4046.36206497333,-6019.40483297379
-4049.54323923691,-6024.16812449793
-4052.18504382366,-6029.03733057784
-4054.84793979882,-6033.86483300034
-4057.51809952046,-6038.50809063316
-4060.97271111403,-6043.15596725503
-4063.2213212294,-6048.0052422773
-4065.26656018436,-6052.85536880996
-4068.27748132457,-6057.56342819461
-4070.73257407409,-6062.19674307179
-4073.21938365301,-6066.90508693763
-4076.0755215144,-6071.47456886096
-4079.2210822949,-6076.21593369833
-4082.2407435452,-6081.14397132825
-4085.41399768109,-6085.87330370596
-4088.9408521883,-6090.63463534243
-4092.4620103845,-6095.37189763333
-4095.79180127952,-6099.99807540471
-4099.41485937325,-6104.63397061172
-4103.44431115785,-6109.43192975962
-4107.47893612376,-6114.3196658276
-4110.55934296135,-6119.23461780941
-4114.73490667293,-6123.92668787185
-4118.4324805121,-6128.69721807158
-4122.35438396076,-6133.60562572717
-4125.87650798454,-6138.5275692659
-4129.95579339026,-6143.26490435402
-4133.2867782433,-6148.07916830248
-4136.75246223956,-6152.77027531209
-4140.11997975431,-6157.34739571661
-4143.14562156382,-6162.0079943377
-4146.49295384249,-6166.8143340668
-4149.5902065878,-6171.74067388851
-4152.27291862121,-6176.38094269839
-4154.9139282147,-6181.19325707591
-4157.56244003007,-6186.03808068311
-4160.21883402358,-6190.89969457361
-4163.25785480634,-6195.81243348525
-4165.65763715777,-6200.71445997033
-4168.55097023661,-6205.48503843007
-4171.16296011751,-6210.37820238312
-4174.12788900085,-6215.15681936388
-4177.23390227394,-6220.00793690014
-4180.04367343389,-6224.92316918225
-4182.96119963504,-6229.77236911742
-4185.85397657279,-6234.52602786013
-4189.22459377033,-6239.31534071512
-4193.046796406,-6244.27797432129
-4196.58023528555,-6249.14867781805
-4200.34898872605,-6253.92457472202
-4204.18805029719,-6258.81644817932
-4208.12836497566,-6263.46344213365
-4211.82764673639,-6268.28970228316
-4216.21929667343,-6273.14711207061
-4220.02964607073,-6278.00775958045
-4223.80890210974,-6282.93167630693
-4227.38192544983,-6287.80277205334
-4231.14608344659,-6292.76094694483
-4234.32427812373,-6297.44319630619
-4237.59218445056,-6302.20081045117
-4241.1802608155,-6307.02424993604
-4244.74816124882,-6311.95195083197
-4247.79605370758,-6316.76851474578
-4251.04263128276,-6321.47676522528
-4253.85678653048,-6326.19541689038
-4256.15578836696,-6331.03684655215
-4259.40666339381,-6335.68504351953
-4262.35605809645,-6340.37679257408
-4265.53935875565,-6345.11918375335
-4268.3286761262,-6350.05372448916
-4271.25449639839,-6354.82983785377
-4273.74175844748,-6359.50774165875
-4276.29931356034,-6364.29180440663
-4279.32662149252,-6369.21505540828
-4282.57096491447,-6374.20191622249
-4285.50025943295,-6379.12061082191
-4288.71858774654,-6384.06858830746
-4292.01202269549,-6388.97921515784
-4296.03138632616,-6393.87948851521
-4299.58540526505,-6398.77378248922
-4302.97202192071,-6403.57353838463
-4306.40604401727,-6408.43220979069
-4309.84559096481,-6413.18355354834
-4313.68548701817,-6418.04741524407
-4317.24515832184,-6422.91357486936
-4321.42141452843,-6427.71725540275
-4325.25245154605,-6432.63614750593
-4328.8816435992,-6437.51148167426
-4332.56429129006,-6442.40864484712
-4336.11937818079,-6447.25121773615
-4339.32837682815,-6452.02863949967
-4342.36510217781,-6456.94365520058
-4345.69229075507,-6461.93123197605
-4349.20627459859,-6466.6259264518
-4352.3832919334,-6471.33034224173
-4355.52831527904,-6476.15343728776
-4358.5241438635,-6480.95491718102
-4361.46770145924,-6485.7252858425
-4363.97377117034,-6490.49092613917
-4367.14173796431,-6495.12304417438
-4369.92777106579,-6499.85108098387
-4372.74586759743,-6504.59636882915
-4375.75600456699,-6509.32189952424
-4378.46367863505,-6513.92060554896
-4381.62817627741,-6518.71534226911
-4385.02879453622,-6523.41567303071
-4387.99067840246,-6528.20255055218
-4391.0700212944,-6532.97092804348
-4394.13875752703,-6537.71444270916
-4397.28072589083,-6542.46676120195
-4400.15541983065,-6547.12727905598
-4403.81492197003,-6551.92154320218
-4407.30952021508,-6556.59438656554
-4411.04169533036,-6561.29684947561
-4414.82742366061,-6566.06068555544
-4418.12011609987,-6570.88827143969
-4421.94135630742,-6575.64182286223
-4425.71329350931,-6580.50519566549
-4429.14416747897,-6585.50901695568
-4432.91766403618,-6590.45285499733
-4436.88169480212,-6595.20528020778
-4440.09971066753,-6599.95685226438
-4443.55147950012,-6604.62808628411
-4446.42116845306,-6609.5943979102
-4449.32572770167,-6614.34808461993
-4452.65156975041,-6619.0944680317
-4456.53752421365,-6623.78369397143
-4459.01153163396,-6628.48530249912
-4461.86671184415,-6633.36073530463
-4464.48071673478,-6638.03325533268
-4467.14282729156,-6642.76009738997
-4469.67425549796,-6647.4599925899
-4472.76349645343,-6652.36970743733
-4475.61501225555,-6657.43057632414
-4475.58226599659,-6658.6848800412
-4474.68926381244,-6658.38074213709
-4473.45496914404,-6658.84160966049
-4471.79028280784,-6659.10455170014
-4471.81475155348,-6660.1485500159
-4472.4662067152,-6662.22651641957
-4473.84839918505,-6665.06694532335
-4476.11259311879,-6668.51318621367
-4479.32217683152,-6672.5229567158
-4483.11016152288,-6676.85779665712
-4483.92314153152,-6678.34000824086
-4485.28142123907,-6680.86819946101
-4487.95331270934,-6684.36097646443
-4491.51992573535,-6688.49634006498
-4495.09656831953,-6692.66741625863
-4498.98133709574,-6697.34311597003
-4502.85138602239,-6702.20723060808
-4503.45523051708,-6703.83114927387
-4504.87422070075,-6706.51938505946
-4507.62382601518,-6710.2213986133
-4510.53359731392,-6714.29826377415
-4513.92819815265,-6718.80542753427
-4517.142888592,-6723.51777648092
-4520.76374915956,-6728.45132306833
-4521.20589114033,-6729.94734010672
-4522.09099446754,-6732.39047497233
-4524.30258802098,-6735.89737539029
-4527.03290740905,-6739.83362179498
-4529.42791179251,-6744.07387229059
-4532.68259717442,-6748.67414091534
-4536.13428198605,-6753.72227666778
-4536.80955052189,-6755.24416619027
-4537.84322528429,-6757.72247867566
-4539.83316348014,-6761.39562288016
-4542.0719834169,-6765.54749343208
-4545.30758143218,-6770.16080228707
-4548.63016440646,-6774.90261758486
-4552.2812258332,-6779.88947302014
-4553.09684633197,-6781.56885619572
-4555.21222827621,-6784.20022010239
-4557.84460089893,-6787.6705713383
-4561.14115386678,-6791.89000455821
-4564.42565405387,-6796.53249772272
-4568.48557209083,-6801.25652792246
-4572.76016636307,-6806.19676362425
-4573.22554504359,-6807.92739681052
-4574.94721980133,-6810.30863952248
-4578.04433950157,-6813.86171521602
-4581.41823759676,-6818.10326350688
-4584.99669134407,-6822.71890990493
-4588.93339861761,-6827.69907305579
-4592.67729687293,-6832.62917539295
-4594.96346303132,-6836.18360869091
-4597.92616568968,-6840.26629610962
-4601.11687215408,-6844.59197429677
-4604.06997911614,-6849.30347581343
-4606.86385094676,-6853.96529342191
-4610.2638619436,-6858.80139590689
-4612.9506310536,-6863.67709569994
-4614.81337531541,-6868.19190384365
-4617.55660266797,-6872.61764185897
-4620.30843803084,-6877.06184289631
-4623.46357331323,-6881.81985250602
-4626.43237161026,-6886.61773829934
-4629.22976928746,-6891.38034068724
-4631.54422037648,-6896.2482300894
-4634.17430230948,-6900.86027729464
-4636.88338064717,-6905.59917737095
-4640.33991225025,-6910.17081246045
-4643.9936856549,-6914.81494334534
-4647.35238254617,-6919.59331089542
-4651.20710038678,-6924.34485462468
-4654.98984612498,-6929.28120075735
-4657.85938958422,-6934.19081885214
-4661.60641192321,-6938.8816763112
-4665.43872324231,-6943.57775202295
-4668.81142984374,-6948.24578278569
-4671.94599776247,-6953.04054781591
-4675.21842435276,-6957.90640847565
-4679.23161975341,-6962.70283375026
-4683.30927670381,-6967.34939645507
-4686.91676219501,-6971.9993758328
-4690.25081356534,-6976.73889971428
-4693.51560414673,-6981.33639339463
-4696.98615545022,-6986.10342123801
-4700.39597010832,-6990.73408926939
-4703.69067003575,-6995.40690477823
-4706.94546056859,-7000.09113466281
-4710.13056555525,-7004.76195679336
-4712.86943876511,-7009.42549264728
-4715.86104470095,-7014.21129361617
-4718.48336127354,-7018.83419507864
-4721.09268028022,-7023.39845734874
-4724.75857663754,-7027.99502601111
-4727.72058354486,-7032.61633249345
-4730.3031160649,-7037.4194856298
-4732.72088207923,-7042.48423593204
-4735.32800720577,-7047.18777473511
-4738.14442705454,-7051.88866317812
-4741.05833926873,-7056.69000711519
-4744.08577046004,-7061.55547284436
-4747.07239780975,-7066.42322177427
-4749.83071718328,-7071.27824483768
-4753.16476746315,-7075.9807840995
-4756.83174001868,-7080.53418218664
-4759.90474250599,-7085.30848884583
-4763.34339344861,-7090.03334641612
-4767.15989951524,-7094.76196014136
-4770.68254750448,-7099.37516473781
-4773.90583042928,-7104.03703659247
-4777.31740134713,-7108.61556825662
-4780.92828950386,-7113.61576053191
-4784.32639339517,-7118.34735886401
-4787.68570519282,-7123.23619652453
-4791.0748487605,-7128.21516039411
-4794.63779080014,-7133.15881545584
-4797.74842469905,-7138.02084054379
-4800.79413190247,-7142.87108451617
-4803.74681475,-7147.78067728479
-4806.40182214317,-7152.66061590584
-4809.46281617118,-7157.37536572547
