Achiever,Killer,Explorer,Socializer
-2958.80827795697,-1770.1346726376,-2421.96262080331,-1664.67894422642
-2962.43166388407,-1772.34650957398,-2425.07740830834,-1666.69401011448
-2967.95299446593,-1775.79218211131,-2429.72873194793,-1670.13000611177
-2974.46194747203,-1779.92942779404,-2435.31232293131,-1673.86511232924
-2981.54566903406,-1784.45845602918,-2441.24952737384,-1677.82334523014
-2988.95379045419,-1789.17827976897,-2447.58012624019,-1682.15741607011
-2996.79432305597,-1793.92990848568,-2453.9212215696,-1686.43427307087
-2997.89446787041,-1794.96532747785,-2455.39922295195,-1687.57661822353
-3000.49739811709,-1796.8381926816,-2458.31369319468,-1689.56214788662
-3005.63335404313,-1800.1809157465,-2463.04298664091,-1692.85459545174
-3012.42463509442,-1804.11791707787,-2468.6935970019,-1696.6964886564
-3019.88911140461,-1808.48509564524,-2475.00994168601,-1700.76308893813
-3027.55048204094,-1813.18383048341,-2481.47408340014,-1705.12050773231
-3035.71394408875,-1817.85644734179,-2488.31708364575,-1709.74104523501
-3042.28953208155,-1821.54274251785,-2493.82753771365,-1713.68718940688
-3049.37687708943,-1825.56528911965,-2499.73329018994,-1717.60004159828
-3056.95126179457,-1829.85662263633,-2505.96758811934,-1721.6405931867
-3064.93001668178,-1834.46776000107,-2512.38595027267,-1726.03679547745
-3073.19808905402,-1839.20129173915,-2518.98632834784,-1730.67836298931
-3081.65511761576,-1844.08000399357,-2525.6136935476,-1735.2511896437
-3089.87826688662,-1849.1503464756,-2532.16885085412,-1739.82414941503
-3097.97998735192,-1853.91512295367,-2538.62447940205,-1744.3622139789
-3105.99205585634,-1858.7222852055,-2545.08252159527,-1748.87493258894
-3114.39680037049,-1863.5611932086,-2551.77639652223,-1753.32414295585
-3122.86435894591,-1868.57385974864,-2558.4443320489,-1757.8513737106
-3131.45959254248,-1873.56480757412,-2565.24300174783,-1762.56936722759
-3140.2000386624,-1878.7110722989,-2572.00667337463,-1767.21852428803
-3148.93357319022,-1884.04892682128,-2578.85087845945,-1771.94519204335
-3157.79721723088,-1889.30610450621,-2585.62457216819,-1776.39852680171
-3166.49091603632,-1894.40502779219,-2592.32320744361,-1780.88005064533
-3174.88850236284,-1899.38058397943,-2598.98825750597,-1785.58135211889
-3183.12030612895,-1904.19772051919,-2605.62433590596,-1790.02065944466
-3191.17883182371,-1909.0575154617,-2612.19904200265,-1794.48787814936
-3198.99545346223,-1913.81882873764,-2618.52646043926,-1798.93512092818
-3206.79456066358,-1918.48034593143,-2624.80345387662,-1803.26095891157
-3214.22197715348,-1923.11206024875,-2630.99421212181,-1807.59423099058
-3221.39435480872,-1927.55558629879,-2637.153682583,-1811.61244104342
-3228.64623000473,-1932.00089048379,-2643.33175981321,-1815.50698086584
-3235.7667343656,-1936.26382203891,-2649.49629160301,-1819.48146699612
-3242.83606827477,-1940.82778249761,-2655.60563355497,-1823.76528015358
-3249.90653552427,-1945.29662775534,-2661.8617311054,-1828.09258218203
-3256.9662589413,-1949.816023303,-2668.08343136308,-1832.31365901786
-3264.15789946181,-1954.23040940078,-2674.15998231242,-1836.28645382894
-3271.39587668342,-1958.42851830794,-2680.28925020738,-1840.44592964948
-3278.59811412601,-1962.70886778406,-2686.6204294715,-1844.66833567263
-3285.90084790396,-1967.06795092985,-2692.89531689068,-1849.04071682171
-3293.28046155785,-1971.54786101118,-2699.10957604705,-1853.43867251781
-3301.08494917684,-1976.13172025558,-2705.52007828782,-1857.69590437107
-3309.07817946954,-1980.74840304016,-2712.03939287274,-1862.45858900137
-3317.0169878919,-1985.29724895969,-2718.47516639458,-1867.07197252276
-3324.83050701129,-1989.96575146692,-2724.94072852346,-1871.67022697411
-3332.88684557654,-1994.53723353041,-2731.31330225083,-1876.19662024385
-3340.97338475242,-1999.12253352663,-2738.07337766251,-1880.56719869428
-3349.39958934364,-2003.79656044963,-2744.69386680081,-1885.15724442398
-3357.41388118773,-2008.79232502484,-2751.09402952788,-1889.79209703315
-3365.79053954256,-2013.96088598404,-2757.63282674236,-1894.51937773303
-3374.08185961075,-2018.78140736732,-2764.33673696532,-1899.17263643338
-3382.57751525311,-2023.74425948266,-2771.10747078865,-1903.76100349598
-3391.15108897777,-2028.8657576402,-2777.7337074102,-1908.32349535571
-3399.56690056708,-2033.82615520687,-2784.33785122,-1912.8439761163
-3407.9969184882,-2038.80412331314,-2791.07056953251,-1917.40266072968
-3416.76065177121,-2043.74227415912,-2797.5804921708,-1921.94135243543
-3425.36905536395,-2048.79650402084,-2804.11671191422,-1926.60463524646
-3433.55306043778,-2053.76108991385,-2810.35426196704,-1931.30584557836
-3441.3176529745,-2058.5366549813,-2816.75039707015,-1935.71516858648
-3448.84172679124,-2063.19077732363,-2823.00287426675,-1939.98618216109
-3456.003372703,-2067.64555261472,-2829.0164006215,-1944.03861700971
-3462.9713482769,-2072.30581328479,-2835.17327685005,-1948.20703529668
-3470.18753226816,-2076.98697486148,-2841.41650062039,-1952.39027015724
-3477.33054276931,-2081.4003729401,-2847.57339025304,-1956.4866729084
-3484.40648918312,-2085.78616271984,-2853.65071958713,-1960.57283348537
-3491.53873619641,-2090.12372644056,-2859.69344615254,-1964.62845642934
-3498.75161136525,-2094.50630967637,-2865.85835027838,-1968.67993335048
-3506.30887106093,-2099.02406709412,-2872.18003750928,-1972.79153980384
-3513.61491343616,-2103.53953374581,-2878.37116813744,-1977.16206956061
-3521.08225000549,-2107.90254627514,-2884.62117268908,-1981.30387436119
-3528.77447604124,-2112.33482623256,-2890.69877217214,-1985.7065114742
-3536.49780169349,-2116.71093544009,-2897.01537721004,-1990.17598921283
-3544.21109500299,-2121.40604858957,-2903.45637159855,-1994.65947835907
-3552.05788422706,-2125.89225377378,-2909.74087313194,-1999.09354081884
-3559.80917268228,-2130.41123711826,-2916.15944861751,-2003.73393386092
-3567.92285589826,-2135.04892923561,-2922.6746054109,-2008.27576260178
-3575.86235878603,-2139.61228881138,-2929.15483082787,-2012.76956921982
-3583.98763175251,-2144.43454755949,-2935.68665513728,-2017.24223358013
-3592.15190364561,-2149.12194721183,-2942.28178502929,-2021.71358435983
-3600.49855044546,-2153.88453852802,-2948.78007719061,-2026.16205569815
-3608.85863252129,-2158.85216990493,-2955.43620045253,-2030.67297416763
-3617.29093190561,-2163.85184853445,-2962.14156993137,-2035.22256719871
-3625.86174369236,-2168.95506210428,-2968.88530510131,-2039.70599589712
-3633.86254179421,-2173.90475519199,-2975.71058768387,-2044.33218339675
-3642.25630150029,-2179.05252585739,-2982.4438635184,-2049.01506443057
-3650.74083786547,-2184.04659098976,-2988.99493925729,-2053.58735402881
-3659.1855408695,-2189.1944721542,-2995.73874878137,-2058.24744519307
-3667.79369905089,-2194.29148157288,-3002.37340249927,-2062.85959822455
-3676.0360209205,-2199.2929353761,-3008.98643090507,-2067.29069745328
-3683.86295641151,-2204.09636037237,-3015.42423254556,-2071.74477131235
-3691.53794958234,-2208.88900535727,-3021.65592567054,-2076.08824334506
-3698.69184122975,-2213.57858401126,-3028.08561883905,-2080.29740547179
-3706.0225082632,-2218.23351226485,-3034.55857923467,-2084.48446357161
-3713.00994654211,-2222.93902300932,-3040.77060502967,-2088.62632979177
-3719.97842112663,-2227.53684287099,-3047.05006110359,-2092.7935001969
-3726.86821536408,-2231.99397280364,-3053.31008836007,-2096.93730813326
-3734.14506158954,-2236.49155466139,-3059.41161535478,-2101.03374936966
-3741.85164423309,-2240.99337880938,-3065.74664866557,-2105.30047287622
-3749.18149611184,-2245.60238761264,-3071.98896640037,-2109.5111736312
-3756.65537812842,-2250.03143487254,-3078.25414584279,-2113.9114418408
-3763.89761921286,-2254.5242056933,-3084.55207969327,-2118.14980019421
-3771.24633336366,-2258.99852390978,-3090.73891954036,-2122.36437303425
-3778.93085794062,-2263.38705411041,-3097.08316317246,-2126.6686251416
-3786.62709258986,-2267.85083459296,-3103.38593213873,-2131.17391564159
-3794.37069538992,-2272.24172737458,-3109.79856361488,-2135.7246866896
-3802.01894715603,-2276.7868015566,-3116.12299259392,-2140.22625977806
-3809.9588762709,-2281.29475903847,-3122.62313948255,-2144.77734997518
-3817.81629449669,-2285.90970318864,-3129.18527664605,-2149.43974721901
-3825.94153339655,-2290.56506643337,-3135.78810864339,-2154.08120181677
-3834.21495740824,-2295.3685032569,-3142.35956832392,-2158.66355306621
-3842.63802590345,-2300.2954137043,-3149.09106352156,-2163.27443602069
-3851.14222129689,-2305.22214013831,-3155.70467405087,-2167.77205537125
-3859.51191223432,-2310.13248293174,-3162.16440116577,-2172.37114965607
-3867.89242109666,-2315.11730048175,-3168.80972496072,-2176.96230775721
-3876.54445228345,-2320.03839523171,-3175.60656174071,-2181.58572812365
-3885.17698101238,-2325.06565611058,-3182.43627242853,-2186.39387527244
-3893.66218757563,-2330.18716444106,-3189.40752617238,-2191.01715529347
-3901.96661429843,-2335.19048513347,-3196.06982019065,-2195.77741041946
-3910.56420768204,-2340.25297747106,-3202.69113960658,-2200.52322836785
-3919.25524461287,-2345.24007690149,-3209.1715742425,-2204.95037291226
-3927.33792556191,-2350.10042474066,-3215.41558046283,-2209.44084689783
-3935.33259075202,-2354.92500446644,-3221.81034364572,-2213.77048938726
-3943.2376897488,-2359.6776844631,-3228.23282464878,-2218.11343051768
-3950.85437525284,-2364.42388018183,-3234.54566535303,-2222.44891117027
-3958.27976501912,-2369.14567434487,-3240.79627547536,-2226.59186693805
-3965.72358717386,-2373.72948125183,-3247.17808260183,-2230.88918776498
-3973.21387916667,-2378.44988016023,-3253.52503116579,-2235.382596996
-3980.41770177466,-2382.94203313858,-3259.84491859972,-2239.64514759305
-3987.74059549068,-2387.38030602602,-3266.12430102634,-2243.71614838097
-3995.49081565806,-2391.74412833913,-3272.28454888593,-2247.76034956919
-4002.86840878854,-2396.33791121613,-3278.6004501849,-2251.7746805141
-4010.21400174929,-2400.88936735787,-3284.91022321843,-2256.14893933791
-4017.73919936987,-2405.40879897448,-3291.05585767351,-2260.3986084432
-4025.34478906767,-2409.98033025098,-3297.57093940768,-2264.84644703061
-4032.91921911854,-2414.34968410666,-3303.78710968487,-2269.2764070336
-4040.50396664029,-2418.71489323745,-3310.14020863901,-2273.68324987915
-4048.51048489613,-2423.31940091581,-3316.62574835939,-2278.12292988947
-4056.30381049787,-2427.86454172723,-3323.17001500333,-2282.48843002876
-4064.54547535888,-2432.32969211117,-3329.58830396389,-2286.94289028673
-4072.62958155153,-2436.80018409005,-3336.11881731869,-2291.29126333094
-4081.00082492828,-2441.49679068651,-3342.67191440532,-2295.88618347954
-4089.03509201346,-2446.20381044981,-3349.359919364,-2300.45755911204
-4097.20163952234,-2450.89786331252,-3356.0466583605,-2304.92622997221
-4105.32690301686,-2455.63294426837,-3362.80030787424,-2309.62234817078
-4113.6215335705,-2460.55441759254,-3369.60453145598,-2314.18866827391
-4122.00117510501,-2465.51263013977,-3376.20092464011,-2318.64835043002
-4130.34735671339,-2470.45692927923,-3382.94681811123,-2323.13077478639
-4138.85036804389,-2475.35468908768,-3389.78019857075,-2327.75284226955
-4147.47618965605,-2480.24829570948,-3396.65991147471,-2332.33095036724
-4156.16880996224,-2485.17271081387,-3403.57140385391,-2337.02214777855
-4164.43604340526,-2490.13461799479,-3410.00807656498,-2341.67997163593
-4172.36713987703,-2495.02227220181,-3416.61308609215,-2346.2990303747
-4180.24762813899,-2499.94155816548,-3423.00923662112,-2350.8410839978
-4187.90719043989,-2504.73374242572,-3429.56874362525,-2355.25499496661
-4195.54173179548,-2509.49025322612,-3436.00916351897,-2359.67436066604
-4203.01796655693,-2514.3679992921,-3442.36935302932,-2363.78715066179
-4210.28286521241,-2519.06248498898,-3448.63063193747,-2367.99858817163
-4217.55952028312,-2523.74181371412,-3454.97152785679,-2372.19323870983
-4224.78059837381,-2528.3652154057,-3461.04862696339,-2376.59365550249
-4232.30150283368,-2533.06091872291,-3467.27371492856,-2380.95224109289
-4239.73989469468,-2537.7334497279,-3473.56119059064,-2384.99784118181
-4247.09505838768,-2542.46773621504,-3479.76925257888,-2389.13121595284
-4254.8678462696,-2547.15491463637,-3486.02512083375,-2393.4697847396
-4262.48983376059,-2551.59720930224,-3492.21901512997,-2397.92036196603
-4269.98517891753,-2555.92311898894,-3498.54736849058,-2402.2349520731
-4277.61312720175,-2560.6021384303,-3504.92975378199,-2406.59669271631
-4285.39052178448,-2565.16568493058,-3511.21328661366,-2410.99227162864
-4293.24410011051,-2569.83426556886,-3517.5706892584,-2415.36192625673
-4300.97441215408,-2574.38478460913,-3523.78241593253,-2419.75260791123
-4308.88754201716,-2578.97643582778,-3530.24108455074,-2424.2450138809
-4316.88480128245,-2583.68222253415,-3536.75975519811,-2428.72111856541
-4325.02273134995,-2588.43016619419,-3543.05861675623,-2433.29035767121
-4333.04377893537,-2593.20504902429,-3549.56159582344,-2437.84091342428
-4341.19216419105,-2598.09108042269,-3555.96380055668,-2442.33869145637
-4349.38315041433,-2602.95615618836,-3562.447522123,-2447.00768234822
-4357.73410023516,-2607.77523103101,-3569.14966943345,-2451.62429508558
-4366.05418397629,-2612.7111100193,-3575.72497373429,-2456.24747192393
-4374.43688483947,-2617.68941100732,-3582.44378170697,-2460.85802708181
-4382.96217293791,-2622.72975677547,-3589.04264365273,-2465.54611002321
-4391.41627291393,-2627.63745663073,-3595.8439257546,-2470.23096994403
-4399.94936674304,-2632.57803942138,-3602.54447137221,-2474.90526833301
-4408.13041816901,-2637.49040770717,-3609.089358841,-2479.58927893927
-4416.4206710945,-2642.39569660696,-3615.51860644721,-2484.11332314414
-4424.59942557151,-2647.30850735961,-3622.02950891605,-2488.76676087387
-4432.63658551165,-2652.08224161808,-3628.64393549127,-2493.29476811369
-4440.63790329587,-2656.89027756927,-3635.2142088186,-2497.90301906409
-4448.44816503959,-2661.81567915518,-3641.73662226704,-2502.50354572564
-4455.97461781518,-2666.52536855135,-3647.98225841502,-2507.02102321484
-4463.23752991749,-2671.13872334392,-3654.33308463132,-2511.51254493163
-4470.32386703658,-2675.86376206432,-3660.75804414534,-2515.82961466507
-4477.59551533493,-2680.47549977646,-3667.26183583452,-2520.1645009453
-4485.26161034673,-2685.27429635508,-3673.64886728795,-2524.453214929
-4492.81369726991,-2689.95446659401,-3680.05069388944,-2528.87844099311
-4500.14161644808,-2694.63327141527,-3686.39255501652,-2533.30800044412
-4507.85339976556,-2699.33700092579,-3692.72593514398,-2537.65465440488
-4515.43931435551,-2704.04229034347,-3699.16390268814,-2542.0012930788
-4523.21005661406,-2708.59085718115,-3705.71891811592,-2546.43978989129
-4530.87349998237,-2713.09987359114,-3712.09698601736,-2550.82075956857
-4538.79236139918,-2717.78762401964,-3718.3741351069,-2555.07318044858
-4546.72487861017,-2722.46440454921,-3724.75383462584,-2559.41593911877
-4554.56730466706,-2727.15208414827,-3730.95059074881,-2563.78248023438
-4562.46621613748,-2731.83541285856,-3737.63772087145,-2568.19757122314
-4570.4324724333,-2736.57879215047,-3744.12893710002,-2572.676091343
-4578.38524149606,-2741.23814447384,-3750.63330381767,-2577.05659927819
-4586.29631307549,-2745.83483969628,-3757.10641789981,-2581.63294300534
-4594.61743372106,-2750.64038040035,-3763.51878896046,-2586.11045470156
-4602.92387991419,-2755.45902752983,-3769.98216962235,-2590.72489978025
-4611.17942688753,-2760.23354178158,-3776.48395771261,-2595.32039553676
-4619.59129652251,-2765.10068284725,-3783.25626594406,-2600.02196001452
-4627.83839036653,-2769.82544194791,-3790.04070746249,-2604.61854237725
-4636.41157061334,-2774.79331275925,-3796.84356846761,-2609.17583771845
-4645.17000885371,-2779.53560580864,-3803.57940867963,-2613.78470528928
-4653.94566826012,-2784.54945687532,-3810.47474641182,-2618.32732413533
-4662.34424796811,-2789.56974082848,-3817.2534120205,-2622.83282589087
-4670.62675931096,-2794.43498194692,-3824.04717413637,-2627.45488332059
-4678.66562376644,-2799.22292033439,-3830.79546018469,-2631.95967458996
-4686.58125722841,-2804.10803124773,-3837.2529812878,-2636.36047266226
-4694.67657442252,-2808.79810317177,-3843.63640722338,-2640.84118385195
-4702.4459306821,-2813.5129589286,-3849.99685938096,-2645.2013389569
-4709.96669130602,-2818.30618738894,-3856.40433193067,-2649.44814963286
-4717.2640543201,-2823.04295597904,-3862.62340662827,-2653.72513224291
-4724.70811560974,-2827.94617348577,-3868.91846125022,-2658.04587602782
-4732.29457950387,-2832.62089199684,-3875.27343601119,-2662.38502148103
-4739.63425444255,-2837.31347640906,-3881.56890749306,-2666.73325895063
-4747.21261219367,-2842.01401774077,-3888.05123526973,-2671.04452271071
-4754.81173814928,-2846.73926135603,-3894.31042768649,-2675.18132673338
-4762.38252689113,-2851.48196357099,-3900.66125393691,-2679.44808012037
-4770.23693958026,-2856.12607242853,-3907.14783394064,-2683.85035632015
-4778.07404893503,-2860.58775174008,-3913.58299662831,-2688.13564993104
-4786.00034324538,-2865.1086821125,-3919.95945259972,-2692.46082027412
-4793.78118395399,-2869.61410471083,-3926.17290176503,-2696.86929336009
-4801.70360662193,-2874.14152466413,-3932.56506352594,-2701.17480714528
-4809.68300216607,-2878.81615434081,-3938.89150651805,-2705.6726814456
-4817.91695188697,-2883.4297694494,-3945.39094134046,-2710.21268997837
-4825.95522493039,-2888.17505460482,-3951.9145956889,-2714.5722002351
-4834.1910110601,-2892.98883368082,-3958.54039949143,-2719.05747930031
-4842.33598842226,-2897.74721335215,-3965.07860055204,-2723.7159681895
-4850.58716022893,-2902.46836906257,-3971.54847632054,-2728.32574571557
-4858.9086302934,-2907.18719576255,-3978.18042690809,-2732.91844524437
-4867.48776519822,-2912.1215910921,-3984.8349435841,-2737.68461114312
-4875.98133852543,-2917.03765231479,-3991.49238203355,-2742.46646403219
-4884.41709809227,-2922.0159979019,-3997.99190174264,-2747.17103959115
-4892.83867508725,-2926.80002183749,-4004.79396302052,-2751.99454362398
-4901.34119895538,-2931.81377471064,-4011.63920463618,-2756.87699702938
-4909.73157038118,-2936.78957415741,-4018.30001740438,-2761.59459872483
-4917.83637874432,-2941.71227639447,-4024.79180598259,-2766.15144171653
-4926.00749858964,-2946.70665749072,-4031.39086560774,-2770.73486279983
-4933.79239642599,-2951.51055967814,-4037.89940040446,-2775.26210375918
-4941.7882424714,-2956.17134072475,-4044.30964810544,-2779.61408471218
-4949.45670628368,-2960.8796187461,-4050.60501017672,-2783.98845409073
-4956.97798757047,-2965.73639571382,-4056.90422202872,-2788.21506592813
-4964.35923850254,-2970.60850291887,-4063.14669874822,-2792.71384236238
-4971.75042762228,-2975.38356984115,-4069.58012759902,-2797.00478915063
-4979.11740574778,-2980.14930706449,-4076.12494702451,-2801.29524832344
-4986.35531802578,-2984.89791446553,-4082.46558085315,-2805.74992740871
-4993.98135267934,-2989.63422153844,-4088.82770852427,-2810.06004664179
-5001.67228891742,-2994.19965339957,-4095.07853329208,-2814.30480640635
-5009.2686269687,-2998.96365923639,-4101.54548266459,-2818.76926114959
-5017.15900940477,-3003.73198798772,-4108.13406226749,-2823.07716037249
-5024.86359285418,-3008.34873921364,-4114.67109823075,-2827.42024047966
-5032.8287806315,-3012.96748634206,-4121.23356801283,-2831.7899610171
-5040.74604413504,-3017.50529761063,-4127.68382627862,-2836.15658764741
-5048.70656921454,-3021.97177689428,-4134.32126279203,-2840.76094581839
-5056.78520603661,-3026.43642322147,-4140.70838183506,-2845.19238864082
-5064.81481262974,-3031.01056472281,-4147.16502376167,-2849.63238858604
-5072.9158149956,-3035.88611649354,-4153.78881147558,-2854.05575170076
-5080.95071233077,-3040.47034472608,-4160.24320553589,-2858.5959033587
-5089.26562235626,-3045.10463922706,-4166.76551478043,-2863.20653763239
-5097.37794944306,-3049.95922583714,-4173.41770532696,-2867.95318567
-5105.93574700412,-3054.94673148854,-4180.24009492194,-2872.64060924999
-5114.22473244632,-3059.88391273726,-4186.88817940388,-2877.25954801852
-5122.60033910161,-3064.73437685514,-4193.62296611455,-2881.85110774378
-5131.21714715093,-3069.52258749113,-4200.21449991086,-2886.56526905913
-5139.54115459837,-3074.44940533687,-4206.85216477483,-2891.27675191355
-5147.93864582247,-3079.37338060868,-4213.43737807245,-2895.79447545531
-5156.63201588686,-3084.37100398415,-4219.97624558773,-2900.51160150448
-5164.95756414504,-3089.17880398146,-4226.52285189636,-2905.14955031144
-5173.13867258641,-3094.26187644745,-4233.11584577623,-2909.88948925675
-5181.16409179239,-3099.11165765398,-4239.61503551467,-2914.35869511872
-5188.91657508202,-3104.00004666629,-4245.90638859138,-2918.80529451188
-5196.45609063954,-3108.69094067942,-4252.06036093293,-2923.23701621648
-5203.98951617185,-3113.61287418835,-4258.35999093059,-2927.77865424528
-5211.53158007728,-3118.4624221694,-4264.82506251123,-2932.26469571263
-5219.11390537906,-3123.1986601571,-4271.11862175678,-2936.5340031652
-5226.62835198639,-3128.04417123734,-4277.49339287753,-2941.10417820009
-5234.00080174163,-3132.91308054785,-4283.68994270156,-2945.26824651344
-5241.35624896248,-3137.66410201784,-4289.93830335069,-2949.68697012826
-5249.02785636789,-3142.52449979902,-4296.26643849647,-2954.15214726083
-5256.7257362485,-3147.30443990009,-4302.88392323491,-2958.46830576942
-5264.72082052663,-3152.2648998259,-4309.39184652757,-2963.01911355215
-5272.82735662458,-3156.99858662745,-4315.85065237646,-2967.33806364712
-5280.65910752487,-3161.77104601282,-4322.38716889941,-2971.79692464442
-5288.54847725792,-3166.50415752577,-4328.97216653692,-2976.31378377995
-5296.77551322565,-3171.32511402716,-4335.38825085896,-2980.83721069289
-5304.93715664499,-3176.12529514057,-4342.11918978809,-2985.15916691073
-5312.94856386626,-3180.81266730769,-4348.53240378959,-2989.87390870798
-5321.2160006238,-3185.37388611465,-4355.14252096159,-2994.53550587946
-5329.37476476802,-3189.9849104242,-4361.60459140636,-2999.30550095836
-5337.86600698225,-3194.65735483905,-4368.18974697026,-3003.94674037917
-5346.20719274439,-3199.37548346528,-4374.70522085721,-3008.50041199171
-5354.20989531163,-3204.2134861644,-4381.41522281934,-3013.06259820821
-5362.51820347133,-3209.05466761711,-4387.95581941413,-3017.50240172187
-5370.88325608432,-3213.90883644233,-4394.58134395787,-3021.8995677162
-5379.34765029683,-3218.87446769401,-4401.25053733412,-3026.53849208599
-5387.89588202264,-3223.85638320396,-4408.04351699483,-3031.3008010526
-5396.36118870694,-3228.88007774066,-4414.86420185905,-3035.9523118289
-5404.90701814294,-3234.02640424793,-4421.55156090615,-3040.65063841566
-5413.71028936664,-3239.07653062355,-4428.14122370356,-3045.46439560065
-5421.83592445469,-3244.0955473005,-4434.83145639162,-3050.10263633233
-5429.92368477731,-3248.90013655907,-4441.43815278089,-3054.71974468762
-5437.91285113588,-3253.52860041714,-4447.95137498861,-3059.29402876606
-5445.84848160928,-3258.30796479148,-4454.37085422859,-3063.85084144714
-5453.60613524251,-3263.12187164783,-4460.91729195888,-3068.49511795314
-5461.25054034139,-3267.84966623446,-4467.27111253534,-3072.87952133579
-5468.76624747572,-3272.75662748275,-4473.71505814305,-3077.37606579498
-5476.30147574101,-3277.70503881298,-4480.27001538112,-3081.91571245065
-5483.85132799142,-3282.62567751732,-4486.8207572818,-3086.31838655683
-5491.52668935038,-3287.56639836511,-4493.3509898036,-3090.80522387279
-5492.11694672352,-3288.12767194163,-4494.26113009936,-3091.54362509752
-5490.70020692235,-3287.28583285296,-4493.70584821155,-3091.04406462747
-5490.45895109888,-3287.47919521169,-4493.91798425476,-3091.28507843536
-5491.73708126238,-3288.67307816216,-4495.40847465094,-3092.22310836825
-5495.34235141724,-3290.77031661675,-4498.31145462994,-3094.3942965776
-5495.95851666232,-3290.92125199955,-4498.97886321945,-3094.9563368529
-5498.06529660375,-3292.16728198444,-4500.97500757726,-3096.47003868922
-5502.42894749189,-3294.72980203321,-4504.96467905355,-3099.0028493427
-5508.19060074201,-3298.29759801262,-4509.91902238437,-3102.44486013251
-5515.03619953046,-3302.28701267378,-4515.52372283985,-3106.26234448114
-5522.74944884443,-3306.6784333236,-4521.70935759693,-3110.50254449447
-5531.08161780364,-3311.25834504159,-4528.17234817544,-3114.80377942601
-5533.47880823907,-3312.25843051915,-4529.93550251177,-3116.29408118394
-5537.49296752069,-3314.52352604686,-4533.2174444947,-3118.58195358447
-5543.47567446537,-3318.12466647911,-4538.37955362721,-3121.96460578175
-5550.79137459657,-3322.29352593189,-4544.37044719238,-3125.92214283194
-5559.09062359235,-3326.8952890171,-4550.80848952959,-3130.37641140088
-5567.74640877413,-3331.87639251387,-4557.51737370194,-3134.909850418
-5576.27359101166,-3336.86681917272,-4564.29526262371,-3139.65427430173
-5578.99104710497,-3338.25169910936,-4566.16067052512,-3141.15123819902
-5582.98266976558,-3340.63544944178,-4569.13591709871,-3143.42023327323
-5589.38094742024,-3344.23474520048,-4574.07648298928,-3146.82921732856
-5596.73865115301,-3348.71972147459,-4580.04412946459,-3151.16341598718
-5604.40656443152,-3353.38474717363,-4586.1881894751,-3155.53474082356
-5612.44258328549,-3358.40024223091,-4592.75339681686,-3160.11130424634
-5620.31886089009,-3363.42177171018,-4599.35592075403,-3164.6427373986
-5622.11865712385,-3364.89107186119,-4601.23473801639,-3166.01725111447
-5625.59110244859,-3367.1785938346,-4604.28642837068,-3168.3957358141
-5631.4047492194,-3370.80854091991,-4609.05467010581,-3171.71713407511
-5638.27611540308,-3375.12236403675,-4614.69511741109,-3175.59292078163
-5645.697332592,-3379.88671034277,-4620.8158889895,-3179.59263842658
-5653.44648408512,-3384.88089447231,-4627.36584324435,-3183.86622619512
-5661.55603433534,-3389.93692322509,-4634.09387456613,-3188.3242022194
-5663.47484151151,-3391.10522358145,-4636.00324086258,-3189.49861534457
-5666.90793584242,-3393.27364614273,-4639.26523187574,-3191.59236481259
-5672.85822301423,-3396.80405088977,-4644.24677107542,-3194.76319111981
-5680.14625558068,-3400.90416346788,-4650.04038773835,-3198.6328940437
-5687.92275596817,-3405.37484061888,-4656.43330185057,-3202.9345429867
-5696.05568731688,-3410.3652932726,-4663.03777183598,-3207.43603173253
-5704.43114876389,-3415.40067948039,-4669.72492885407,-3212.02016326967
-5706.42385033042,-3416.37467510393,-4671.63466074254,-3213.34435452991
-5710.3314547653,-3418.58856584688,-4674.80821298322,-3215.75245075841
-5716.53372999797,-3422.21607993394,-4679.78380513104,-3219.11517053903
-5723.81369483821,-3426.44320012083,-4685.61877127454,-3223.21559811533
-5731.93410563721,-3431.1326742919,-4692.12400601477,-3227.54783740357
-5740.50781771901,-3436.08357634817,-4698.99492453641,-3232.12702937529
-5749.27066367323,-3441.12911987429,-4705.93724749432,-3236.76099867491
-5751.76431485334,-3442.41623699332,-4708.03826577016,-3238.29843375551
-5755.98612618903,-3444.78871667668,-4711.19050077198,-3240.77054523466
-5762.14534994222,-3448.34354316071,-4716.29964806572,-3244.17833582312
-5769.67477428616,-3452.5633981917,-4722.19623340577,-3248.26047500417
-5778.01060218309,-3457.38761158382,-4728.63752251122,-3252.70152429649
-5786.58943067245,-3462.28863153131,-4735.34833515903,-3257.22264014595
-5794.93873327695,-3467.22744946938,-4742.11681018763,-3261.85485687547
-5801.61051979436,-3471.34795431243,-4747.4038359762,-3265.59531789452
-5808.52643646247,-3475.56263599077,-4753.05584994842,-3269.34109084135
-5815.86356793134,-3480.11836805283,-4759.14933665869,-3273.42397915593
-5823.48560873854,-3484.7592822521,-4765.3016350022,-3277.68245702152
-5830.7286266459,-3489.3587625866,-4771.74421976087,-3282.16282060301
-5838.15487804084,-3494.08801407363,-4778.33448152357,-3286.73194390688
-5845.92004385177,-3499.09439539871,-4784.90572251289,-3291.09992225708
-5853.07277055525,-3503.67502931456,-4790.99234187925,-3295.40174972692
-5860.475328599,-3508.41472566146,-4797.1039878085,-3299.7039989561
-5867.6304373336,-3513.17607295798,-4803.2627981004,-3303.82427422006
