Hardcore,Midcore,Casual
-457.325835997235,-566.293629482618,-700.682640159239
-463.261892265421,-572.883181716776,-708.013012318953
-469.197266400951,-579.690199376213,-715.468967404498
-475.332414745231,-586.334690268873,-722.981628379013
-481.368861094954,-593.284404491711,-730.343539949433
-485.55457605867,-599.493434481824,-737.706760020161
-487.294390716271,-604.643634762867,-745.316715851185
-486.578882791976,-609.284285423515,-752.723208080398
-487.224486009733,-612.905183904002,-760.044046189767
-489.510701444213,-616.912046881398,-767.101920440927
-492.022497749065,-620.960869402424,-774.09271779919
-494.777012934961,-625.342973461876,-780.948212165448
-498.272276448015,-629.399396396094,-787.774810441243
-502.104060215037,-633.220725424925,-794.483591131009
-505.832668060031,-637.633565001548,-800.83713690372
-510.175014366018,-642.27789827057,-807.267815855202
-514.09562435243,-647.261957488157,-813.626472524958
-519.213036083002,-652.843651744674,-820.057784504937
-523.946288028522,-658.627505719655,-826.307760865826
-528.480126284559,-664.340758481336,-832.828210557205
-533.581146628213,-669.789321430873,-839.357970384048
-538.706516305511,-675.35380912677,-845.777300882738
-544.032541307118,-681.613051322056,-852.327371028829
-549.649532107479,-688.136105294404,-858.853222358345
-555.253346019933,-694.375162292141,-865.543514394184
-561.31029902526,-700.758319004699,-872.503787263798
-567.187007509301,-706.972160760686,-879.456236778339
-572.705945419461,-713.35285909791,-886.511647740579
-578.489227026913,-719.886736749053,-893.444212903984
-584.191184911412,-726.442199246521,-900.541145642127
-589.776711047573,-732.840554931906,-907.567246144337
-595.477257990824,-739.23363453955,-914.787944146137
-601.493935418747,-745.981633125719,-922.018626343148
-607.964940577752,-752.601369497993,-929.345987334866
-614.264132119272,-758.895974611319,-936.707488939715
-620.358300586092,-765.389727226866,-944.154151623979
-625.347090056349,-772.112784993795,-951.736205762976
-628.692878162766,-778.253557732193,-959.35987614424
-629.761318611872,-783.867300432585,-966.665228381314
-631.270545388135,-788.960652792658,-974.082129713896
-632.847499881853,-793.436183496221,-981.505228076883
-634.527252883775,-797.322287443083,-988.678447546292
-637.030113085647,-801.01327541746,-995.573522000237
-640.492138382034,-805.58725494954,-1002.48252957609
-644.141234895362,-809.458060898467,-1009.44802046397
-648.050042471638,-813.977836656361,-1016.45368932442
-652.503399489045,-817.985785199997,-1023.27567364105
-656.71798963795,-822.544783238789,-1030.05990694366
-661.29465587498,-827.641824703061,-1036.48334934883
-666.107564759323,-833.039421362771,-1043.22659268085
-671.202190209626,-838.341731705398,-1049.81861046848
-676.64083292076,-844.002310705603,-1056.56395276645
-681.366284868854,-849.903077898537,-1063.09461440715
-686.305644249372,-855.87511090699,-1069.41016456551
-691.74832087997,-861.934138396185,-1076.04242234028
-697.31325882935,-867.782261531825,-1082.88591266441
-703.318145082466,-873.524382724115,-1089.64080279603
-709.462587078403,-879.717072935218,-1096.38926101274
-715.146998191808,-885.978214067647,-1103.19481411328
-720.78834714098,-892.066045247705,-1110.26825300725
-726.479283811822,-898.462578756489,-1117.31085903736
-732.900608506914,-904.917148265042,-1124.2401630669
-738.863331555237,-911.296420486945,-1131.25292972313
-744.903481402295,-918.015965540588,-1138.31577163832
-750.847402201704,-924.488110478288,-1145.3360121063
-757.160227800669,-930.934215244128,-1152.67036884283
-763.400306750293,-937.694674366919,-1159.79687319324
-768.750767780284,-944.478772610213,-1167.1273985339
-772.000072355805,-951.353604068088,-1174.46996147302
-773.801454124304,-957.775056509699,-1181.9373564358
-774.689715226884,-963.180789190973,-1189.28777114399
-776.508089140631,-967.837122289269,-1196.57322224657
-778.87800569003,-972.157838722906,-1203.93332786199
-781.300318886944,-976.136306202897,-1211.23681583089
-783.772869403043,-980.534238341792,-1218.51606764827
-786.920674441403,-984.572093256349,-1225.79271837757
-790.715323205038,-988.66003578867,-1232.98800697794
-794.409439639781,-993.206230155748,-1239.98678114327
-798.808506026018,-997.643063809383,-1246.95560143682
-803.128237461445,-1002.50158847148,-1253.8523139331
-807.916855728314,-1007.73636133846,-1260.74231392555
-812.319431126713,-1013.37415191349,-1267.55361857658
-816.982408399502,-1019.14491111209,-1274.44633046653
-822.022304957709,-1024.81909561587,-1281.30306603104
-827.384330095835,-1030.71115665285,-1288.14281050028
-832.871098662633,-1036.32365997762,-1294.96776757951
-838.598316774312,-1042.1979998977,-1301.9160348878
-844.153211015613,-1048.13340667068,-1308.67348711927
-850.27483528132,-1054.37490613554,-1315.46221729383
-855.967163595191,-1060.97732785251,-1322.35603886492
-861.881704341713,-1067.12232530351,-1328.9551231573
-867.91341327558,-1073.46194408847,-1335.67346792685
-873.852799590739,-1079.94542760298,-1342.56460035366
-879.999127790981,-1086.62210623645,-1349.37036858588
-886.270586023465,-1093.10529636001,-1356.27927515327
-892.689800546162,-1099.71166940509,-1363.44122701374
-899.367410340834,-1106.38668285834,-1370.77496317387
-906.067133491976,-1113.16375981856,-1377.8860508638
-912.051273524159,-1120.52735800537,-1385.20896651462
-916.672897559543,-1126.96579560075,-1392.39797261179
-919.242195793045,-1133.27910583445,-1399.60174156704
-921.410380415228,-1139.62725400214,-1406.94533166562
-922.907004307079,-1145.12291473495,-1414.38086858986
-924.656804863923,-1150.34230636455,-1421.6878615043
-926.854085079124,-1154.78931767861,-1428.98203793793
-929.307897327723,-1158.91971705978,-1436.02547514729
-932.582590146639,-1163.13881880747,-1443.35740696171
-936.114394157304,-1167.34506970068,-1450.65784000931
-939.737283856387,-1171.68350241672,-1457.93075124602
-943.645923838488,-1175.83975249564,-1465.18036461048
-947.985514006054,-1179.76642774476,-1472.44719754436
-953.242284693932,-1184.46391917752,-1479.58618773788
-958.210235443446,-1189.38037264029,-1486.51532662117
-963.604744157265,-1194.3318613823,-1493.43911772164
-969.099123412344,-1199.80788569374,-1500.34205799248
-974.123579794934,-1205.38600213358,-1507.1989137983
-979.460009183197,-1211.42978754385,-1513.92340195306
-985.514899686012,-1217.12699940048,-1520.79728871552
-991.390981528045,-1223.17260811875,-1527.67159805524
-997.076958110992,-1228.75711034711,-1534.36923364395
-1002.8755607338,-1234.54515939491,-1541.22014121912
-1008.66495531243,-1240.88877604589,-1548.01772112187
-1014.30367230907,-1247.55369584186,-1554.86483694395
-1020.15455599623,-1253.76752390328,-1561.73378316384
-1026.25355971682,-1259.84447646853,-1568.87630267023
-1032.40378996349,-1266.5129427435,-1575.7113037065
-1038.44978455456,-1273.00556620827,-1582.74124731022
-1044.51035889591,-1279.20670527405,-1589.86770219162
-1050.51291270787,-1286.1533660502,-1596.8719982872
-1056.29492469517,-1293.30320346527,-1603.98088897436
-1061.29712626975,-1300.19779516189,-1611.08526032518
-1065.285489149,-1306.35851502255,-1618.27847783944
-1068.66892955505,-1312.81445439924,-1625.47464524989
-1071.20616352139,-1318.34326267091,-1632.61787111205
-1073.85882868978,-1323.54934218241,-1639.85971488195
-1075.45990062362,-1328.42577350015,-1647.0786488647
-1078.2009872659,-1333.71447819378,-1654.42021651575
-1081.41735058683,-1338.58807995022,-1661.65809100329
-1085.26754452242,-1343.23091042723,-1668.95227545668
-1089.44249562562,-1347.75613887584,-1676.23365459939
-1093.91224349592,-1352.74641640042,-1683.33535343304
-1098.11891027627,-1357.73971679585,-1690.55240249415
-1102.46856913528,-1362.63899317128,-1697.7616244352
-1107.73402139068,-1367.56873476955,-1704.9123556845
-1112.55850742291,-1372.31839364176,-1712.18746738848
-1117.29184451784,-1377.12850956722,-1719.13533738897
-1122.18077043914,-1382.58101052121,-1726.25971072069
-1127.09371082145,-1388.11414527384,-1733.30928268324
-1132.45598666598,-1393.28695029363,-1740.23425294662
-1137.33019582428,-1398.89075928042,-1747.01750555006
-1142.97177669195,-1405.0877073073,-1753.85065709452
-1148.49659356735,-1411.08743109535,-1760.56086690934
-1153.96117161273,-1417.22012257234,-1767.29484149669
-1159.21743913299,-1423.16863307813,-1774.20921115131
-1165.02435168053,-1429.07063135837,-1781.03346803121
-1170.69425045908,-1435.36936992077,-1787.86610668202
-1176.52619705377,-1441.8245528326,-1794.77421841666
-1183.01018571933,-1448.41637801333,-1801.83329912901
-1189.17817069153,-1455.2615439376,-1808.86515372443
-1195.42057743396,-1461.99118045543,-1815.95445735258
-1201.44454755367,-1468.59991679631,-1822.82161512074
-1206.86006321894,-1475.32050081611,-1829.71136137177
-1210.78049976324,-1482.02294443616,-1836.98848511333
-1214.28519935746,-1488.46436854894,-1844.24516871033
-1217.25624027336,-1494.75758665367,-1851.38227541246
-1219.42276468833,-1500.53615388936,-1858.39677502484
-1221.54910662123,-1505.93786460208,-1865.48795768812
-1223.63898312573,-1511.21888631609,-1872.6209045917
-1227.22064021893,-1516.57840801113,-1879.84022625012
-1230.28951393872,-1521.44309467743,-1887.20201975674
-1233.93001927664,-1525.84944080398,-1894.44776111432
-1237.88289795973,-1531.06892394029,-1901.60671769384
-1241.99310687151,-1536.24641245963,-1908.87554307598
-1246.72801843094,-1540.79764658747,-1916.42337255622
-1251.66506148935,-1545.4816636802,-1923.73564328585
-1256.13025948107,-1550.11546815245,-1931.0209008117
-1261.31669866153,-1554.97485418059,-1938.45007051138
-1267.07962981392,-1559.96503307522,-1945.6665355899
-1272.61338606408,-1565.23507409002,-1952.83472933414
-1278.50138806843,-1570.18401790865,-1960.00088538985
-1283.90470881049,-1576.09843179011,-1967.28632508506
-1289.4747049827,-1581.65197518507,-1974.52106697211
-1294.72046508016,-1587.62178808893,-1981.62453017871
-1300.66294134103,-1594.06490790073,-1988.82816246762
-1306.47897367496,-1600.56764347814,-1996.02595785375
-1312.14925953498,-1606.57399191855,-2002.96943550229
-1318.3107423886,-1612.967049317,-2010.03197726044
-1324.11172083384,-1619.35263802313,-2017.09145125202
-1330.11893434179,-1625.70477583024,-2024.06030075969
-1336.10805389574,-1632.7232401081,-2030.93285530402
-1342.30881055163,-1639.65459455078,-2037.96403268632
-1348.29828860867,-1646.37319217471,-2044.81312625864
-1353.76282187828,-1653.23842454539,-2051.64323979419
-1358.04484822498,-1659.36624975367,-2058.64939383046
-1361.90044996664,-1666.09021989418,-2065.79195926096
-1364.9400998299,-1672.78222943774,-2072.85499085918
-1367.81329432027,-1678.84535291325,-2080.00679654849
-1370.23814101563,-1684.39270413917,-2087.10243762134
-1373.0083877006,-1689.82838096333,-2094.20340333723
-1376.01419505906,-1694.75115953801,-2101.39580952037
-1378.79992276099,-1700.18988398622,-2108.71782879206
-1381.99209537336,-1705.06838171869,-2116.09666118325
-1385.48937333711,-1709.95291815994,-2123.19327766011
-1389.11675605359,-1715.22490651374,-2130.53240325398
-1393.31191590319,-1720.16205613262,-2137.6520931212
-1397.46035230166,-1724.90468307497,-2145.07670464258
-1401.86221535339,-1729.96554735619,-2152.22840937417
-1407.3109461581,-1734.90873042464,-2159.35778464699
-1412.18592291347,-1740.01822912823,-2166.58019788702
-1417.14694246272,-1745.58293600822,-2173.70074607333
-1422.62360268563,-1750.94794691533,-2180.83520484667
-1427.83228562553,-1756.29249442147,-2187.82048684224
-1433.59034972648,-1761.69864733523,-2195.10494095527
-1439.11135552578,-1766.74102722549,-2202.08555705072
-1444.54547013683,-1772.1435443259,-2209.14731198026
-1449.92066954948,-1777.68401765511,-2216.17505097926
-1455.74790048313,-1784.17486538585,-2223.26143838035
-1461.8637548063,-1790.20214076685,-2230.1101759703
-1468.11467276305,-1796.57745372496,-2237.13639608704
-1474.5551690143,-1802.6704281521,-2244.14125726994
-1480.62621107867,-1809.13692269137,-2251.29644100428
-1486.7815079043,-1815.68212024966,-2258.61344919181
-1492.99018535654,-1822.0981945068,-2265.63204662233
-1499.09138318695,-1828.86184407959,-2272.65962947897
-1504.41440603255,-1835.39112649352,-2279.85781154598
-1508.65385933599,-1842.22147833402,-2286.95452078692
-1512.41119382584,-1849.00789013056,-2294.27204904114
-1514.76393944785,-1855.35789395211,-2301.28983646304
-1517.73915465991,-1861.86723069336,-2308.3906046375
-1520.833049877,-1867.9733676635,-2315.64049652563
-1523.92135522414,-1873.81159321044,-2322.7705068011
-1526.85103841731,-1879.81000526963,-2329.88723584247
-1529.69032248666,-1884.90932287079,-2337.04197289519
-1533.25188897645,-1889.92873976341,-2344.0975355514
-1537.43537206237,-1894.95238285404,-2351.21019534181
-1541.31519790664,-1899.76372099331,-2358.30576333647
-1545.86472051859,-1904.56317637754,-2365.42589538424
-1550.3155104121,-1909.47564825287,-2372.54708513261
-1554.92819921744,-1913.95613956776,-2379.77231229495
-1559.81712299112,-1919.02706254813,-2386.90362432107
-1565.07047288539,-1923.68595440658,-2394.20847466992
-1570.22708498258,-1928.96665009551,-2401.23219537993
-1576.18713949735,-1934.5928135397,-2408.49596325914
-1581.34582784123,-1939.92968270682,-2415.68110003605
-1586.67193080801,-1945.60073408533,-2422.8441575191
-1592.19853528649,-1950.91665385294,-2429.75436842865
-1598.39782353295,-1956.94466416645,-2436.88260471381
-1598.5224762769,-1957.39177975161,-2438.25982174703
-1597.63346808485,-1956.51147994661,-2437.99864876036
-1597.35004870418,-1956.25951728645,-2438.60539294176
-1599.05813463327,-1957.73944194927,-2440.69374330277
-1602.35844492556,-1960.70693981552,-2444.17299311885
-1606.40594140064,-1965.46010271711,-2448.77360377601
-1607.05575818906,-1966.77134239854,-2449.95149629613
-1609.10847908259,-1969.18916701666,-2452.53475217501
-1612.14545288975,-1973.44730461474,-2456.92150319705
-1615.79864569131,-1978.45345931675,-2462.49029146476
-1619.32547251147,-1984.67628918227,-2468.85622602299
-1623.26945607175,-1991.28362744018,-2475.70541630782
-1626.11900513632,-1997.59119134745,-2482.75484767658
-1624.40695058948,-1999.33496029429,-2485.03765258121
-1624.31742904723,-2001.33941647977,-2488.59188032022
-1626.16530057124,-2005.30688430832,-2494.06090229861
-1628.47042295048,-2009.89358784197,-2500.27406490909
-1632.15556073613,-2014.98093176135,-2507.04728757819
-1636.47050278749,-2020.51143538571,-2514.08525350478
-1640.88923244742,-2026.11131993272,-2521.36302851624
-1641.04419181844,-2026.65243372039,-2523.53137473644
-1642.97413777417,-2027.67705716254,-2527.06903735912
-1646.60150480333,-2031.40424933646,-2532.50163803073
-1651.45566420609,-2035.72980501671,-2538.85500751366
-1656.82293249258,-2040.92826051469,-2545.57242616426
-1662.09515080356,-2046.32932465824,-2552.72334949531
-1667.91467166428,-2051.87065825331,-2560.06813557788
-1669.06159351725,-2053.06268288721,-2562.42499244566
-1671.71328084036,-2055.07187349085,-2566.30381890728
-1675.84753974172,-2059.49115158173,-2571.78297415034
-1680.89844636712,-2064.85500392695,-2578.2194639743
-1686.9984599913,-2070.81133245673,-2585.03119081413
-1693.22108872499,-2076.71218171566,-2592.17093259721
-1700.11086503701,-2083.1141304254,-2599.36195139723
-1702.05877260639,-2084.15871733311,-2601.75746031104
-1704.90717692904,-2087.03716650164,-2605.33590780233
-1709.70004796465,-2091.95128990138,-2610.62596483581
-1715.44511369065,-2098.11709544398,-2616.91266354293
-1721.29898127049,-2104.70709610435,-2623.4271539912
-1727.29180753794,-2111.31829013426,-2630.43249506239
-1733.01937648958,-2118.21481422049,-2637.60268666511
-1733.87221566896,-2120.85919848511,-2640.02214001004
-1734.60172024302,-2124.24147530282,-2643.60701321365
-1736.50215194376,-2129.15758620288,-2648.81000177819
-1739.01155026479,-2134.79993745703,-2655.0617842659
-1742.04965025546,-2140.74389630924,-2661.63973033767
-1745.25325310406,-2147.42310621767,-2668.58703785823
-1748.62106085596,-2153.12618733262,-2675.72585075924
-1747.0737243525,-2154.14675012067,-2677.97373918712
-1747.5996709366,-2156.47118028865,-2681.54593211707
-1750.20183437545,-2160.64054112278,-2686.86848129787
-1753.9657838339,-2165.47331695101,-2693.11529423033
-1758.49000007758,-2170.68421749217,-2700.06959192767
-1763.28095219236,-2175.85783541722,-2707.18568169472
-1768.7722703835,-2181.58504255297,-2714.57132242292
-1772.78716427738,-2185.49983892317,-2720.76088706417
-1777.80079831053,-2189.68757109546,-2727.2387466722
-1782.73455209828,-2194.66925817072,-2734.03417964689
-1787.7902662846,-2199.65894222705,-2741.06581225553
-1793.27372441664,-2205.31484738998,-2748.11948261628
-1799.06416315259,-2210.76830438849,-2755.18812645536
-1804.60419373586,-2215.96800674657,-2762.26361005472
-1810.10561213934,-2221.24175734805,-2769.18823529386
-1815.71862722365,-2226.8650915792,-2776.01541376545
-1821.73025964369,-2232.5154597903,-2783.08787738092
-1827.68677914863,-2238.31319716342,-2790.10308739837
-1833.7838437231,-2244.76788834735,-2797.13215607198
-1839.8577451858,-2250.89809103272,-2804.18670635736
-1846.18688122815,-2257.31325048424,-2811.23853108627
-1852.28946234807,-2263.35849229952,-2818.31967421244
-1858.08830209526,-2269.38135579028,-2825.3649341957
-1863.48674937137,-2275.55402693175,-2832.41788977999
-1868.39969802664,-2281.83546298137,-2839.51298124119
-1872.29824324307,-2288.73310715317,-2846.61012236316
-1876.15828576241,-2295.28417933868,-2853.43536687089
-1879.45154647809,-2301.57055448797,-2860.3712762337
-1882.35312326342,-2307.57242066525,-2867.33183238743
-1885.03625011959,-2313.68588434712,-2874.2714159172
-1887.78010848931,-2319.59871214751,-2881.26806387436
-1890.89553416207,-2325.49813790322,-2888.16582438889
-1893.98992288444,-2331.48133411893,-2894.97053973745
-1897.71650746554,-2337.76694235881,-2901.78054618717
-1901.38271508292,-2343.12331481841,-2908.75696191045
-1904.82835989306,-2348.13963747046,-2915.6474172739
-1908.76750558831,-2353.09923582487,-2922.51680181534
-1913.64114219169,-2357.75072172217,-2929.53698754664
-1918.35908663429,-2362.22549474306,-2936.54914939038
-1923.10400728686,-2366.93707791012,-2943.41644286334
-1928.64056315257,-2371.77846924675,-2950.36256835709
-1934.03821346301,-2376.75595728233,-2957.46643375163
-1939.16583136343,-2381.73448745854,-2964.5096329847
-1944.45297403052,-2386.55561855185,-2971.59468352516
-1949.82927313667,-2391.60690727633,-2978.47595924059
-1955.70412995807,-2397.09006072658,-2985.71046535484
-1961.39610725502,-2402.80920878983,-2992.73310871835
-1967.30670384496,-2407.72668695669,-2999.5649075238
-1972.93858484604,-2412.98194181002,-3006.5843850054
-1978.90398122053,-2418.73118997362,-3013.65998340403
-1984.8204817686,-2424.89015432147,-3020.75329807901
-1990.8264471835,-2430.5539611025,-3027.72672276517
-1996.45157335609,-2436.78281179811,-3034.6295441486
-2002.38700995081,-2442.99525053205,-3041.65228490191
-2007.62117856036,-2449.31830566384,-3048.48554671845
-2012.94907229323,-2455.62986864073,-3055.33840596122
-2016.96657145707,-2461.90348906968,-3062.05988257361
-2020.70448289125,-2468.18578995884,-3069.06968422077
-2024.0898917726,-2474.25567187026,-3075.99707966169
-2026.58956654679,-2480.58863700161,-3082.71937028323
-2029.84476271082,-2486.23288531753,-3089.63077052909
-2032.80978147162,-2492.50426727393,-3096.59404937961
-2035.38950778283,-2498.64586321596,-3103.54669115953
-2038.20155836118,-2504.47802959266,-3110.40078902974
-2041.17308258031,-2510.42194221315,-3117.14539175997
-2044.82150417874,-2515.6667343449,-3124.06831130289
-2049.00715000098,-2520.70731263268,-3131.14242601396
-2053.38929729349,-2525.98817351186,-3137.93270043633
-2057.96370697806,-2531.25208890449,-3144.76882702982
-2061.98602820295,-2535.70751636139,-3151.65530609963
-2066.7458768528,-2540.82230675567,-3158.57873044695
-2071.96013511203,-2545.9602512221,-3165.57550422512
-2076.74976705994,-2550.45727223135,-3172.58077573758
-2082.10490100987,-2555.25495267785,-3179.58823931917
-2087.37463281914,-2560.49868307434,-3186.65642237924
-2092.71446835987,-2565.85631192441,-3193.63396549899
-2097.98210832118,-2571.83272359385,-3200.56689930526
-2103.97312594042,-2576.92602856665,-3207.62321180572
-2109.81307084957,-2582.30629826891,-3214.5110418368
-2115.75327231061,-2587.7333867962,-3221.59365475592
-2122.28437673079,-2593.1120341863,-3228.62681858954
-2128.373345809,-2598.80729444153,-3235.74413876987
-2134.02821344089,-2605.30480864419,-3242.90013838686
-2139.67700295695,-2611.88666080163,-3249.90665766026
-2145.35112750321,-2617.38103641323,-3256.88233006476
-2150.65341958849,-2623.47781718438,-3264.08650210401
-2155.62081352864,-2629.94785650417,-3271.12637133521
-2160.12777084184,-2636.27996574818,-3278.26717279992
-2164.28963471794,-2642.34400090997,-3285.29061491589
-2167.67383406905,-2648.1495448395,-3292.24597852024
-2171.03216003598,-2654.63543039372,-3299.34379702495
-2174.5058280134,-2660.8828676586,-3306.5303232977
-2177.73870927238,-2666.93654296024,-3313.43680989368
-2180.65877194207,-2673.21972579977,-3320.45963143539
-2183.74301153721,-2679.4974791512,-3327.41930005379
-2187.12389616661,-2684.79320493684,-3334.29915147809
-2191.03948238867,-2690.40502358939,-3341.32778627483
-2194.82281463159,-2695.85597282846,-3348.28731986481
-2199.05083779638,-2700.81342215791,-3355.28882432912
-2203.20021746038,-2706.47612673767,-3362.20117254283
-2207.23118008425,-2711.36872461243,-3369.14769658787
-2211.63900907919,-2716.45903565648,-3376.19422234343
-2216.2335550726,-2721.23349110718,-3383.2085319817
-2221.06840606595,-2726.14347935444,-3390.29821286144
-2226.30651559658,-2731.16947932459,-3397.14630868004
-2231.88446945001,-2735.8488223797,-3404.2476290041
-2237.00343393745,-2740.97750685617,-3411.44191531219
-2242.33838264977,-2746.44066558155,-3418.57402981865
-2247.90842999529,-2751.74816425656,-3425.64283446107
-2253.84775202257,-2757.18883516635,-3432.83117914745
-2259.2679276236,-2762.61177241989,-3439.96869694958
-2264.57821332488,-2767.35946039227,-3447.0562300244
-2270.14615737688,-2772.99386580486,-3454.16057048509
-2276.27883670368,-2778.78869686603,-3461.32294358797
-2282.62686315644,-2784.42909199698,-3468.51859753281
-2289.14254838408,-2790.33409325436,-3475.82318479307
-2294.6661443456,-2796.59852808168,-3482.82444784582
-2300.31922895563,-2802.78189076609,-3489.75571524497
-2305.30497042199,-2808.95885591112,-3496.63340498132
-2309.2054791619,-2815.21095709271,-3503.39478174576
-2312.97153395333,-2821.79734094513,-3510.33009198648
-2316.68434594509,-2828.19108530578,-3517.35908672531
