Achiever,Killer,Socializer,Explorer
-4682.64776528963,-2733.03818094423,-2406.83432608235,-3474.58066222185
-4689.55268276355,-2737.00223169981,-2409.56809443076,-3479.27997098248
-4696.70816065653,-2741.27846499299,-2412.44805712954,-3484.63066767431
-4703.94038792497,-2745.80171541086,-2415.62177337873,-3490.12917430175
-4711.5472714852,-2750.17768095165,-2418.96004912344,-3495.30157400083
-4718.74882766958,-2754.42539684909,-2422.19896458437,-3500.66870844563
-4726.38538364667,-2759.05297919234,-2425.5732146487,-3506.26862223374
-4733.47608062606,-2763.70780201937,-2429.12983173092,-3511.86362322045
-4740.9769841328,-2767.95625559824,-2432.97962517612,-3517.63602064322
-4749.17061497959,-2772.16637284434,-2436.86937008221,-3523.66226934115
-4756.82995179102,-2776.53893252944,-2440.49995999573,-3529.41378676753
-4764.48873940528,-2781.01761253482,-2444.44272866327,-3534.75461850175
-4771.67262438008,-2785.66993510185,-2448.06633868341,-3539.90770278173
-4778.90730000897,-2789.80830671869,-2451.75092838044,-3544.52784825288
-4785.82825576946,-2793.47437994661,-2455.11986384506,-3548.88229748523
-4792.72687823975,-2796.93613075841,-2459.04498794496,-3553.09467613739
-4799.38536339447,-2799.94477100042,-2462.44062072593,-3557.3840839603
-4805.25763950597,-2803.13541811553,-2465.5306785967,-3561.55753135063
-4810.68846972794,-2805.89296631426,-2469.19311410975,-3565.00608233396
-4815.47267307864,-2808.45712479774,-2472.3438027327,-3568.12955143286
-4819.75086305939,-2811.45028868032,-2474.5181748712,-3571.87784641692
-4824.44158766094,-2814.12372432782,-2477.51660306914,-3574.95288214635
-4828.69867918873,-2816.86628353403,-2479.96593045208,-3578.28378135229
-4832.88227490199,-2819.76109779222,-2482.47113757525,-3581.31842261611
-4837.64441358954,-2822.55133018924,-2485.20998365283,-3584.80484463332
-4842.53594128181,-2825.75470595304,-2487.99450001383,-3588.25173578064
-4847.78877640702,-2829.20829653462,-2490.0194381308,-3592.68100621038
-4853.47549069191,-2832.85143608963,-2492.83630177034,-3596.57896224351
-4858.52011123104,-2836.46754751778,-2494.76003325385,-3600.94650723192
-4864.1919637808,-2840.40195078791,-2497.29538565065,-3605.81703189987
-4870.03089211458,-2844.26780759316,-2499.71782739432,-3610.28564329898
-4876.32386229169,-2848.20953696567,-2502.6241228297,-3615.16445047561
-4882.76892390348,-2852.45858321944,-2505.60441217073,-3619.56042437902
-4889.13734105775,-2856.95096489276,-2508.7102713884,-3624.58017463223
-4895.70374292993,-2861.39633630557,-2511.92753322068,-3629.84088770152
-4902.14514354037,-2865.72885769694,-2515.97344689901,-3635.62821742217
-4909.36391375673,-2870.39824812265,-2519.8243160859,-3641.25701377889
-4916.53214848735,-2874.7462366019,-2524.01247046102,-3647.1124063183
-4923.92298400142,-2879.12069443222,-2527.5398678193,-3652.30506225009
-4931.46885673423,-2883.63457206997,-2531.29958753692,-3658.3641286285
-4939.59031124954,-2888.09622422105,-2535.01237000356,-3664.23952424889
-4947.18821864339,-2892.5019289084,-2538.65521248186,-3669.66608386849
-4955.06220461094,-2896.94305743058,-2542.80500716735,-3675.13663655806
-4962.86318466166,-2901.5356113464,-2546.75278907002,-3680.51301782166
-4970.22585288457,-2905.49423970123,-2550.53763159887,-3685.79095733232
-4977.40840367243,-2908.96976351366,-2554.332282543,-3690.80388992444
-4983.8988129791,-2912.7591788708,-2557.46533691018,-3696.06187903544
-4990.38568130001,-2916.12132764384,-2560.78701688032,-3700.3182042478
-4996.26660497494,-2919.26294816406,-2564.09371459813,-3704.21835140255
-5002.6000157021,-2922.42500284138,-2567.49288945004,-3707.86079754923
-5007.75793825901,-2925.103138044,-2570.53882867389,-3711.83862999518
-5012.10364272971,-2927.67765648482,-2573.73246304639,-3715.156385797
-5017.04536291442,-2930.20251575559,-2576.52758031886,-3718.93843285889
-5021.41903030537,-2932.22206560655,-2579.00155798846,-3722.57770292119
-5026.12619036319,-2934.7574400856,-2581.68193005605,-3725.81228250326
-5030.28843464464,-2937.68861267959,-2584.40403568532,-3729.80699877356
-5035.05079433871,-2940.94019689845,-2587.43658600383,-3733.61741081587
-5040.02899433753,-2944.15536428607,-2589.85224088816,-3737.28062518751
-5045.44764229116,-2947.84138689858,-2592.5498302563,-3741.63496870405
-5051.33671825058,-2951.05149105589,-2595.52363362154,-3745.87852186608
-5057.18019995589,-2954.36350331233,-2598.40623660776,-3750.69342309064
-5063.92908023283,-2958.00423702304,-2601.35309651074,-3755.40607047178
-5070.13376448478,-2962.21424734499,-2604.14549137964,-3760.30914771072
-5076.26835184299,-2965.66138561261,-2606.74946786582,-3765.51083481712
-5082.90330113025,-2969.50364183664,-2609.7455648959,-3770.57201215419
-5089.47774110422,-2973.55907581313,-2612.77980035244,-3775.69907536925
-5096.57069610957,-2978.44672988083,-2615.97002379184,-3780.61786068254
-5103.72706881821,-2982.67877654512,-2619.52332742212,-3785.87827212549
-5110.8862182988,-2986.85939032022,-2622.97577582468,-3791.06472821171
-5117.93395969594,-2991.10642955467,-2626.56536042707,-3796.34343476709
-5125.26761360599,-2995.5530410135,-2630.30713006047,-3802.0748074219
-5132.71796967704,-3000.08883761574,-2633.49389426883,-3807.95674022437
-5140.49138072728,-3004.81736893242,-2637.01570174041,-3814.03051935845
-5148.10487675771,-3009.54083853699,-2640.72657144836,-3819.941621946
-5155.48814369159,-3013.53112481197,-2644.73805329318,-3825.3372379836
-5162.81559467357,-3017.3702209922,-2648.79413180885,-3830.78039478796
-5170.24691816842,-3021.13348351898,-2652.36760852411,-3835.93220657396
-5177.87909308604,-3024.82836762311,-2656.53462217257,-3840.99068637257
-5184.83400440788,-3028.33408710532,-2660.23217053028,-3845.86187916198
-5191.28145118899,-3031.36643354492,-2663.799020458,-3850.12588074608
-5196.94375091871,-3034.31227330572,-2666.94478958911,-3854.03682202005
-5202.31377888509,-3037.16334615189,-2669.85892638021,-3858.08972189279
-5207.28969821411,-3039.57444917324,-2672.7644455395,-3861.67063790063
-5212.0013144066,-3041.78395331791,-2675.26089272918,-3865.18007505276
-5216.39743254601,-3044.0680183901,-2677.91390941677,-3868.84176599098
-5220.35420926596,-3046.86020632671,-2680.53233558745,-3872.26891817031
-5224.11734451721,-3049.94489540791,-2683.28841010239,-3875.46729728036
-5228.80146888228,-3052.94549779289,-2686.16037672396,-3879.46025955977
-5234.05537903402,-3056.10108618816,-2688.50138640151,-3883.70046642508
-5238.90979902548,-3059.49199039665,-2690.58940001309,-3887.77904489544
-5243.94035806059,-3062.86602200694,-2693.14811012365,-3891.95215455688
-5250.18893415312,-3066.12361960359,-2695.90413861505,-3896.17685841142
-5255.74404447386,-3069.47594042555,-2698.70286994164,-3900.47310155737
-5261.83028579444,-3073.41517926353,-2700.74746134836,-3905.22666266433
-5268.28111937717,-3077.40655358114,-2703.20803251716,-3910.17900540045
-5274.86949929055,-3081.2704399784,-2706.08981373685,-3914.97433124838
-5281.81309415402,-3085.75103666488,-2709.13658135813,-3920.18452093738
-5289.05918959531,-3090.13040501191,-2712.68738759976,-3925.22954878587
-5295.64312637376,-3094.45466977192,-2716.1085451608,-3930.54173607025
-5302.84438900617,-3098.73834445214,-2719.30143906383,-3936.01793808898
-5310.19745070785,-3103.35453316047,-2723.20979174823,-3941.45267539877
-5317.47380457684,-3107.9777971191,-2726.57818728618,-3947.08690760569
-5325.20914537666,-3112.76043040502,-2730.7834303416,-3953.09975177171
-5332.74093257048,-3116.76139372592,-2734.50595161355,-3958.96679409475
-5340.30457159134,-3121.0872339694,-2738.24079545993,-3964.67191354688
-5347.94115550879,-3125.36214999409,-2741.9928347951,-3970.46228109418
-5355.60535044434,-3129.55388931442,-2745.76056371818,-3976.0327159361
-5363.18081166382,-3133.31236183525,-2749.55990313661,-3981.21895423853
-5370.82666592164,-3136.50819206512,-2752.84469022028,-3986.53925923786
-5377.9702061151,-3140.32783842108,-2756.33618398834,-3991.42173601617
-5384.55237106791,-3144.02662983334,-2759.72279799564,-3996.11281376379
-5390.94522075879,-3147.5688143488,-2762.81260410249,-4000.02353829589
-5396.50210568194,-3150.45148099124,-2765.95167792962,-4004.27224368565
-5401.57781525113,-3153.50460084887,-2769.07358898243,-4008.42506695655
-5406.05671849795,-3156.00473105373,-2771.56065841418,-4011.73987764888
-5411.38941684001,-3158.73939037528,-2774.68291442221,-4015.27012363087
-5416.15612714759,-3161.2337042219,-2777.24175776838,-4018.83459362293
-5420.35538904758,-3163.80091229787,-2779.58825110391,-4022.64576030222
-5424.92983415676,-3167.03992690611,-2782.09061733422,-4026.34186283278
-5430.36049055946,-3170.02011558341,-2784.54246148828,-4029.67628585263
-5435.23323573963,-3173.28132702336,-2786.78283395015,-4033.86427463677
-5439.70852449638,-3176.80055476242,-2789.58593724094,-4037.86106065841
-5445.07083524815,-3180.39003875467,-2792.16102875265,-4041.97944619308
-5451.24558916829,-3184.26429824046,-2794.87349103121,-4046.29649141152
-5457.1650007628,-3188.01944111962,-2797.76806978691,-4051.46587688927
-5463.66820442808,-3191.33911873105,-2800.65275279098,-4055.83837444269
-5469.99371820188,-3194.98148184706,-2803.28760784982,-4060.34993967397
-5476.11595604978,-3198.98314452915,-2806.82699159094,-4064.83636815621
-5482.4797564648,-3203.199966853,-2810.53852748982,-4069.67649172496
-5489.68470651988,-3207.27277109425,-2813.95866276299,-4075.3481618684
-5496.69769837112,-3211.73742349116,-2817.09588116041,-4080.87022001787
-5504.04151767743,-3216.12046698467,-2820.64001555266,-4086.92136995576
-5511.44487100884,-3220.72165784156,-2824.20037244262,-4092.85326584195
-5519.00348731789,-3225.22104762467,-2827.95111508309,-4098.3058464234
-5527.15994632446,-3230.02765322593,-2831.68809461495,-4104.0078403164
-5534.93808291748,-3235.05849969059,-2835.5253809951,-4109.70906307985
-5542.51656110174,-3239.59661970427,-2839.06739124658,-4115.50305490388
-5550.17445307617,-3243.97594924646,-2843.49631728828,-4121.03266013028
-5557.91143960833,-3248.34657404662,-2847.14435532563,-4126.55141512861
-5564.95496880281,-3251.81674026341,-2850.9603559102,-4131.82386136534
-5571.97216580562,-3255.52317918822,-2854.73129371831,-4136.94326428847
-5578.63840093624,-3259.34355156248,-2858.27036376699,-4141.16261099283
-5584.58470693515,-3262.54805429271,-2861.60382771279,-4145.77403542004
-5590.07236651642,-3265.3618541451,-2865.03041945838,-4150.11438488339
-5595.3673302082,-3268.43132593537,-2868.12868207393,-4153.92140961061
-5599.73302581491,-3270.86962416817,-2871.50896939169,-4157.46648456743
-5604.84957068151,-3273.96866914303,-2874.89249949697,-4160.97282690478
-5609.71834181305,-3276.64291667764,-2877.4917129211,-4164.52243848523
-5614.53743295476,-3279.45125153229,-2880.32871023181,-4167.63443876165
-5619.08186961201,-3282.05758401806,-2882.88785615017,-4171.53111837811
-5624.30004768768,-3284.83305856398,-2885.59232319933,-4175.64927084038
-5629.70868057822,-3287.66665255236,-2888.38642381293,-4179.53361061121
-5635.69805376951,-3290.86979154532,-2890.71497878268,-4183.69224675246
-5640.7202419748,-3294.47553914448,-2893.32114201098,-4188.35519720733
-5646.3129080021,-3298.12382667057,-2896.0190487523,-4192.56956762428
-5651.96341342304,-3301.74551473475,-2898.13088779681,-4196.80913203068
-5657.62211063456,-3305.42254889609,-2901.09102548776,-4201.56749464311
-5663.63254344277,-3309.31969836525,-2904.16083109529,-4206.09016879844
-5670.38906398596,-3313.28935474998,-2906.899130373,-4211.06822071501
-5676.65683809292,-3317.47973149778,-2910.16983896407,-4215.95278354116
-5683.05174252298,-3321.365297905,-2913.64029460308,-4221.37652812101
-5690.12035001908,-3325.70968649854,-2917.11983099782,-4226.67080081504
-5696.98964934934,-3329.91760173032,-2920.70412545573,-4232.08992982921
-5703.95195746833,-3334.18316482932,-2924.06725798,-4237.72699949845
-5711.14680142474,-3338.62661600701,-2927.273060543,-4243.41326942555
-5718.44555349015,-3343.21160702039,-2930.81676770182,-4249.38612520414
-5726.22866165654,-3347.933236746,-2934.69380436106,-4254.85322343816
-5733.64074102336,-3352.00978294664,-2938.8215879535,-4260.70570921127
-5741.1864145085,-3356.47795478904,-2942.45080961078,-4266.1909996227
-5748.5074857116,-3360.67925343096,-2946.05738139358,-4271.3251320512
-5755.75493950127,-3364.80109361135,-2950.1142173665,-4276.47580511443
-5763.11873743085,-3369.04199524408,-2954.06503710729,-4281.81253190377
-5770.2895255436,-3372.3743730356,-2958.26471961802,-4286.6538354036
-5776.64492238384,-3375.70016055241,-2962.2627089348,-4291.60853175923
-5782.80552564684,-3378.68011434336,-2965.87393823093,-4296.31024352116
-5788.81009892182,-3381.44141672211,-2969.56933814504,-4300.26169858768
-5793.94295261955,-3384.37181633796,-2972.98939247528,-4304.0229555511
-5799.08209806446,-3387.20556996377,-2976.27909569074,-4307.74305060833
-5803.95270433532,-3390.07247880605,-2978.71742443996,-4311.15618477962
-5808.93909838579,-3392.75582203131,-2981.63382650892,-4314.94659668001
-5813.62692618562,-3396.17514883546,-2984.2610890996,-4318.58134998077
-5818.2725963412,-3399.44695599533,-2986.97333175126,-4322.72197673776
-5823.04536282854,-3402.74731723814,-2989.37149659087,-4326.72924682835
-5828.10483735861,-3406.00359999095,-2991.55517749056,-4330.14307457276
-5833.69135769064,-3409.15425480446,-2993.97355451415,-4334.19833602964
-5839.06464598497,-3412.55988363419,-2996.74744127469,-4338.66158728594
-5844.89227075737,-3416.36182286521,-2999.00739154514,-4342.61124181758
-5850.83057620827,-3420.10298041331,-3001.27405610792,-4346.63705444819
-5857.42529011322,-3423.37929561905,-3004.39353588967,-4350.92788113805
-5863.99477938031,-3427.31464101449,-3007.281232125,-4355.5235807644
-5870.78233977475,-3431.64631478178,-3010.37645667736,-4360.79132331915
-5877.80874529732,-3435.57741650338,-3013.80730031547,-4365.80983901194
-5884.84697266119,-3440.05422146954,-3017.17711768058,-4370.90540909389
-5891.9968284276,-3444.43600639346,-3020.63885066614,-4376.35571704498
-5898.93824671886,-3449.24434483272,-3024.07432885886,-4382.39151750024
-5906.25648136576,-3454.12571976313,-3027.71690080001,-4387.87049425985
-5913.7377963475,-3458.91508136856,-3031.53611720185,-4393.42497620434
-5921.63097153643,-3463.55800525966,-3035.39575428702,-4398.42914830045
-5929.34020397046,-3468.33971190686,-3039.20606378329,-4403.88846462233
-5937.24724567584,-3472.89042101,-3043.16347893243,-4409.09917940948
-5944.5856185457,-3476.99743898986,-3047.30263294883,-4414.33987205903
-5952.06482336019,-3480.81131030994,-3051.0911236424,-4419.78886293115
-5959.78337357825,-3485.34592578667,-3054.73418103687,-4424.82530495652
-5966.8292911589,-3489.23799646871,-3058.44409320905,-4429.32674429616
-5973.46884576282,-3492.78515319791,-3062.56153170094,-4434.22541953949
-5979.8694832129,-3495.75445603974,-3066.59548358953,-4439.1134388131
-5985.40044431215,-3498.9604717732,-3070.02558060988,-4443.41935054104
-5991.00494735156,-3501.64310497439,-3073.21593863797,-4447.45328857505
-5996.19665237705,-3504.20541731941,-3076.58973878135,-4451.36085330837
-6001.09038952781,-3507.37186700243,-3079.69660536415,-4455.02634878119
-6005.80834671185,-3510.07507995853,-3082.98091400385,-4458.69192653991
-6010.1598562084,-3512.5977638605,-3085.81918944177,-4462.33094204706
-6014.07998552765,-3515.39070488293,-3088.71552307495,-4466.02865198586
-6019.36500030211,-3518.26311517994,-3091.47583200982,-4469.50644886264
-6023.99301652836,-3521.34245702074,-3094.16430351154,-4473.77302017056
-6029.31736832018,-3524.84643363157,-3096.85859483822,-4477.88667962414
-6034.77700032595,-3527.99930554957,-3099.44694599447,-4482.42123140232
-6040.418664912,-3531.57338399542,-3102.0893054401,-4486.17589472414
-6046.13204373408,-3535.36297506853,-3104.61516365298,-4490.34185814625
-6052.31215225125,-3539.30501343627,-3107.10118076835,-4494.72679655336
-6058.63709291081,-3543.71881295253,-3109.24403021147,-4499.59795452802
-6064.95907795223,-3547.84886071026,-3111.99779943395,-4504.20391231413
-6071.15983103561,-3551.64506277585,-3115.01101223041,-4509.3653344604
-6077.9061020565,-3556.07824878511,-3118.07745651651,-4514.4203697189
-6084.76965845639,-3560.60116330432,-3121.68596310632,-4519.37080939941
-6091.77046632829,-3564.72896709821,-3125.66740342231,-4524.6121272245
-6099.07116742311,-3569.25471110683,-3129.42382592995,-4529.90548246999
-6106.35078102382,-3573.87090615971,-3133.09961173844,-4535.35911880639
-6114.18027133459,-3578.55735582218,-3136.84895239438,-4541.09281986187
-6121.59121570649,-3582.91182733861,-3140.84093341233,-4546.78909737
-6129.26917694692,-3587.4180406384,-3144.73387605683,-4552.47025177548
-6137.16282560641,-3591.93888102886,-3148.65217178585,-4558.10236464332
-6144.19789437633,-3596.24723957396,-3152.63061542859,-4563.77658416234
-6151.34753993062,-3600.41909363667,-3156.02904293976,-4569.28753726227
-6158.56296532306,-3604.48373965045,-3160.03780877892,-4574.51031906983
-6166.1053364787,-3607.99097069753,-3163.96294009143,-4579.77712836097
-6172.5330393243,-3611.18409700458,-3167.88369249559,-4584.67030132439
-6178.82688209926,-3614.29334190681,-3171.52059952214,-4588.9598324338
-6184.01077463581,-3617.50516107559,-3174.3466011968,-4593.26369683199
-6189.67391215741,-3620.35433096927,-3177.89756726359,-4596.68158638495
-6195.72222442965,-3623.55832099883,-3181.28782078496,-4599.95657763224
-6201.11940323511,-3626.07222158551,-3184.69006961192,-4603.39363278021
-6205.45434629675,-3628.85778816866,-3187.7817839736,-4606.80318351875
-6210.32298132921,-3631.56416932943,-3190.65494273775,-4610.70210492531
-6214.51858963014,-3634.58693432413,-3193.34759340677,-4614.25528103167
-6219.4733889608,-3637.41886547498,-3196.07618319523,-4617.80068607088
-6224.2881172744,-3640.64696323494,-3198.53531903845,-4621.95570020692
-6229.09238456408,-3643.91980600464,-3200.99757585875,-4625.96505973333
-6234.89504459451,-3647.45087366012,-3203.93086081626,-4630.44366084204
-6240.52634246716,-3650.96861432844,-3206.98496774413,-4635.07309561191
-6246.45347509021,-3654.98061011611,-3210.08708638502,-4639.0851687719
-6252.71302361089,-3658.99623826337,-3213.09942414938,-4644.0676094931
-6259.09250830357,-3663.26957301734,-3216.19177715387,-4648.93656617642
-6265.58708725503,-3667.23679269105,-3219.51433801311,-4654.4834323566
-6272.65545088836,-3671.57161888354,-3222.68451858909,-4659.75076138978
-6279.75292178134,-3675.90706494194,-3226.00471763414,-4665.26876047217
-6287.24034004328,-3680.20790044753,-3229.69380133825,-4670.85793032887
-6294.68514523275,-3684.95343404704,-3233.26744245582,-4676.54199557868
-6302.47480766919,-3689.75715458736,-3236.89961377627,-4682.49749480482
-6310.5473058089,-3694.44156311841,-3240.66102048431,-4688.32567642241
-6318.43310869577,-3699.0609041807,-3244.47151826453,-4694.35372483436
-6326.29502985176,-3703.50685675499,-3248.17517654606,-4700.54392226563
-6333.78582337223,-3708.2782232571,-3252.23860832638,-4706.56614587395
-6341.49449793454,-3713.49065561183,-3256.28342438423,-4712.57363954632
-6349.5242003315,-3717.54695398282,-3260.24453509181,-4717.73896215521
-6356.93670196096,-3721.93463822948,-3264.1802974393,-4723.37384867534
-6363.76623777445,-3725.67189610921,-3267.89781540685,-4728.15165590968
-6370.4073303667,-3729.18163855929,-3271.87175346646,-4732.92094677893
-6376.86222408479,-3732.59898174668,-3275.49288226657,-4737.43944867031
-6383.11417265746,-3735.50957318771,-3278.82861641346,-4741.5265029406
-6388.91659619381,-3738.47658109169,-3282.15695224407,-4746.0837822697
-6393.98546145468,-3741.15236285947,-3284.95656989476,-4750.23306272294
-6399.02195045157,-3743.86518120846,-3288.32452230087,-4753.85603015961
-6404.31121055043,-3746.52564766974,-3291.75594880866,-4757.4385783201
-6409.1292915151,-3749.39264433128,-3295.08193412891,-4761.25840015297
-6413.78380749281,-3752.7494597524,-3297.23124522934,-4764.56269144613
-6418.6437466621,-3755.88421435723,-3300.36637400852,-4768.41858900026
-6423.93521701834,-3758.93946850575,-3303.25339170058,-4772.49802483284
-6428.57560158145,-3761.98085790549,-3305.62771743507,-4776.81097624664
-6434.49466867632,-3765.23738704758,-3308.11474748666,-4781.08362822721
-6440.19269122605,-3768.59277019662,-3310.93195514531,-4785.70006835286
-6446.15425820007,-3772.03621683076,-3314.1949137053,-4790.48565148338
-6452.22155615586,-3775.84407963298,-3316.96072155975,-4794.84915517602
-6458.92845006228,-3780.0094164196,-3319.42012701676,-4799.66647891515
-6465.82654188442,-3784.12033896749,-3322.2653492573,-4804.72495960162
-6472.80762935462,-3788.13237739024,-3324.71233408537,-4810.1126268156
-6479.95703544747,-3792.17567320267,-3327.76296744809,-4815.62482074483
-6487.16736039553,-3796.51725602518,-3331.02506997648,-4821.55815709583
-6494.32484109127,-3801.04962841887,-3334.62078866909,-4827.33317328313
-6502.18462775579,-3805.53787172556,-3338.39832976569,-4832.69677652931
-6509.36815539744,-3809.85293952757,-3342.29482122177,-4838.17324006443
-6516.89397832178,-3814.46221957655,-3346.17871061224,-4843.5021660755
-6524.51383277987,-3818.74155913514,-3349.94400642667,-4849.4567922714
-6532.11180698682,-3823.24723425334,-3353.65260198849,-4855.3675811336
-6539.87806212602,-3827.84325801476,-3357.81550895319,-4861.14143656584
-6541.07603103855,-3827.58523637777,-3358.24947841167,-4862.24316833974
-6540.57696595265,-3826.96889036963,-3357.9963324097,-4861.58138131721
-6540.67101999799,-3826.35642964819,-3357.49785792312,-4862.00783403625
-6542.00497178561,-3826.77660242598,-3358.17646233562,-4862.9026641059
-6540.99286167233,-3824.86957168356,-3358.00288321213,-4862.15365105797
-6540.81655047298,-3824.32531936134,-3357.79185109662,-4862.34911736842
-6542.38751504959,-3825.49419444893,-3359.48912693849,-4863.26741101831
-6545.63727339483,-3827.57471663025,-3361.85299238712,-4865.29347461626
-6549.64207420822,-3830.31187747352,-3364.6595216903,-4868.4390467539
-6553.70836211364,-3833.28795130403,-3367.21304259858,-4871.30091462916
-6558.51083953442,-3836.24978703309,-3370.14244638595,-4874.61226703965
-6557.43253480275,-3836.10010980314,-3369.89736824139,-4874.8362016854
-6558.43383883585,-3836.55731100217,-3370.76347318962,-4876.00094884355
-6561.52095235231,-3838.78030804507,-3372.90448219535,-4878.70464746968
-6565.92422432837,-3840.9035910068,-3375.42622458236,-4881.9140824253
-6571.75472399276,-3844.11611262565,-3377.9940431874,-4886.11646992428
-6577.8085047402,-3847.82641859669,-3380.93310961764,-4890.79743472009
-6584.01037063732,-3851.65356451131,-3383.98179735206,-4895.88176226686
-6583.99682436762,-3851.8942692164,-3384.23447932219,-4896.43397515454
-6586.05131735467,-3853.26362164222,-3384.85375241304,-4898.27337889219
-6590.69456347531,-3856.26603793177,-3387.03530131074,-4901.77988037409
-6597.19110460666,-3859.974079041,-3389.77822594651,-4906.67764493783
-6604.04965683565,-3863.74622808895,-3393.22014030504,-4912.03978292787
-6610.95198780227,-3868.5434980937,-3396.67544053995,-4917.62448007699
-6618.74990983755,-3873.51786243623,-3400.50333601817,-4923.58816489858
-6620.14033760185,-3874.66127795765,-3401.74308161485,-4925.2764877933
-6623.25168805443,-3876.76638129903,-3403.43573246085,-4927.67519976547
-6629.178116602,-3880.01064470109,-3406.46837859069,-4932.48659337016
-6636.29746233487,-3884.33542373223,-3410.1061459394,-4937.5901818655
-6644.16485990568,-3888.67698497622,-3413.7446169875,-4942.93996891747
-6652.83795652568,-3893.67713402608,-3417.51003190679,-4948.96896546253
-6661.52013809626,-3898.8896082784,-3421.27339509732,-4954.66007022516
-6664.03396348033,-3899.85696050803,-3422.70066639722,-4956.16581612429
-6667.65372001496,-3901.4190774005,-3423.82008354079,-4958.58281674292
-6673.03555045659,-3904.02317155647,-3426.87489813972,-4962.32500775621
-6679.10283589246,-3907.5452241505,-3430.42126934308,-4966.96387088983
-6685.26049957391,-3910.86352094025,-3434.12234990587,-4971.62681273849
-6692.21670453933,-3914.48958424156,-3438.01332280067,-4975.90851455339
-6698.6575630503,-3918.55196520008,-3441.69192521079,-4979.85319417016
-6698.88834153964,-3918.27990304859,-3442.12661498866,-4979.65375682303
-6699.66003086365,-3918.67265850718,-3443.62928451499,-4980.03502111129
-6703.06093586275,-3920.80455964893,-3446.18398043372,-4983.11714850669
-6707.79838775924,-3923.34182169631,-3448.55171951998,-4986.49405990179
-6712.52070418494,-3926.22777232747,-3451.47830070493,-4990.55273183718
-6717.69919702191,-3929.20845183817,-3454.43330356664,-4994.89573849921
-6723.59710342579,-3932.80112711459,-3457.59295910837,-4999.23674142247
-6722.92017335994,-3932.72830018747,-3458.14677701836,-4999.54250748768
-6724.04545120197,-3934.10497678198,-3458.93096312922,-5000.89481498772
-6727.9068563096,-3937.16731154826,-3460.76584823573,-5003.81781018332
-6733.67144165164,-3940.72862275405,-3463.2621041183,-5008.15824002186
-6739.81883303755,-3944.52885200922,-3465.85846063559,-5013.14620353952
-6747.33264620789,-3948.76253141793,-3468.41395613665,-5018.28359289334
-6754.77456263777,-3953.52566072799,-3471.65629468685,-5024.04441531731
-6759.1010350634,-3956.68737379732,-3473.67469342329,-5027.8678293944
-6764.50150153928,-3959.95903981161,-3476.38825196395,-5032.01328304154
-6770.90471750562,-3963.81086778672,-3479.19783560137,-5037.17540064579
-6777.77605885767,-3968.23541899876,-3482.4032728162,-5042.73536888397
-6785.04376923105,-3972.92717590925,-3486.09780698084,-5048.23528006598
-6792.74158705886,-3977.89320665853,-3489.98847954816,-5054.18757360365
-6800.85981519055,-3982.41925140905,-3493.72535501503,-5060.39919296034
-6807.61756909374,-3986.6781372188,-3497.20706005837,-5065.50996882646
-6814.56260550488,-3990.79367650592,-3500.5790897685,-5070.49851878884
-6821.65711486838,-3995.32107547115,-3504.04214854935,-5076.29768409655
-6829.01566903993,-3999.63607870972,-3508.11417260781,-5081.5405081695
-6836.74307077482,-4003.27857220161,-3512.05542128768,-5086.83774463388
-6844.50070604502,-4006.72554605017,-3516.20238099483,-5092.04517711952
-6851.53889700014,-4010.17472524816,-3520.24905003311,-5097.88331689887
-6858.29687800432,-4013.51346999133,-3523.4084686565,-5102.79919463366
-6864.29525366958,-4016.64835602607,-3526.34038399434,-5106.77075421926
-6870.53150217348,-4019.67987516342,-3529.25672621124,-5110.76888620828
-6876.67445891534,-4022.52010110986,-3532.24741038473,-5114.52571008114
-6882.73104963967,-4025.96519306632,-3535.402318828,-5118.64199282111
-6887.9925629512,-4029.04714938459,-3538.40978772801,-5122.77342969842
-6893.21458128368,-4031.73868750662,-3541.81339335937,-5126.60849551736
-6898.6354030775,-4034.38861527287,-3544.51978834749,-5130.43259286321
-6904.00940198762,-4037.55364103305,-3547.32886117826,-5133.93360108381
-6908.84197184264,-4040.19404366842,-3550.44720155823,-5137.87384262131
-6913.73523060586,-4042.89394505826,-3553.2055913155,-5141.86085902184
-6918.9132509994,-4046.32664546943,-3555.83766161754,-5145.47783575089
-6924.27899222364,-4049.61504555143,-3558.06587571272,-5149.14166241984
-6929.71546445456,-4052.99370467415,-3561.12875627733,-5152.98997437942
-6935.41387868712,-4056.6967042513,-3564.2046881908,-5157.28232681048
-6941.18033180248,-4060.71673920416,-3566.99101436763,-5161.67785802733
-6947.88444258411,-4064.68558852964,-3569.80523141785,-5166.22728691032
-6954.42910260483,-4068.40456171295,-3572.89001491929,-5170.95255036605
-6960.51418653282,-4072.27716135921,-3575.76767885811,-5176.44253798429
-6967.10254314637,-4076.72846794202,-3579.06581462813,-5181.91815772914
-6973.6336146772,-4081.20199389411,-3582.31693762953,-5186.98995686105
-6980.39706109632,-4085.56824168353,-3585.7660128152,-5192.44025894718
-6987.33035132094,-4090.24622475539,-3589.09051940188,-5197.70261849539
-6994.65259256069,-4094.68015632652,-3592.20882342263,-5203.05230672036
-7001.91976059795,-4098.99060179086,-3595.87493045174,-5208.35092056922
-7009.80769826621,-4102.93883190311,-3599.87777403635,-5213.59014154766
